work,book,line,sentence_id,verb_lemma,voice,mood,tense,sbj,obj,pnom,obliques,n_args
Odyssey,14,155,2189258,χράω,medio-passive,p,r,,,,,0
Odyssey,14,155,2189258,δέχομαι,medio-passive,o,p,,τις,,,1
Odyssey,14,157,2189259,γίγνομαι,medio-passive,i,p,ἐκεῖνος,ἐγώ,ἐχθρός,ὁμῶς:d:πύλη,4
Odyssey,14,157,2189259,εἴκω,active,p,p,,πενία,,,1
Odyssey,14,157,2189259,βάζω,active,i,p,ὅς,ἀπατήλιος,,,2
Odyssey,14,158,2189260,οἶδα,active,m,r,Ζεύς|τράπεζα|ἑστία,,,,3
Odyssey,14,159,2189260,ἀφικάνω,active,i,p,,ὅς,,,1
Odyssey,14,160,2189261,τελέω,medio-passive,i,p,ὅδε,,,,1
Odyssey,14,160,2189261,ἀγορεύω,active,i,p,,,,,0
Odyssey,14,161,2189262,ἔρχομαι,middle,i,f,Ὀδυσσεύς,,,:g:λυκάβας,2
Odyssey,14,162,2189263,φθίω,active,p,p,μείς,,,,1
Odyssey,14,162,2189263,ἵστημι,medio-passive,p,p,ὁ,,,,1
Odyssey,14,163,2189263,νοστέω,active,i,f,,,,,0
Odyssey,14,163,2189263,τίνω,middle,i,f,,,,,0
Odyssey,14,164,2189263,ἀτιμάζω,active,i,p,ὅς,ἄλοχος|υἱός,,,3
Odyssey,14,165,2189264,ἀπαμείβομαι,medio-passive,p,p,,,,,0
Odyssey,14,165,2189264,πρόσφημι,active,i,i,,ὁ,,,1
Odyssey,14,166,2189265,τίνω,active,i,f,ἐγώ,εὐαγγέλιον,,,2
Odyssey,14,167,2189265,ἔρχομαι,middle,i,f,Ὀδυσσεύς,οἶκος,,,2
Odyssey,14,168,2189266,πίνω,active,m,p,,,,,0
Odyssey,14,168,2189266,μιμνήσκω,medio-passive,s,r,,ἄλλος,,,1
Odyssey,14,169,2189266,μιμνήσκω,active,m,p,,ἐγώ|οὗτος,,,2
Odyssey,14,170,2189267,ἄχνυμαι,passive,i,p,θυμός,,,,1
Odyssey,14,170,2189267,μιμνήσκω,active,s,a,τις,ἄναξ,,,2
Odyssey,14,171,2189268,ἐάω,active,i,f,,ὅρκος,,,1
Odyssey,14,172,2189268,ἔρχομαι,active,o,a,Ὀδυσσεύς,,,,1
Odyssey,14,172,2189268,ἐθέλω,active,i,p,ἐγώ|Πηνελόπεια|Τηλέμαχος|Λαέρτης|γέρων,,,,5
Odyssey,14,174,2189269,ὀδύρομαι,medio-passive,i,p,,παῖς|Τηλέμαχος,,:a:ἄλαστος,3
Odyssey,14,174,2189269,τίκτω,active,i,a,Ὀδυσσεύς,ὅς,,,2
Odyssey,14,175,2189270,τρέφω,active,i,a,θεός,ὁ,,,2
Odyssey,14,176,2189270,φημί,active,i,i,,,,,0
Odyssey,14,176,2189270,εἰμί,middle,n,f,μιν,,,ἐν:d:ἀνήρ,2
Odyssey,14,178,2189270,βλάπτω,active,i,a,τις|τις,ὁ|φρήν,,,4
Odyssey,14,179,2189271,βαίνω,active,i,a,ὁ,,,μετά:a:ἀκουή;εἰς:a:Πύλος,3
Odyssey,14,181,2189272,εἶμι,active,p,p,,,,,0
Odyssey,14,181,2189272,λοχάω,active,i,p,μνηστήρ,ὁ,,,2
Odyssey,14,181,2189272,ὄλλυμι,middle,s,a,φῦλον,,,ἐκ:g:Ἰθάκη,2
Odyssey,14,183,2189273,ἐάω,active,s,a,,ἐκεῖνος,,,1
Odyssey,14,183,2189273,ἁλίσκομαι,active,s,a,,,,,0
Odyssey,14,184,2189273,φεύγω,active,s,a,,,,,0
Odyssey,14,184,2189273,ὑπερέχω,active,s,a,Κρονίων,ἕ|χείρ,,,3
Odyssey,14,185,2189274,ἐνέπω,active,m,a,,ἐγώ|κῆδος,,,2
Odyssey,14,186,2189274,ἀγορεύω,active,m,a,,ἐγώ|οὗτος,,,2
Odyssey,14,186,2189274,οἶδα,active,s,r,,,,,0
Odyssey,14,187,2189275,εἰμί,active,i,p,,,τίς,,1
Odyssey,14,188,2189277,ἀφικνέομαι,middle,i,a,,,,ἐπί:g:ναῦς,1
Odyssey,14,189,2189278,ἄγω,active,i,a,ναύτης,σύ,,εἰς:a:Ἰθάκη,3
Odyssey,14,189,2189279,εἰμί,active,n,p,,,,,0
Odyssey,14,189,2189279,εὐχετάομαι,medio-passive,i,i,,,τις,,1
Odyssey,14,190,2189280,οἴομαι,medio-passive,i,p,,,,:a:τις,1
Odyssey,14,190,2189280,ἱκνέομαι,middle,n,a,σύ,,,,1
Odyssey,14,191,2189281,ἀπαμείβομαι,medio-passive,p,p,,,,,0
Odyssey,14,191,2189281,πρόσφημι,active,i,i,Ὀδυσσεύς,ὁ,,,2
Odyssey,14,192,2189281,ἀγορεύω,active,i,f,ἐγώ,σύ|οὗτος,,,3
Odyssey,14,193,2189282,εἰμί,active,o,p,ἐδωδή|μέθυ,ἐγώ,,ἐπί:a:χρόνος,4
Odyssey,14,194,2189282,εἰμί,active,p,p,,,,ἔντοσθε:g:κλισία,1
Odyssey,14,195,2189282,δαίνυμι,medio-passive,n,p,,,,,0
Odyssey,14,195,2189282,ἕπομαι,active,o,p,ἄλλος,,,ἐπί:a:ἔργον,2
Odyssey,14,197,2189283,διαπράσσω,active,o,a,,,,εἰς:a:ἐνιαυτός;:a:τις,2
Odyssey,14,197,2189283,λέγω,active,p,p,,κῆδος,,,1
Odyssey,14,198,2189283,μογέω,active,i,a,,ὅσος,,:d:ἰότης,2
Odyssey,14,199,2189284,εὔχομαι,medio-passive,i,p,παῖς,,,:a:γένος,2
Odyssey,14,201,2189285,τρέφω,passive,i,a,,,,,0
Odyssey,14,201,2189285,γίγνομαι,middle,i,a,,,,,0
Odyssey,14,202,2189286,τίκτω,active,i,a,μήτηρ,ἐγώ,,,2
Odyssey,14,203,2189286,τιμάω,active,i,i,Κάστωρ,ἐγώ,,:a:ἴσος,3
Odyssey,14,204,2189286,εὔχομαι,medio-passive,i,p,ἐγώ,,,,1
Odyssey,14,204,2189286,εἰμί,active,n,p,,,ὁ,:a:γένος,2
Odyssey,14,205,2189286,τίνω,medio-passive,i,i,ὅς,,,ἐν:d:Κρής;:d:δῆμος;:d:ὄλβος;:d:πλοῦτος;:d:υἱός,6
Odyssey,14,207,2189287,βαίνω,active,i,a,κήρ,,,εἰς:a:δόμος,2
Odyssey,14,207,2189287,φέρω,active,p,p,,ὁ,,,1
Odyssey,14,208,2189288,δύω2,middle,i,a,,ζωή,,,1
Odyssey,14,209,2189288,βάλλω,middle,i,a,,,,ἐπί:a:κλῆρος,1
Odyssey,14,210,2189288,δίδωμι,active,i,a,,παῦρος,,,1
Odyssey,14,210,2189288,νέμω,active,i,a,,οἰκίον,,,1
Odyssey,14,211,2189289,ἄγω,middle,i,a,,γυνή,,ἕνεκα:g:ἀρετή,2
Odyssey,14,212,2189289,εἰμί,active,i,i,,,ἀποφώλιος,,1
Odyssey,14,213,2189290,λείπω,active,i,r,πᾶς,,,,1
Odyssey,14,214,2189290,οἴομαι,medio-passive,i,p,,,,,0
Odyssey,14,214,2189290,εἰσοράω,active,p,p,,καλάμη,,,1
Odyssey,14,215,2189290,γιγνώσκω,active,n,p,σύ,,,,1
Odyssey,14,215,2189291,ἔχω,active,i,p,δύη,ἐγώ,,,2
Odyssey,14,216,2189292,δίδωμι,active,i,a,Ἄρης|Ἀθήνη,ἐγώ|θάρσος|ῥηξηνορία,,,5
Odyssey,14,217,2189293,κρίνω,active,o,p,,ἀνήρ,,,1
Odyssey,14,218,2189293,φυτεύω,active,p,p,,κακός|δυσμενής,,,2
Odyssey,14,219,2189293,προτιόσσομαι,medio-passive,i,i,θυμός,ἐγώ|θάνατος,,,3
Odyssey,14,220,2189293,ἐφάλλομαι,middle,p,a,,,,,0
Odyssey,14,220,2189293,αἱρέω,active,i,a,,,,:d:ἔγχος,1
Odyssey,14,221,2189293,εἴκω,active,o,a,ὁ,ἐγώ,,:d:πούς,3
Odyssey,14,222,2189294,εἰμί,active,i,i,,,τοῖος,ἐν:d:πόλεμος,2
Odyssey,14,222,2189295,εἰμί,active,i,i,ἔργον,ἐγώ,φίλος,,3
Odyssey,14,223,2189295,τρέφω,active,i,p,ὅς,τέκνον,,,2
Odyssey,14,224,2189295,εἰμί,active,i,i,ναῦς|πόλεμος|ἄκων|ὀιστός|λυγρός,ἐγώ,φίλος,,7
Odyssey,14,226,2189295,πέλω,medio-passive,i,p,ὁ,,καταριγηλός,,2
Odyssey,14,227,2189296,εἰμί,active,i,i,ὁ,ἐγώ,φίλος,,3
Odyssey,14,227,2189296,τίθημι,active,i,a,θεός,ὁ,,ἐν:d:φρήν,3
Odyssey,14,228,2189297,ἐπιτέρπομαι,medio-passive,i,p,ἀνήρ,ἔργον,,,2
Odyssey,14,229,2189298,ἐπιβαίνω,active,n,a,υἱός,Τροία,,,2
Odyssey,14,230,2189298,ἄρχω,active,i,a,,ἀνήρ|ναῦς,,εἰς:a:ἀνήρ,3
Odyssey,14,231,2189298,τυγχάνω,active,i,i,πολύς,ἐγώ,,,2
Odyssey,14,232,2189299,ἐξαιρέω,medio-passive,i,i,,ὁ|μενοεικής,,,2
Odyssey,14,233,2189299,λαγχάνω,active,i,i,,πολύς,,,1
Odyssey,14,233,2189300,ὀφέλλω,medio-passive,i,i,οἶκος,,,,1
Odyssey,14,234,2189300,τεύχω,medio-passive,i,l,,,,μετά:d:Κρής,1
Odyssey,14,236,2189301,φράζω,middle,i,a,Ζεύς,ὁδός,,,2
Odyssey,14,236,2189301,λύω,active,i,a,ὅς,γόνυ,,,2
Odyssey,14,237,2189301,ἄνωγα,active,i,i,,ἐγώ|Ἰδομενεύς,,,2
Odyssey,14,238,2189301,ἡγέομαι,middle,n,a,,ναῦς,,εἰς:a:Ἴλιος,2
Odyssey,14,239,2189302,εἰμί,active,i,i,μῆχος,,,:n:τις,2
Odyssey,14,239,2189302,ἀναίνομαι,middle,n,a,,,,,0
Odyssey,14,239,2189302,ἔχω,active,i,i,φῆμις,,,,1
Odyssey,14,240,2189303,πολεμίζω,active,i,i,υἱός,,,:a:εἰναετής,2
Odyssey,14,241,2189303,πέρθω,active,p,a,,πόλις,,,1
Odyssey,14,241,2189303,βαίνω,active,i,a,,,,:d:δέκατος;σύν:d:ναῦς,2
Odyssey,14,242,2189303,κεδάννυμι,active,i,a,θεός,Ἀχαιός,,,2
Odyssey,14,243,2189304,μήδομαι,medio-passive,i,i,Ζεύς,ἐγώ|κακός,,,3
Odyssey,14,244,2189305,μένω,active,i,a,,,,:a:μείς,1
Odyssey,14,244,2189305,τέρπω,middle,p,a,,τέκος|ἄλοχος|κτῆμα,,,3
Odyssey,14,246,2189306,ἄνωγα,active,i,i,θυμός,,,,1
Odyssey,14,246,2189306,ναυτίλλομαι,medio-passive,n,p,ἐγώ,,,,1
Odyssey,14,247,2189306,στέλλω,active,p,a,,ναῦς,,σύν:d:ἑταῖρος,2
Odyssey,14,248,2189307,στέλλω,active,i,a,,ναῦς,,,1
Odyssey,14,248,2189307,εἰσαγείρω,middle,i,a,λαός,,,,1
Odyssey,14,250,2189308,δαίνυμι,medio-passive,i,i,ἑταῖρος,,,,1
Odyssey,14,250,2189309,παρέχω,active,i,i,ἐγώ,ἱερεῖον,,,2
Odyssey,14,251,2189309,ῥέζω,active,n,p,,θεός,,,1
Odyssey,14,251,2189309,πένομαι,medio-passive,n,p,,αὐτός|δαίς1,,,2
Odyssey,14,252,2189310,ἀναβαίνω,active,p,a,,,,,0
Odyssey,14,253,2189310,πλέω,active,i,i,,,,ἀπό:g:Κρήτη;:d:ἄνεμος,2
Odyssey,14,255,2189311,πημαίνω,passive,i,a,τις,,,,1
Odyssey,14,256,2189311,κάθημαι,medio-passive,i,i,,,,,0
Odyssey,14,256,2189311,ἰθύνω,active,i,i,ἄνεμος|κυβερνήτης,ὁ,,,3
Odyssey,14,257,2189312,ἱκνέομαι,middle,i,a,,Αἴγυπτος,,,1
Odyssey,14,258,2189312,ἵστημι,active,i,a,,νέα,,ἐν:d:ποταμός,2
Odyssey,14,259,2189313,κέλομαι,medio-passive,i,i,ἐγώ|ἑταῖρος,ναῦς,,παρά:d:ναῦς,4
Odyssey,14,260,2189313,μένω,active,n,p,,,,παρά:d:ναῦς,1
Odyssey,14,260,2189313,ἐρύω2,medio-passive,n,p,,ναῦς,,,1
Odyssey,14,261,2189313,ὀτρύνω,active,i,a,,,,,0
Odyssey,14,261,2189313,νέομαι,medio-passive,n,p,ὀπτήρ,,,κατά:a:σκοπιά,2
Odyssey,14,262,2189314,εἴκω,active,p,a,,ὕβρις,,,1
Odyssey,14,262,2189314,ἐφέπω,middle,p,a,,μένος,,,1
Odyssey,14,264,2189314,πορθέω,active,i,i,,ἀγρός,,,1
Odyssey,14,264,2189314,ἄγω,active,i,i,,γυνή|τέκνον,,,2
Odyssey,14,265,2189314,κτείνω,active,i,i,,αὐτός,,,1
Odyssey,14,265,2189315,ἱκνέομαι,middle,i,a,ἀυτή,,,εἰς:a:πόλις,2
Odyssey,14,266,2189316,ἀίω,active,p,p,,βοή,,,1
Odyssey,14,266,2189316,φαίνω,medio-passive,p,p,,,,,0
Odyssey,14,267,2189316,ἔρχομαι,active,i,a,,,,ἅμα:d:ἠώς,1
Odyssey,14,267,2189317,πίμπλημι,middle,i,a,πεδίον,πεζός|ἵππος|στεροπή,,,4
Odyssey,14,269,2189318,βάλλω,active,i,a,Ζεύς,φύζα,,ἐν:d:ἑταῖρος,3
Odyssey,14,269,2189318,τλάω,active,i,i,τις,,,,1
Odyssey,14,270,2189318,μένω,active,n,a,,,,:a:ἐναντίβιος,1
Odyssey,14,270,2189319,ἵστημι,active,i,a,κακός,,,,1
Odyssey,14,271,2189320,ἀποκτείνω,active,i,a,,πολύς,,:d:χαλκοῦς,2
Odyssey,14,272,2189320,ἀνάγω,active,i,i,,ὁ,,,1
Odyssey,14,272,2189320,ἐργάζομαι,medio-passive,n,p,,σφεῖς,,:d:ἀνάγκη,2
Odyssey,14,274,2189321,ποιέω,active,i,a,Ζεύς,ἐγώ|νόημα,,ἐν:d:φρήν,4
Odyssey,14,274,2189321,ὀφείλω,active,i,a,,πότμος,,ἐν:d:αἴγυπτος,2
Odyssey,14,274,2189321,θνήσκω,active,n,a,,,,,0
Odyssey,14,274,2189321,ἐφέπω,active,n,a,,πότμος,,,1
Odyssey,14,275,2189322,ὑποδέχομαι,middle,i,a,πῆμα,ἐγώ,,,2
Odyssey,14,276,2189322,τίθημι,active,i,a,,κυνέα,,ἀπό:g:κάρα,2
Odyssey,14,277,2189322,ἐκβάλλω,active,i,a,,δόρυ|χείρ,,,2
Odyssey,14,278,2189323,ἔρχομαι,active,i,a,ἐγώ,ἵππος,,,2
Odyssey,14,279,2189323,κυνέω,active,i,a,,γόνυ,,,1
Odyssey,14,279,2189323,αἱρέω,active,p,a,,,,,0
Odyssey,14,279,2189324,ἐρύω2,middle,i,a,,,,,0
Odyssey,14,279,2189324,ἐλεέω,active,i,a,,,,,0
Odyssey,14,280,2189324,ἵζω,active,p,a,,,,εἰς:a:δίφρος,1
Odyssey,14,280,2189324,ἄγω,active,i,i,,ἐγώ,,,1
Odyssey,14,280,2189324,χέω,active,p,p,,δάκρυ,,,1
Odyssey,14,281,2189325,ἐπαίσσω,active,i,i,πολύς,ἐγώ,,:d:μελία,3
Odyssey,14,282,2189325,ἵημι,medio-passive,p,p,,,,,0
Odyssey,14,282,2189325,κτείνω,active,n,a,,,,,0
Odyssey,14,282,2189325,χολόω,medio-passive,i,l,,,,,0
Odyssey,14,283,2189325,ἐρύκω,active,i,i,,,,,0
Odyssey,14,283,2189325,ὀπίζομαι,medio-passive,i,i,,μῆνις,,,1
Odyssey,14,284,2189325,νεμεσάω,medio-passive,i,p,ὅς,ἔργον,,,2
Odyssey,14,285,2189326,μένω,active,i,i,,,,:a:ἑπταετής,1
Odyssey,14,285,2189326,ἀγείρω,active,i,a,,χρῆμα,,ἀνά:a:ἀνήρ,2
Odyssey,14,286,2189327,δίδωμι,active,i,i,ἅπας,,,,1
Odyssey,14,287,2189328,ἐπιπέλομαι,medio-passive,p,p,,,,,0
Odyssey,14,287,2189328,ἔρχομαι,active,i,a,ἔτος,ἐγώ,,,2
Odyssey,14,288,2189328,ἔρχομαι,active,i,a,ἀνήρ|τρώκτης,,,,2
Odyssey,14,288,2189328,οἶδα,active,p,r,,ἀπατήλιος,,,1
Odyssey,14,289,2189328,ἔρδω,active,i,l,ὅς,κακός|ἄνθρωπος,,,3
Odyssey,14,290,2189329,ἄγω,active,i,i,ὅς,ἐγώ,,,2
Odyssey,14,290,2189329,παραπείθω,active,p,a,,,,:d:φρήν,1
Odyssey,14,290,2189329,ἱκνέομαι,middle,i,a,,Φοινίκη,,,1
Odyssey,14,291,2189329,κεῖμαι,medio-passive,i,i,δόμος|κτῆμα,,,,2
Odyssey,14,292,2189330,μένω,active,i,a,,,,παρά:d:αὐτός;εἰς:a:ἐνιαυτός,2
Odyssey,14,293,2189331,ἐκτελέω,medio-passive,i,i,μείς|ἡμέρα,,,,2
Odyssey,14,294,2189331,περιτέλλομαι,,p,a,ἔτος,,,,1
Odyssey,14,294,2189331,ἐπέρχομαι,active,i,a,ὥρα,,,,1
Odyssey,14,295,2189331,ἕζομαι,middle,i,a,,ἐγώ,,εἰς:a:Λιβύη;ἐπί:g:ναῦς,3
Odyssey,14,296,2189331,βουλεύω,active,p,a,,ψεῦδος,,,1
Odyssey,14,296,2189331,ἄγω,active,o,p,,φόρτος,,σύν:d:ἕ,2
Odyssey,14,297,2189331,περάω,active,o,a,,ἐγώ,,,1
Odyssey,14,297,2189331,αἱρέω,middle,o,a,,ὦνος,,,1
Odyssey,14,298,2189332,ἕπομαι,medio-passive,i,i,,ὁ,,ἐπί:g:ναῦς;:d:ἀνάγκη,3
Odyssey,14,298,2189332,οἴομαι,medio-passive,p,p,,,,,0
Odyssey,14,299,2189333,θέω,active,i,i,ὁ,,,:d:ἄνεμος;:a:μέσος;ὑπέρ:g:Κρήτη,4
Odyssey,14,300,2189334,μήδομαι,medio-passive,i,i,Ζεύς,σφεῖς|ὄλεθρος,,,3
Odyssey,14,301,2189335,λείπω,active,i,i,,Κρήτη,,,1
Odyssey,14,302,2189335,φαίνω,medio-passive,i,i,τις|οὐρανός|θάλασσα,,,,3
Odyssey,14,303,2189335,ἵστημι,active,i,a,Κρονίων,νεφέλη,,ὑπέρ:g:ναῦς,3
Odyssey,14,304,2189335,ἀχλύω,active,i,a,πόντος,,,ὑπό:g:αὐτός,2
Odyssey,14,305,2189336,βροντάω,active,i,a,,,,,0
Odyssey,14,305,2189336,ἐμβάλλω,active,i,a,,ναῦς|κεραυνός,,,2
Odyssey,14,306,2189337,ἐλελίζω,passive,i,a,ὁ,,,,1
Odyssey,14,306,2189337,πλήσσω,passive,p,a,,,,:d:κεραυνός,1
Odyssey,14,307,2189337,πίμπλημι,middle,i,a,,θεῖον,,,1
Odyssey,14,307,2189338,πίπτω,active,i,a,ἅπας,,,ἐκ:g:ναῦς,2
Odyssey,14,309,2189339,ἐμφορέω,medio-passive,i,i,ὁ,κῦμα,,περί:a:ναῦς,3
Odyssey,14,309,2189340,ἀπαίνυμαι,medio-passive,i,i,θεός,νόστος,,,2
Odyssey,14,310,2189341,ἔχω,active,p,p,,ἄλγος,,:d:θυμός,2
Odyssey,14,312,2189341,τίθημι,active,i,a,Ζεύς,ἐγώ|ἱστός,,ἐν:d:χείρ,4
Odyssey,14,312,2189341,φεύγω,active,o,a,,πῆμα,,,1
Odyssey,14,313,2189342,περιπλέκω,passive,p,a,,ὁ,,,1
Odyssey,14,313,2189342,φέρω,medio-passive,i,i,,,,:d:ἄνεμος,1
Odyssey,14,314,2189343,φέρω,medio-passive,i,i,,,,,0
Odyssey,14,315,2189343,πελάζω,active,i,a,κῦμα,ἐγώ|γαῖα,,:d:νύξ,4
Odyssey,14,315,2189343,κυλίνδω,active,p,p,,,,,0
Odyssey,14,316,2189344,κομίζω,middle,i,a,βασιλεύς|Φείδων,ἐγώ,,,3
Odyssey,14,317,2189345,ἐπέρχομαι,active,p,a,,,,,0
Odyssey,14,318,2189345,δαμάζω,medio-passive,p,r,,αἶθρος|κάματος,,,2
Odyssey,14,318,2189345,ἄγω,active,i,i,υἱός,,,εἰς:a:οἶκος,2
Odyssey,14,319,2189345,ἀνίστημι,active,p,a,,χείρ,,,1
Odyssey,14,319,2189345,ἱκνέομαι,middle,i,a,,δῶμα,,,1
Odyssey,14,320,2189346,ἕννυμι,active,i,a,,χλαῖνα|χιτών,,ἀμφί:a:ἐγώ,3
Odyssey,14,321,2189347,πυνθάνομαι,middle,i,a,ἐγώ,Ὀδυσσεύς,,,2
Odyssey,14,321,2189348,φάσκω,active,i,i,κεῖνος,,,,1
Odyssey,14,322,2189348,ξενίζω,active,n,a,,,,,0
Odyssey,14,322,2189348,φιλέω,active,n,a,,,,,0
Odyssey,14,322,2189348,εἶμι,active,p,p,,,,εἰς:a:γαῖα,1
Odyssey,14,323,2189348,δείκνυμι,active,i,a,,ἐγώ|κτῆμα|χαλκός|χρυσός|σίδηρος,,,5
Odyssey,14,323,2189348,συναγείρω,middle,i,a,Ὀδυσσεύς,ὅσος,,,2
Odyssey,14,325,2189349,βόσκω,active,o,p,,ἕτερος,,εἰς:a:γενεά,2
Odyssey,14,326,2189350,κεῖμαι,medio-passive,i,i,κειμήλιον,ἕ,,ἐν:d:μέγαρον,3
Odyssey,14,327,2189351,φημί,middle,i,a,,,,,0
Odyssey,14,327,2189351,βαίνω,active,n,a,ὁ,,,εἰς:a:Δωδώνη,2
Odyssey,14,328,2189351,ἐπακούω,active,o,a,,βουλή,,ἐκ:g:δρῦς,2
Odyssey,14,329,2189351,νοστέω,active,o,a,,,,εἰς:a:δῆμος,1
Odyssey,14,330,2189351,ἄπειμι,active,p,p,,,,,0
Odyssey,14,331,2189352,ὄμνυμι,active,i,a,ναῦς|ἑταῖρος,,ἐπαρτής,πρός:a:ἐγώ,4
Odyssey,14,331,2189352,ἀποσπένδω,active,p,p,,,,ἐν:d:οἶκος,1
Odyssey,14,332,2189352,κατερύω,medio-passive,n,r,ναῦς,,,,1
Odyssey,14,332,2189352,εἰμί,active,n,p,ἑταῖρος,,ἐπαρτής,,2
Odyssey,14,333,2189352,πέμπω,active,i,f,ὅς,μιν,,εἰς:a:γαῖα,3
Odyssey,14,334,2189353,ἀποπέμπω,active,i,a,,ἐγώ,,,1
Odyssey,14,334,2189354,τυγχάνω,active,i,a,ναῦς,,,,1
Odyssey,14,334,2189354,ἔρχομαι,medio-passive,p,p,,,,εἰς:a:Δουλίχιον,1
Odyssey,14,336,2189355,ἄνωγα,active,i,i,ὁ,,,,1
Odyssey,14,336,2189355,πέμπω,active,n,a,,ἐγώ|Ἄκαστος,,,2
Odyssey,14,337,2189356,ἁνδάνω,active,i,i,βουλή,ὁ,,:d:φρήν,3
Odyssey,14,338,2189356,γίγνομαι,middle,o,a,,,,ἐπί:a:πῆμα,1
Odyssey,14,339,2189357,ἀποπλέω,active,i,a,ναῦς,γαῖα,,:a:πολύς,3
Odyssey,14,340,2189357,περιμηχανάομαι,medio-passive,i,i,,ἦμαρ|ἐγώ,,,2
Odyssey,14,341,2189358,δύω2,active,i,a,,ἐγώ|χλαῖνα|χιτών|εἷμα,,,4
Odyssey,14,342,2189358,βάλλω,active,i,a,,ῥάκος|χιτών|ῥωγαλέος,,ἀμφί:d:ἐγώ,4
Odyssey,14,343,2189358,ὁράω,medio-passive,i,p,,ὁ,,ἐν:d:ὀφθαλμός,2
Odyssey,14,344,2189359,ἀφικνέομαι,middle,i,a,,ἔργον,,,1
Odyssey,14,345,2189360,καταδέω,active,i,a,,ἐγώ,,ἐν:d:ναῦς;:d:ὅπλον,3
Odyssey,14,346,2189360,ἀποβαίνω,active,p,a,,,,,0
Odyssey,14,347,2189360,αἱρέω,middle,i,a,,δόρπον,,παρά:a:θίς,2
Odyssey,14,348,2189361,ἀναγνάμπτω,active,i,a,θεός,δεσμός,,:d:ἐγώ,3
Odyssey,14,349,2189362,ἀμφικαλύπτω,active,p,a,,κεφαλή,,,1
Odyssey,14,350,2189362,καταβαίνω,active,p,a,,ἐφόλκαιον,,,1
Odyssey,14,350,2189362,ἐπελαύνω,active,i,a,,θάλασσα|στῆθος,,,2
Odyssey,14,351,2189362,διερέσσω,active,i,a,,,,:d:χείρ,1
Odyssey,14,352,2189362,νήχω,medio-passive,p,p,,,,,0
Odyssey,14,352,2189362,εἰμί,active,i,i,,,,ἀμφίς:g:ἐκεῖνος,1
Odyssey,14,353,2189363,ἀναβαίνω,active,p,a,,,,,0
Odyssey,14,353,2189363,εἰμί,active,i,i,δρίος,,,,1
Odyssey,14,354,2189363,κεῖμαι,medio-passive,i,i,,,,,0
Odyssey,14,354,2189363,πίπτω,active,p,r,,,,,0
Odyssey,14,354,2189364,στενάχω,active,p,p,,,,:a:μέγας,1
Odyssey,14,355,2189364,φοιτάω,active,i,i,ὁ,,,,1
Odyssey,14,355,2189365,φαίνω,medio-passive,i,i,,σφεῖς,,,1
Odyssey,14,355,2189365,εἰμί,active,n,p,,,κερδίων,,1
Odyssey,14,356,2189365,μαίομαι,medio-passive,n,p,,,,,0
Odyssey,14,356,2189365,βαίνω,active,i,i,ὁ,,,ἐπί:g:ναῦς,2
Odyssey,14,357,2189366,κρύπτω,active,i,a,θεός,ἐγώ,,,2
Odyssey,14,358,2189366,ἐπελαύνω,active,i,a,,ἐγώ|σταθμός,,,2
Odyssey,14,358,2189366,ἄγω,active,p,p,,,,,0
Odyssey,14,359,2189366,ἐπίσταμαι,medio-passive,p,p,,,,,0
Odyssey,14,359,2189367,βιόω,active,n,a,,,,,0
Odyssey,14,360,2189368,ἀπαμείβομαι,medio-passive,p,p,,,,,0
Odyssey,14,360,2189368,πρόσφημι,active,i,i,,ὁ,,,1
Odyssey,14,361,2189369,ὀρίνω,active,i,a,,θυμός,,,1
Odyssey,14,362,2189369,λέγω,active,p,p,,οὗτος,,,1
Odyssey,14,362,2189369,πάσχω,active,i,a,,ὅσος,,,1
Odyssey,14,362,2189369,ἀλάομαι,medio-passive,i,a,,ὅσος,,,1
Odyssey,14,363,2189370,οἴομαι,medio-passive,i,p,,,,,0
Odyssey,14,363,2189370,πείθω,active,i,f,,ἐγώ,,,1
Odyssey,14,364,2189370,εἶπον,active,p,a,,,,ἀμφί:d:Ὀδυσσεύς,1
Odyssey,14,364,2189371,χρή,active,i,p,,,,,0
Odyssey,14,364,2189371,εἰμί,active,p,p,,,τοῖος,,1
Odyssey,14,365,2189371,ψεύδω,medio-passive,n,p,σύ,,,,1
Odyssey,14,365,2189372,οἶδα,active,i,r,ἐγώ,νόστος,,,2
Odyssey,14,366,2189372,ἔχθω,medio-passive,i,i,,θεός,,,1
Odyssey,14,367,2189372,δαμάζω,active,i,a,,μιν,,:a:τις;μετά:d:Τρώς;ἐν:d:χείρ,4
Odyssey,14,368,2189372,τολυπεύω,active,i,a,,πόλεμος,,,1
Odyssey,14,369,2189373,ποιέω,active,i,a,Παναχαιοί,ἕ|τύμβος,,,3
Odyssey,14,370,2189373,ἀείρω,middle,i,a,,παῖς|κλέος,,,2
Odyssey,14,371,2189373,ἀνερείπομαι,middle,i,a,Ἅρπυιαι,μιν,,,2
Odyssey,14,373,2189375,ἔρχομαι,medio-passive,i,p,,,,,0
Odyssey,14,374,2189375,ἔρχομαι,active,n,a,,,,,0
Odyssey,14,374,2189375,ὀτρύνω,active,s,a,Πηνελόπεια,,,:a:τις,2
Odyssey,14,374,2189375,ἔρχομαι,active,s,a,ἀγγελία,,,,1
Odyssey,14,375,2189376,πάρημαι,medio-passive,p,p,,,,,0
