work,book,line,sentence_id,verb_lemma,voice,mood,tense,sbj,obj,pnom,obliques,n_args
Iliad,2,750,2274814,τίθημι,middle,i,a,ὅς,οἰκίον,,περί:a:Δωδώνη,3
Iliad,2,751,2274814,νέμω,medio-passive,i,i,ὅς,ἔργον,,ἀμφί:a:Τιταρησσός,3
Iliad,2,752,2274814,προίημι,active,i,i,ὅς,ὕδωρ,,εἰς:a:Πηνειός,3
Iliad,2,753,2274814,συμμίγνυμι,medio-passive,i,p,ὁ,Πηνειός,,,2
Iliad,2,754,2274814,ἐπιρρέω,active,i,p,,μιν,,,1
Iliad,2,755,2274815,εἰμί,active,i,p,,,ἀπορρώξ,,1
Iliad,2,756,2274816,ἄρχω,active,i,i,Πρόθοος|υἱός,Μάγνης,,,3
Iliad,2,758,2274816,ναίω,active,i,i,ὅς,,,,1
Iliad,2,758,2274817,ἡγεμονεύω,active,i,i,Πρόθοος,ὁ,,,2
Iliad,2,759,2274817,ἕπομαι,medio-passive,i,i,ναῦς,,,ἅμα:d:ὁ,2
Iliad,2,760,2274818,εἰμί,active,i,i,οὗτος,,ἡγεμών|κοίρανος,,3
Iliad,2,761,2274819,εἰμί,active,i,i,τίς,,ἄριστος,,2
Iliad,2,761,2274819,ἐνέπω,active,m,p,σύ,ἐγώ,,,2
Iliad,2,762,2274819,ἕπομαι,medio-passive,i,i,ὅς,,,ἅμα:d:Ἀτρείδης,2
Iliad,2,763,2274820,εἰμί,active,i,i,ἵππος,,ἄριστος,,2
Iliad,2,764,2274820,ἐλαύνω,active,i,i,Εὔμηλος,ὁ,,,2
Iliad,2,766,2274821,τρέφω,active,i,a,Ἀπόλλων,ὁ,,ἐν:d:Πηρείη,3
Iliad,2,767,2274821,φορέω,active,p,p,,φόβος,,,1
Iliad,2,768,2274822,εἰμί,active,i,i,Αἴας,,ἄριστος,,2
Iliad,2,769,2274822,μηνίω,active,i,i,Ἀχιλλεύς,,,,1
Iliad,2,769,2274823,εἰμί,active,i,i,ὁ|ἵππος,,φέρτατος,,3
Iliad,2,770,2274823,φορέω,active,i,i,ὅς,Πηλεύς,,,2
Iliad,2,772,2274824,κεῖμαι,medio-passive,i,i,ὁ,,,ἐν:d:ναῦς,2
Iliad,2,772,2274824,ἀπομηνίω,active,p,a,,Ἀγαμέμνων,,,1
Iliad,2,774,2274825,τέρπω,medio-passive,i,i,λαός,,,παρά:d:ῥηγμίν,2
Iliad,2,774,2274825,ἵημι,active,p,p,,δίσκος|αἰγανέη|τόξον,,,3
Iliad,2,776,2274826,ἐρέπτομαι,medio-passive,p,p,,λωτός|σέλινον,,,2
Iliad,2,777,2274826,ἵστημι,active,i,l,ἵππος,,,παρά:d:ἅρμα,2
Iliad,2,777,2274827,πυκάζω,medio-passive,p,r,,,,,0
Iliad,2,777,2274827,κεῖμαι,medio-passive,i,i,ἅρμα,,,ἐν:d:κλισία,2
Iliad,2,778,2274828,ποθέω,active,p,p,,ἀρχός,,,1
Iliad,2,779,2274828,φοιτάω,active,i,i,ὁ,,,κατά:a:στρατός,2
Iliad,2,779,2274828,μάχομαι,medio-passive,i,i,,,,,0
Iliad,2,780,2274829,εἶμι,active,i,i,ὁ,,,,1
Iliad,2,780,2274829,νέμω,medio-passive,o,p,χθών,,,:d:πῦρ,2
Iliad,2,781,2274830,ὑποστεναχίζω,active,i,i,γαῖα,,,,1
Iliad,2,782,2274830,χώομαι,medio-passive,p,p,,,,,0
Iliad,2,782,2274830,ἱμάσσω,active,s,p,,γαῖα,,ἐν:d:Ἀρίμοι,2
Iliad,2,783,2274830,φημί,active,i,p,,,,,0
Iliad,2,783,2274830,εἰμί,active,n,p,εὐνή,,,,1
Iliad,2,784,2274831,στεναχίζω,medio-passive,i,i,γαῖα,πούς,,:a:μέγας,3
Iliad,2,785,2274831,ἔρχομαι,medio-passive,p,p,,,,,0
Iliad,2,785,2274832,διαπράσσω,active,i,i,,,,:g:πεδίον,1
Iliad,2,786,2274833,ἔρχομαι,active,i,a,Ἶρις,Τρώς,,παρά:g:Ζεύς;σύν:d:ἀγγελία,4
Iliad,2,788,2274834,ἀγορεύω,active,i,i,ὁ|νέος|γέρων,ἀγορά,,ἐπί:d:θύρα,5
Iliad,2,790,2274835,ἵστημι,medio-passive,p,p,,,,,0
Iliad,2,790,2274835,πρόσφημι,active,i,i,Ἶρις,,,,1
Iliad,2,791,2274836,εἶδον,middle,i,a,,υἱός|Πολίτης,,:a:φθογγή,3
Iliad,2,792,2274836,ἵζω,active,i,i,ὅς,,,ἐπί:d:τύμβος,2
Iliad,2,792,2274836,πείθω,active,p,r,,ποδώκεια,,,1
Iliad,2,794,2274836,δέχομαι,medio-passive,p,a,,,,,0
Iliad,2,794,2274836,ἀφορμάω,passive,o,a,Ἀχαιός,ναῦς,,,2
Iliad,2,795,2274837,εἶδον,middle,p,a,,ὁ,,,1
Iliad,2,795,2274837,πρόσφημι,active,i,i,Ἶρις,μιν,,,2
Iliad,2,796,2274838,εἰμί,active,i,p,μῦθος,,φίλος,:d:σύ,3
Iliad,2,797,2274839,ὄρνυμι,active,i,r,πόλεμος,,,,1
Iliad,2,798,2274840,εἰσέρχομαι,active,i,a,,μάχη,,:a:πολύς,2
Iliad,2,799,2274840,ὁράω,active,i,r,,λαός,,,1
Iliad,2,800,2274841,εἴκω1,active,p,r,,φύλλον|ψάμαθος,,,2
Iliad,2,801,2274841,ἔρχομαι,medio-passive,i,p,,,,:g:πεδίον;πρός:a:ἄστυ,2
Iliad,2,801,2274841,μάχομαι,middle,p,f,,,,,0
Iliad,2,802,2274842,ἐπιτέλλω,medio-passive,i,p,,σύ,,,1
Iliad,2,802,2274842,ῥέζω,middle,m,a,,,,,0
Iliad,2,805,2274844,σημαίνω,active,m,p,ἀνήρ,ὁ,,,2
Iliad,2,805,2274844,ἄρχω,active,i,p,,ὅς,,,1
Iliad,2,806,2274844,ἐξηγέομαι,medio-passive,m,p,,ὁ,,,1
Iliad,2,806,2274844,κοσμέω,middle,p,a,,πολίτης,,,1
Iliad,2,807,2274845,φημί,medio-passive,i,i,,,,,0
Iliad,2,807,2274845,ἀγνοέω,active,i,a,Ἕκτωρ,ἔπος,,:a:τις,3
Iliad,2,808,2274845,λύω,active,i,a,,ἀγορά,,,1
Iliad,2,808,2274846,σεύω,medio-passive,i,i,,,,ἐπί:a:τεῦχος,1
Iliad,2,809,2274847,οἴγνυμι,passive,i,i,πύλη,,,,1
Iliad,2,809,2274847,σεύω,medio-passive,i,i,λαός|πεζός|ἱππεύς,,,,3
Iliad,2,810,2274848,ὄρνυμι,active,i,l,ὀρυμαγδός,,,,1
Iliad,2,811,2274849,εἰμί,active,i,p,κολώνη,,,προπάροιθε:g:πόλις;ἐν:d:πεδίον,3
Iliad,2,813,2274849,κικλήσκω,active,i,p,ἀνήρ,ὁ|Βατίεια,,,3
Iliad,2,815,2274850,διακρίνω,passive,i,a,Τρώς|ἐπίκουρος,,,,2
Iliad,2,816,2274851,ἡγεμονεύω,active,i,i,Ἕκτωρ,Τρώς,,,2
Iliad,2,818,2274852,θωρήσσω,medio-passive,i,i,λαός,,,ἅμα:d:ὁ,2
Iliad,2,818,2274852,μέμαα,active,p,r,,,,:d:ἐγχείη,1
Iliad,2,819,2274853,ἄρχω,active,i,i,παῖς|Αἰνείας,Δαρδάνιος,,,3
Iliad,2,820,2274853,τίκτω,active,i,a,Ἀφροδίτη|θεά,ὁ,,ὑπό:d:Ἀγχίσης;ἐν:d:κνημός,5
Iliad,2,821,2274853,εὐνάω,passive,p,a,,βροτός,,,1
Iliad,2,823,2274853,εἶδον,active,p,r,,μάχη,,,1
Iliad,2,824,2274854,ναίω,active,i,i,ὅς|ἀφνειός|Τρώς,Ζέλεια,,ὑπό:a:πούς,5
Iliad,2,825,2274854,πίνω,active,p,p,,ὕδωρ,,,1
Iliad,2,826,2274854,ἄρχω,active,i,i,υἱός|Πάνδαρος,ὁ,,,3
Iliad,2,827,2274854,δίδωμι,active,i,a,Ἀπόλλων,ὅς|τόξον,,,3
Iliad,2,828,2274855,ἔχω,active,i,i,ὅς,Ἀδράστεια|δῆμος,,,3
Iliad,2,829,2274855,ἔχω,active,i,i,,Πιτύεια|ὄρος,,,2
Iliad,2,830,2274855,ἄρχω,active,i,i,Ἄδρηστος|Ἄμφιος|υἱός,ὁ,,,4
Iliad,2,832,2274855,εἶδον,active,i,l,ὅς,μαντοσύνη,,περί:g:πᾶς,3
Iliad,2,832,2274855,ἐάω,active,i,i,,παῖς,,,1
Iliad,2,833,2274855,στείχω,active,n,p,,,,εἰς:a:πόλεμος,1
Iliad,2,834,2274856,πείθω,medio-passive,i,i,ὁ,ἕ,,:a:τις,3
Iliad,2,834,2274857,ἄγω,active,i,i,κήρ,,,,1
Iliad,2,835,2274858,ἀμφινέμομαι,medio-passive,i,i,ὅς,Περκώτη|Πράκτιος,,,3
Iliad,2,836,2274858,ἔχω,active,i,i,,Σηστός|Ἄβυδος|Ἀρίσβη,,,3
Iliad,2,837,2274858,ἄρχω,active,i,i,Ἄσιος|ὄρχαμος|Ἄσιος,ὁ,,,4
Iliad,2,838,2274858,φέρω,active,i,i,ἵππος,ὅς,,ἀπό:g:ποταμός,3
Iliad,2,840,2274859,ἄγω,active,i,i,Ἱππόθοος,φῦλον,,,2
Iliad,2,841,2274859,ναιετάω,active,i,i,ὅς,Λάρισα,,,2
Iliad,2,842,2274860,ἄρχω,active,i,i,Ἱππόθοος|Πυλαῖος|ὄζος|υἱός,ὁ,,,5
Iliad,2,844,2274861,ἄγω,active,i,i,Ἀκάμας|Πείροος,Θρᾷξ,,,3
Iliad,2,845,2274861,ἔργω,active,i,p,Ἑλλήσποντος,ὅσος,,,2
Iliad,2,846,2274862,εἰμί,active,i,i,Εὔφημος|υἱός,,ἀρχός,,3
Iliad,2,848,2274863,ἄγω,active,i,i,Πυραίχμης,Παίονες,,ἐκ:g:Ἀμυδών,3
Iliad,2,849,2274863,ῥέω,active,p,p,,,,:a:εὐρύς,1
Iliad,2,850,2274863,ἐπικίδνημι,medio-passive,i,p,ὕδωρ,αἶα,,,2
Iliad,2,851,2274864,ἡγέομαι,medio-passive,i,i,κῆρ,Παφλαγών,,ἐκ:g:Ἐνετοί,3
Iliad,2,853,2274864,ἔχω,active,i,i,ὅς,Κύτωρος,,,2
Iliad,2,853,2274864,ἀμφινέμομαι,medio-passive,i,i,,Σήσαμος,,,1
Iliad,2,854,2274864,ναίω,active,i,i,,δῶμα,,,1
Iliad,2,856,2274865,ἄρχω,active,i,i,Ὀδίος|Ἐπίστροφος,Ἁλιζῶνες,,ἐκ:g:Ἀλύβη,4
Iliad,2,857,2274865,εἰμί,active,i,p,γενέθλη,,,,1
Iliad,2,858,2274866,ἄρχω,active,i,i,Χρόμις|Ἔννομος|οἰωνιστής,Μυσός,,,4
Iliad,2,859,2274867,ἐρύω2,middle,i,a,,κήρ,,:d:οἰωνός,2
Iliad,2,860,2274867,δαμάζω,passive,i,a,,,,ὑπό:d:χείρ;ἐν:d:ποταμός,2
Iliad,2,861,2274867,κεραίζω,active,i,i,,Τρώς|ἄλλος,,,2
Iliad,2,862,2274868,ἄγω,active,i,i,Φόρκυς|Ἀσκάνιος,Φρύξ,,ἐκ:g:Ἀσκανίη,4
Iliad,2,863,2274869,μέμαα,active,i,l,,,,,0
Iliad,2,863,2274869,μάχομαι,medio-passive,n,p,,,,:d:ὑσμίνη,1
Iliad,2,864,2274870,ἡγέομαι,middle,i,a,Μέσθλης|Ἄντιφος|υἱός,Μῄων,,,4
Iliad,2,865,2274870,τίκτω,active,i,a,λίμνη,ὁ,,,2
Iliad,2,866,2274870,ἄγω,active,i,i,ὅς,Μῄων,,,2
Iliad,2,866,2274870,γίγνομαι,active,p,r,,,,ὑπό:d:Τμῶλος,1
Iliad,2,867,2274871,ἡγέομαι,middle,i,a,Νάστης,Κάρ,,,2
Iliad,2,868,2274871,ἔχω,active,i,i,ὅς,Μίλητος|ὄρος|ῥοή|κάρηνον,,,5
Iliad,2,870,2274872,ἡγέομαι,middle,i,a,Ἀμφίμαχος|Νάστης|Νάστης|Ἀμφίμαχος|τέκνον,ὁ,,,6
Iliad,2,872,2274872,ἔχω,active,p,p,,χρυσός,,,1
Iliad,2,872,2274872,εἶμι,active,i,i,ὅς,πόλεμος,,,2
Iliad,2,873,2274872,ἐπαρκέω,active,i,a,ὁ,ἕ|ὄλεθρος,,:a:τις,4
Iliad,2,874,2274872,δαμάζω,passive,i,a,,,,ὑπό:d:χείρ;ἐν:d:ποταμός,2
Iliad,2,875,2274872,κομίζω,active,i,a,Ἀχιλλεύς,χρυσός,,,2
Iliad,2,876,2274873,ἄρχω,active,i,i,Σαρπηδών|Γλαῦκος,Λύκιοι,,ἐκ:g:Λυκία;ἀπό:g:Ξάνθος,5
Iliad,20,1,2280662,θωρήσσω,medio-passive,i,i,Ἀχαιός,,,παρά:d:ναῦς;ἀμφί:a:σύ,3
Iliad,20,4,2280663,κελεύω,active,i,a,Ζεύς,,,,1
Iliad,20,4,2280663,καλέω,active,n,a,θέμις,θεός|ἀγορά,,ἀπό:g:κάρα,4
Iliad,20,6,2280664,φοιτάω,active,p,a,,,,,0
Iliad,20,6,2280664,κελεύω,active,i,a,ὁ,,,,1
Iliad,20,6,2280664,νέομαι,medio-passive,n,p,,,,πρός:a:δῶμα,1
Iliad,20,7,2280665,ἄπειμι,active,i,i,τις,,,,1
Iliad,20,8,2280665,νέμω,medio-passive,i,p,ὅς,ἄλσος|πηγή|πῖσος,,,4
Iliad,20,10,2280666,ἔρχομαι,active,p,a,,,,εἰς:a:δῶμα,1
Iliad,20,11,2280666,ἐνιζάνω,active,i,i,,αἴθουσα,,,1
Iliad,20,12,2280666,ποιέω,active,i,a,Ἥφαιστος,ὅς,,:d:Ζεύς;:d:πραπίδες,4
Iliad,20,12,2280666,οἶδα,active,p,r,,,,,0
Iliad,20,13,2280667,ἀγείρω,medio-passive,i,l,ὁ,,,ἔνδον:g:Ζεύς,2
Iliad,20,14,2280668,νηκουστέω,active,i,a,Ἐνοσίχθων,θεά,,,2
Iliad,20,14,2280668,ἔρχομαι,active,i,a,,,,ἐκ:g:ἅλς1;μετά:a:αὐτός,2
Iliad,20,15,2280668,ἵζω,active,i,i,,,,ἐν:d:μέσος,1
Iliad,20,15,2280668,ἐξέρομαι,medio-passive,i,i,,βουλή,,,1
Iliad,20,16,2280669,καλέω,active,i,a,,θεός|ἀγορά,,::τίπτε,3
Iliad,20,17,2280670,μερμηρίζω,active,i,p,,τις,,,1
Iliad,20,18,2280671,δαίω,active,i,r,μάχη|πόλεμος,,,:a:ἄγχιστος,3
Iliad,20,19,2280672,ἀπαμείβομαι,medio-passive,p,p,,,,,0
Iliad,20,19,2280672,πρόσφημι,active,i,i,Ζεύς,ὁ,,,2
Iliad,20,20,2280673,γιγνώσκω,active,i,a,,βουλή,,,1
Iliad,20,21,2280673,συναγείρω,active,i,a,,,,ἕνεκα:g:ὅς,1
Iliad,20,21,2280674,μέλω,active,i,p,,ἐγώ,,,1
Iliad,20,21,2280674,ὄλλυμι,medio-passive,p,p,,,,,0
Iliad,20,22,2280675,μένω,active,i,f,ἐγώ,,,,1
Iliad,20,23,2280675,ἧμαι,medio-passive,p,r,,,,:d:πτύξ,1
Iliad,20,23,2280675,ὁράω,active,p,p,,,,,0
Iliad,20,23,2280675,τέρπω,middle,i,f,,φρήν,,,1
Iliad,20,24,2280676,ἔρχομαι,medio-passive,m,p,ἄλλος,,,,1
Iliad,20,24,2280676,ἱκνέομαι,medio-passive,s,a,,,,,0
Iliad,20,25,2280676,ἀρήγω,active,m,p,,ἀμφότερος,,,1
Iliad,20,25,2280676,εἰμί,active,i,p,νόος,,,,1
Iliad,20,26,2280677,μάχομαι,medio-passive,i,p,Ἀχιλλεύς,,,ἐπί:d:Τρώς,2
Iliad,20,27,2280677,ἔχω,active,i,f,,Πηλείων,,,1
Iliad,20,28,2280678,ὑποτρομέω,active,i,i,,μιν,,:a:τις,2
Iliad,20,28,2280678,ὁράω,active,p,p,,,,,0
Iliad,20,29,2280679,χώομαι,medio-passive,i,p,,θυμός|ἑταῖρος,,,2
Iliad,20,30,2280679,δείδω,active,i,p,,,,,0
Iliad,20,30,2280679,ἐξαλαπάζω,active,s,a,,τεῖχος,,,1
Iliad,20,31,2280680,φημί,medio-passive,i,i,Κρονίδης,,,,1
Iliad,20,31,2280680,ἐγείρω,active,i,a,,πόλεμος,,,1
Iliad,20,32,2280681,βαίνω,active,i,a,θεός,,,,1
Iliad,20,32,2280681,εἶμι,active,n,p,,πόλεμος,,,1
Iliad,20,32,2280681,ἔχω,active,p,p,,θυμός,,,1
Iliad,20,35,2280682,καίνυμαι,medio-passive,i,r,ὅς,φρήν,,,2
Iliad,20,36,2280683,κίω,active,i,i,Ἥφαιστος,,,ἅμα:d:ὁ,2
Iliad,20,36,2280683,βλεμεαίνω,active,p,p,,,,:d:σθένος,1
Iliad,20,37,2280683,χωλεύω,active,p,p,,,,,0
Iliad,20,37,2280683,ῥώομαι,medio-passive,i,i,κνήμη,,,,1
Iliad,20,41,2280685,εἰμί,active,i,i,θεός,,,ἀπάνευθε:g:ἀνήρ,2
Iliad,20,42,2280685,κυδάνω,active,i,i,Ἀχαιός,,,:a:μέγας,2
Iliad,20,43,2280685,ἐκφαίνω,passive,i,a,Ἀχιλλεύς,,,,1
Iliad,20,43,2280685,παύω,medio-passive,i,l,,μάχη,,:a:δηρός,2
Iliad,20,44,2280686,ὑπέρχομαι,active,i,a,τρόμος,Τρώς|γυῖον,,,3
Iliad,20,45,2280686,δείδω,active,p,r,,,,,0
Iliad,20,45,2280686,ὁράω,medio-passive,i,i,,Πηλείων,,,1
Iliad,20,46,2280686,λάμπω,medio-passive,p,p,,,,:d:τεῦχος,1
Iliad,20,47,2280687,ἔρχομαι,active,i,a,Ὀλύμπιος,,,μετά:a:ὅμιλος,2
Iliad,20,48,2280687,ὄρνυμι,middle,i,a,ἔρις,,,,1
Iliad,20,48,2280687,αὔω,active,i,i,Ἀθήνη,,,,1
Iliad,20,49,2280687,ἵστημι,active,p,a,,,,παρά:a:τάφρος;ἐκτός:g:τεῖχος,2
Iliad,20,50,2280687,ἀυτέω,active,i,i,,,,ἐπί:g:ἀκτή;:a:μακρός,2
Iliad,20,51,2280688,αὔω,active,i,i,Ἄρης,,,:a:ὀξύς,2
Iliad,20,52,2280688,κελεύω,active,p,p,,Τρώς,,κατά:g:πόλις,2
Iliad,20,53,2280688,θέω,active,p,p,,,,παρά:d:Σιμόεις;ἐπί:d:Καλλικολώνη,2
Iliad,20,54,2280689,ὀτρύνω,active,p,p,,,,,0
Iliad,20,55,2280689,συμβάλλω,active,i,a,θεός,ἀμφότερος,,,2
Iliad,20,55,2280689,ῥήγνυμι,medio-passive,i,i,,ἔρις,,ἐν:d:αὐτός,2
Iliad,20,56,2280690,βροντάω,active,i,a,πατήρ,,,:a:δεινός,2
Iliad,20,57,2280691,τινάσσω,active,i,a,Ποσειδεών,γαῖα|κάρηνον,,,3
Iliad,20,59,2280692,σείω,medio-passive,i,i,πούς|κορυφή|πόλις|ναῦς,,,,4
Iliad,20,61,2280693,δείδω,active,i,a,Ἀιδωνεύς,,,,1
Iliad,20,62,2280693,δείδω,active,p,a,,,,,0
Iliad,20,62,2280693,ἅλλομαι,middle,i,a,,,,ἐκ:g:θρόνος,1
Iliad,20,62,2280693,ἰάχω,active,i,i,,,,,0
Iliad,20,63,2280693,ἀναρρήγνυμι,active,o,a,Ποσειδεών,γαῖα,,ὕπερθεν:d:ἕ,3
Iliad,20,64,2280693,φαίνω,passive,o,a,οἰκίον,θνητός|ἀθάνατος,,,3
Iliad,20,65,2280693,στυγέω,active,i,p,θεός,ὁ,,,2
Iliad,20,66,2280694,ὄρνυμι,middle,i,a,κτύπος,,,,1
Iliad,20,66,2280694,σύνειμι2,active,p,p,,,,:d:ἔρις,1
Iliad,20,68,2280695,ἵστημι,medio-passive,i,i,Ἀπόλλων,,,ἔναντα:g:Ποσειδεών,2
Iliad,20,68,2280695,ἔχω,active,p,p,,ἰός,,,1
Iliad,20,70,2280696,ἀνθίστημι,active,i,a,Ἄρτεμις, ̔́ἥρα,,,2
Iliad,20,72,2280697,ἀνθίστημι,active,i,a,Ἑρμῆς,Λητώ,,,2
Iliad,20,74,2280697,καλέω,active,i,p,θεός,,,,1
Iliad,20,75,2280698,εἶμι,active,i,i,θεός,,,ἄντα:g:θεός,2
Iliad,20,76,2280699,λιλαίομαι,medio-passive,i,i,Ἀχιλλεύς,,,,1
Iliad,20,76,2280699,δύω2,active,n,a,,ὅμιλος,,ἄντα:g:Ἕκτωρ,2
Iliad,20,77,2280700,ἄνωγα,active,i,p,θυμός,,,,1
Iliad,20,78,2280700,ἄω,active,n,a,ἕ,αἷμα|Ἄρης,,,3
Iliad,20,79,2280701,ὄρνυμι,active,i,a,Ἀπόλλων,Αἰνείας,,ἀντία:g:Πηλείων,3
Iliad,20,80,2280701,ἐνίημι,active,i,a,,ἕ|μένος,,,2
Iliad,20,81,2280702,εἶδον,middle,i,a,,Λυκάων|φωνή,,,2
Iliad,20,82,2280703,εἶδον,middle,p,a,,ὁ,,,1
Iliad,20,82,2280703,πρόσφημι,active,i,i,Ἀπόλλων,μιν,,,2
Iliad,20,84,2280704,ὑπίσχομαι,middle,i,a,,ὅς|βασιλεύς,,,2
Iliad,20,84,2280704,οἰνοποτάζω,active,p,p,,,,,0
Iliad,20,85,2280704,πολεμίζω,active,n,f,,,,:a:ἐναντίβιος,1
Iliad,20,86,2280705,ἀπαμείβομαι,medio-passive,p,p,,,,,0
Iliad,20,86,2280705,προσεῖπον,active,i,a,Αἰνείας,ὁ,,,2
Iliad,20,87,2280706,ἐθέλω,active,p,p,,,,,0
Iliad,20,87,2280706,κελεύω,active,i,p,ἐγώ,οὗτος,,:a:τίς;ἀντίος:g:Πηλείων,4
Iliad,20,88,2280706,μάχομαι,medio-passive,n,p,ἐγώ,,,ἀντίος:g:Πηλείων,2
Iliad,20,90,2280707,ἵστημι,middle,i,f,,,,:a:πρῶτος;ἄντα:g:Ἀχιλλεύς,2
Iliad,20,90,2280707,φοβέω,active,i,a,,ἐγώ,,:d:δόρυ;ἐκ:g:Ἴδη,3
Iliad,20,91,2280707,ἐπέρχομαι,active,i,a,,βοῦς,,,1
Iliad,20,92,2280707,πέρθω,active,i,a,,Λυρνησσός|Πήδασος,,,2
Iliad,20,93,2280708,ἐρύω2,middle,i,a,Ζεύς,ἐγώ,,,2
Iliad,20,93,2280708,ἐπόρνυμι,active,i,a,ὅς,μένος|γόνυ,,:d:ἐγώ,4
Iliad,20,94,2280709,δαμάζω,passive,i,a,,,,ὑπό:d:χείρ,1
Iliad,20,95,2280709,εἶμι,active,p,p,,,,πρόσθεν:d:ἕ,1
Iliad,20,95,2280709,τίθημι,active,i,i,,φάος,,,1
Iliad,20,95,2280709,κελεύω,active,i,i,,,,,0
Iliad,20,96,2280709,ἐναίρω,active,n,p,,Λέλεγες|Τρώς,,:d:ἔγχος,3
Iliad,20,97,2280710,εἰμί,active,i,p,,,,,0
Iliad,20,97,2280710,μάχομαι,medio-passive,n,p,ἀνήρ,Ἀχιλλεύς,,,2
Iliad,20,98,2280711,πάρειμι,active,i,p,εἷς,,,,1
Iliad,20,98,2280711,ἀμύνω,active,i,p,ὅς,λοιγός,,,2
Iliad,20,99,2280712,πέτομαι,medio-passive,i,p,βέλος,,,,1
Iliad,20,99,2280712,ἀπολήγω,active,i,p,,,,,0
Iliad,20,100,2280712,διέρχομαι,active,n,a,,χρώς,,,1
Iliad,20,101,2280713,τείνω,active,o,a,θεός,τέλος,,:a:ἴσος,3
Iliad,20,102,2280713,νικάω,active,o,a,,,,,0
Iliad,20,102,2280713,εὔχομαι,medio-passive,i,p,,,,,0
Iliad,20,102,2280713,εἰμί,active,n,p,,,παγχάλκεος,,1
Iliad,20,103,2280714,προσεῖπον,active,i,a,Ἀπόλλων,ὁ,,,2
Iliad,20,105,2280715,εὔχομαι,medio-passive,m,p,σύ,θεός,,,2
Iliad,20,105,2280716,φημί,active,i,p,,,,,0
Iliad,20,106,2280716,ἐκγίγνομαι,active,n,r,σύ,Ἀφροδίτη,,,2
Iliad,20,106,2280716,εἰμί,active,i,p,κεῖνος,,,ἐκ:g:θεός,2
Iliad,20,107,2280717,εἰμί,active,i,p,ὁ,,Ζεύς,,2
Iliad,20,108,2280718,φέρω,active,m,p,,χαλκός,,,1
Iliad,20,109,2280718,ἀποτρέπω,active,m,p,,σύ,,:d:ἔπος;:d:ἀρειή,3
Iliad,20,110,2280719,εἶπον,active,p,a,,,,,0
Iliad,20,110,2280719,ἐμπνέω,active,i,a,,μένος|ποιμήν,,,2
Iliad,20,111,2280719,βαίνω,active,i,a,,,,διά:g:πρόμαχος,1
Iliad,20,111,2280719,κορύσσω,medio-passive,p,r,,,,:d:χαλκός,1
Iliad,20,112,2280720,λανθάνω,active,i,i,παῖς,Ἥρα,,,2
Iliad,20,113,2280720,εἶμι,active,p,p,,,,ἀντίος:g:Πηλείων;ἀνά:a:οὐλαμός,2
Iliad,20,114,2280721,ἵστημι,active,p,a,,θεός,,,1
Iliad,20,114,2280721,εἶπον,active,i,a,ὁ,μῦθος,,,2
Iliad,20,115,2280722,φράζω,medio-passive,m,p,,,,ἐν:d:φρήν,1
Iliad,20,116,2280722,εἰμί,middle,i,f,ἔργον,,,,1
Iliad,20,117,2280723,βαίνω,active,i,a,Αἰνείας,,,ἀντίος:g:Πηλείων,2
Iliad,20,117,2280723,κορύσσω,medio-passive,p,r,,,,:d:χαλκός,1
Iliad,20,118,2280723,ἀνίημι,active,i,a,Ἀπόλλων,,,,1
Iliad,20,119,2280724,ἀποτρωπάω,active,s,p,ἐγώ,μιν,,,2
Iliad,20,121,2280724,παρίστημι,active,o,a,τις,Ἀχιλλεύς,,,2
Iliad,20,121,2280724,δίδωμι,active,o,a,,κράτος,,,1
Iliad,20,122,2280724,δεύω2,medio-passive,m,p,,,,:a:τις;:d:θυμός,2
Iliad,20,122,2280724,οἶδα,active,s,r,,,,,0
Iliad,20,122,2280724,φιλέω,active,i,p,ἄριστος,μιν,,,2
Iliad,20,124,2280724,ἀμύνω,active,i,p,ὅς,Τρώς|πόλεμος|δηιοτής,,,4
Iliad,20,125,2280725,κατέρχομαι,active,i,a,πᾶς,,,:g:Ὄλυμπος,2
Iliad,20,125,2280725,ἀντιάω,active,p,p,,μάχη,,,1
Iliad,20,126,2280725,πάσχω,active,s,a,,τις,,μετά:d:Τρώς,2
Iliad,20,127,2280726,πάσχω,middle,i,f,,ὁ,,:a:ὕστερος,2
Iliad,20,128,2280726,γίγνομαι,medio-passive,p,p,,,,,0
Iliad,20,128,2280726,ἐπινέω,active,i,a,Αἶσα,ὅστις|ἕ,,:d:λίνος,4
Iliad,20,128,2280726,τίκτω,active,i,a,μήτηρ,μιν,,,2
Iliad,20,129,2280727,πυνθάνομαι,middle,i,f,Ἀχιλλεύς,οὗτος,,ἐκ:g:ὀμφή,3
Iliad,20,130,2280727,δείδω,middle,i,f,,,,,0
Iliad,20,130,2280727,ἔρχομαι,active,s,a,θεός,,,:a:ἐναντίβιος;ἐν:d:πόλεμος,3
Iliad,20,131,2280728,φαίνω,medio-passive,n,p,,,,,0
Iliad,20,132,2280729,ἀμείβω,medio-passive,i,i,Ποσειδεών,ὁ,,,2
Iliad,20,133,2280730,χαλεπαίνω,active,m,p,,,,ἐκ:a:νόος,1
Iliad,20,133,2280731,χρή,active,i,p,,,,:a:τις,1
Iliad,20,134,2280732,ἐθέλω,active,o,p,ἐγώ,,,,1
Iliad,20,134,2280732,συνελαύνω,active,n,a,θεός,ἐγώ,,:d:ἔρις,3
