lemma,freq,hdbscan,ward_40,ward_80,ward_150,x,y,gloss,gloss_source
κνέφας,16,18,32,65,65,3.8147047,10.471174,"darkness; evening dusk, twilight; morning twilight; dawn",lsj
κνήμη,16,195,1,72,72,4.9067936,12.10489,"part between knee and ankle, leg, shank; tibia; stem between two joints; spoke",lsj
κνημίς,8,-1,1,8,46,4.6998167,11.781227,"greave, legging; leggings; spoke of a wheel",lsj
κνημός,7,188,11,23,102,5.507207,11.231268,"projecting limb, shoulder; grove",lsj
κνῖσα,15,113,6,45,45,3.3751743,12.444272,steam and odour of fat; smell; savour of a burnt sacrifice; odour of savoury meat,lsj
κοίρανος,7,50,23,13,56,4.4681926,9.5193405,"king; ruler; leader, commander; lord, master",lsj
κοιμάω,39,-1,6,45,45,1.8985792,12.816796,"lull, put to sleep; put to bed; still, calm; soothe, assuage",lsj
κοιρανέω,10,42,23,13,56,2.3130605,11.716487,"to be lord; master, rule, command; to be lord of; lead, arrange",lsj
κολεόν,10,182,12,5,22,5.4906497,11.487479,"sheath, scabbard; sheath, wing-case",lsj
κολλητός,10,-1,29,14,124,2.8507621,9.2916355,"glued together, closely joined; with figures welded",lsj
κομάω,33,201,10,7,4,1.5280623,11.671003,"let the hair grow long; plume oneself, give oneself airs; aimed at; do you plume yourself",lsj
κομέω,7,157,14,16,59,1.9753463,12.050818,"take care of, tend",lsj
κομίζω,30,-1,14,29,28,0.5990886,13.272441,"take care of, provide for; receive, treat; attended to; attend, give heed to",lsj
κομιδή,7,207,16,31,7,3.0662448,11.312463,"attendance, care; care bestowed on horses; care bestowed on men; care bestowed on",lsj
κονία,66,149,20,66,32,4.050025,11.266332,"dust; sand; ashes; pearl-ash, lye, soap-powder",lsj
κονίω,6,192,20,66,32,1.646782,13.119732,"make dusty, cover with clouds of dust; cover with dust; all dusty; in haste",lsj
κοναβέω,5,227,20,66,32,1.5213274,12.015076,"resound, clash, ring; re-echo",lsj
κορέννυμι,21,-1,34,3,137,0.7376314,12.789088,"satiate, fill; with; satisfy oneself; might satisfy their",lsj
κορυθαίολος,39,22,24,49,139,5.930756,8.747981,,none
κορυφή,27,167,11,23,102,4.583366,10.712117,"head, top; crown, top of the head; top, peak; summit, top",lsj
κορωνίς,17,-1,11,52,89,3.5488312,9.517932,crook-beaked; curved; with crumpled horns; anything curved,lsj
κορύσσω,26,192,35,35,0,1.5376936,12.865629,"furnish with a helmet; fit out, equip, marshal; equip, arm oneself; headed with",lsj
κορώνη,9,162,1,8,46,4.1946383,11.852007,"shearwater, Puffinus Kuhlii; P. anglorum; crow; hooded crow, Corvus cornix",lsj
κοσμέω,12,121,28,60,24,1.3533416,12.915332,"order, arrange; set; in array, marshal; marshalled",lsj
κοτέω,19,201,10,53,117,1.3476712,11.847464,"bear; a grudge, be angry at; angry at; angry",lsj
κοτύλη,5,162,1,8,98,4.377376,11.421742,"anything hollow; small vessel, cup; cup; socket",lsj
κουρίδιος,15,46,0,58,13,5.3251314,8.948752,"wedded; lawful, wedded wife; wedded wife; lawful marriage",lsj
κοῖλος,55,131,1,8,98,3.5155315,9.30781,hollow; hold; vena cava; plate,lsj
κοῖτος,10,113,6,45,45,3.3472936,12.424399,"resting-place, bed; stall, fold; pen; sleep",lsj
κοῦρος,22,46,25,25,105,5.352674,8.937859,"loppings, twigs stripped from a tree",lsj
κράς,30,-1,1,72,72,5.0381765,11.98676,"head; top, peak; the head; far end",lsj
κράτιστος,11,93,2,44,49,3.3431892,7.634972,"having or showing or arising from a desire to promote the welfare or happiness of others: ""his benevolent smile""; ""a ben",agwn
κράτος,30,219,16,26,41,3.8370485,11.795688,"strength, might; bodily strength; strength; all oneʼs might",lsj
κρέας,40,119,6,45,45,3.8138256,12.739362,"flesh, meat; piece; dressed meat; carcass",lsj
κρήδεμνον,14,-1,1,41,64,4.3650866,12.40905,womanʼs head-dress; veil; mantilla; battlements,lsj
κρήνη,18,166,22,57,57,4.5168467,10.71626,"well, spring, fountain; water",lsj
κρίνω,33,8,7,47,36,1.1685402,12.873898,"separate, put asunder, distinguish; pick out, choose; to choose; to be chosen out, distinguished",lsj
κραίνω,10,-1,37,37,136,0.9722263,12.267445,"accomplish, fulfil; accomplish; give true; come true",lsj
κραιπνός,20,130,0,50,2,3.1028574,8.71099,"swift, rushing; hasty, rash",lsj
κραναός,6,65,0,50,1,3.1708548,9.254156,"rocky, rugged; the people of Attica; hard; stinging",lsj
κρατέω,12,-1,23,13,56,2.3894067,12.021472,"to be strong, powerful; rule, hold sway; sway; the ruler",lsj
κρατήρ,38,120,6,45,45,3.658337,12.798549,"mixing vessel; bowl, in which wine was mixed with water; bowls of wine; a bowl of wine",lsj
κραταιός,13,136,0,50,1,2.1144364,10.311117,"strong, mighty; of power; fierce; hard",lsj
κρατερός,157,-1,0,50,1,3.4617016,8.845936,"strong, stout, mighty; stern, harsh; mighty, fierce; hard",lsj
κρατερῶνυξ,7,127,23,62,30,5.2837176,11.642584,"strong-hoofed, solid-hoofed; strong-clawed; with strong nails",lsj
κρείσσων,14,94,2,44,49,3.4850585,7.6530933,"stronger, mightier; having the upper hand, superior; prevail; better",lsj
κρείων,63,28,5,15,48,6.0619736,8.461981,"ruler, lord, master; queen",lsj
κρεμάννυμι,6,81,14,29,28,1.4911304,13.346308,hramjan; hang up; hang them up; hang up oneʼs,lsj
κρημνός,6,188,11,23,44,5.5511894,11.258968,"overhanging bank; bank; edge; beetling cliff, crag",lsj
κρόταφος,11,148,1,41,64,5.0349393,11.818792,"side of the forehead; temples; side edge, profile; sideways, horizontally",lsj
κρύπτω,11,198,14,29,68,1.6107163,14.1948805,"hide, cover; hide; cover; having cloaked his",lsj
κρῖ,6,119,6,45,45,3.8672075,12.787802,barley,lsj
κτάομαι,5,179,4,27,108,0.3082641,12.9386015,"procure for oneself, get, acquire; win; to get oneʼs; bring upon oneself",lsj
κτέαρ,14,148,1,41,64,5.089942,11.67668,"any area set aside for a particular purpose: ""who owns this place?""",agwn
κτέρεα,5,118,14,29,33,4.055811,12.532178,"funeral gifts; funeral honours; wrappers for the dead, shroud",lsj
κτείνω,146,96,14,29,33,2.4694986,13.147277,"kill, slay; seeks to kill; the slayer, murderer; put to death",lsj
κτερίζω,5,96,14,29,33,2.4995944,13.127105,,none
κτυπέω,8,-1,38,38,74,1.7269934,12.163528,"crash; ring, resound; rang; stamp loudly",lsj
κτύπος,10,-1,12,5,5,3.2252269,11.694791,"the price charged for some article or service: ""the admission charge""",agwn
κτῆμα,55,128,1,41,66,4.1608844,12.487095,"anything gotten, piece of property, possession; possessions; heirlooms; property",lsj
κτῆσις,10,-1,6,45,45,3.6665556,12.417674,acquisition; success in; possession; your having,lsj
κυάνεος,17,53,1,8,96,3.3620455,9.507666,"dressed in black: ""a black knight""; ""black friars""",agwn
κυανοχαίτης,7,42,10,63,63,2.4706485,10.0135975,dark-haired; dark blue; dark-maned,lsj
κυανόπρῳρος,11,-1,22,36,8,2.5240507,9.661846,darkprowed,lsj
κυβερνήτης,9,78,22,36,8,4.7902904,9.800495,"steersman, pilot; skipper; guide, governor",lsj
κυδάλιμος,31,42,20,30,71,2.4626305,10.105515,"glorious, renowned; noble",lsj
κυδαίνω,7,-1,20,30,71,1.3157771,12.287236,give; do honour to; glorified; delight,lsj
κυδιάνειρα,9,42,20,30,71,2.2538247,10.163135,"bringing men glory; renown; glorified by men, famous for men",lsj
κυδοιμός,7,111,20,30,71,2.6858778,10.550168,"din of battle, uproar, hubbub; fights",lsj
κυκάω,11,227,35,35,0,1.7055162,12.142122,stir; mix; mix for oneself; stir up,lsj
κυλίνδω,22,155,13,48,6,1.0857044,13.713355,roll; trundle; rolls; revolve,lsj
κυνέη,26,162,1,8,96,4.4117794,11.549917,dogʼs skin; helmet; cap; caps,lsj
κυνέω,21,-1,20,66,32,1.3887854,13.028124,kiss; bill,lsj
κυνώπης,6,25,25,25,20,5.8461304,9.032088,dog-eyed; shameless one,lsj
κωκύω,11,228,20,66,32,1.2332754,12.058105,"shriek, wail; lament; shriek over; káuti",lsj
κόλπος,15,171,8,64,129,4.959482,10.726224,"bosom, lap; bosom; lap; vagina",lsj
κόμη,13,-1,1,72,72,4.723651,12.116844,"hair of the head; the hair; hair, wig; unkempt",lsj
κόνις,9,149,20,66,32,4.044988,11.195506,dust; ashes; lye; cinis,lsj
κόπρος,8,-1,14,29,68,5.4075637,10.509225,"excrement, ordure; dung, manure; filth, dirt; dunghill, byre",lsj
κόπτω,16,198,14,29,68,1.5761199,14.170253,"cut, strike; smite; smote; smite, slaughter",lsj
κόρη,99,46,25,25,105,5.3850946,8.965301,girl; maiden; nymphs; bride,lsj
κόρος2,22,46,25,25,105,5.388308,8.937194,"boy, lad; male infant; servants; son",lsj (homograph 2)
κόρυς,46,-1,1,8,96,4.628974,11.733542,helmet; scalp,lsj
κόσμος,18,-1,8,64,129,3.8444579,11.127908,"order; order, duly; shamefully; in order",lsj
κότος,7,215,16,26,41,3.5351677,11.627821,"grudge, rancour, ill-will; vengeance",lsj
κύδιστος,20,62,31,34,131,4.218732,7.27613,"most honoured, noblest; greatest; profits it",lsj
κύκλος,9,-1,8,64,129,4.919467,10.90108,"ring, circle; circle; circles; in a circle",lsj
κύντερος,5,79,2,44,49,3.501793,7.7892,more dog-like; more shameless; more horrible,lsj
κύπελλον,10,-1,1,41,64,3.8272955,12.511816,"big-bellied drinking-vessel, beaker, goblet; milk-vessel; fragments of bread left on table",lsj
κύρμα,5,105,26,28,29,3.5679817,11.262177,"that which one meets with; finds; booty, prey, spoil; one who gets booty, swindler",lsj
κύων,111,56,6,46,10,5.521782,10.107963,"dog, bitch; shepherds’ dogs; watch-dogs; hounds",lsj
κώπη,7,-1,38,38,74,4.338584,11.260231,handle; handle of an oar; the oar; oars,lsj
κῆδος,46,128,1,41,66,4.120555,12.459946,"care about; matter; anxiety, grief; troubles",lsj
κῆπος,6,171,11,69,34,5.1316423,10.882387,"garden, orchard; plantation; enclosure; garden",lsj
κῆρ,75,-1,10,0,16,2.047829,10.402669,"heart; with all the heart, heartily; exceedingly; throughout",lsj
κῆρυξ,85,-1,5,15,76,5.7821994,8.673258,"herald, pursuivant; public messenger, envoy; messengers between nations at war; crier",lsj
κῆτος,7,-1,6,46,146,5.1848407,10.298214,any sea-monster; huge fish; cetacea,lsj
κῦδος,76,219,16,26,41,3.8316324,11.801148,"glory, renown; glory",lsj
κῦμα,105,78,22,36,8,4.4955916,10.325467,"anything swollen; pregnant; wave, billow; swell",lsj
κῶας,11,-1,1,41,66,4.7342553,10.702802,fleece; Golden Fleece,lsj
λάβρος,5,-1,25,25,105,3.6121767,9.652517,"furious, boisterous; huge, mighty; boisterous, turbulent; hasty",lsj
λάζομαι,16,230,13,48,12,0.28442448,12.302611,"seize, grasp; take; may they bite; took",lsj
λάθρῃ,13,-1,16,31,7,3.4820068,11.0496235,"secretly, by stealth; treacherously; imperceptibly; unknown to",lsj
λάινος,9,143,26,67,67,4.2805834,10.12332,of stone; marble; stony-hearted,lsj (relaxed match)
λάμπω,23,5,32,65,65,1.92563,12.972603,"give light, shine; ring loud and clear; shine forth, be famous; conspicuous",lsj
λάξ,8,-1,0,32,15,2.8098862,8.241589,with the foot; under foot,lsj
λάσκω,5,199,35,35,0,1.6405088,12.80294,"ring, rattle, crash; ring; cracked, broke with a crash; crackled",lsj
λέβης,22,120,6,45,45,3.6700907,12.804091,"kettle, cauldron; brazier; coin stamped with a cauldron; basin",lsj
λέγω,21,233,9,22,125,0.2060031,11.183926,lay,lsj
λέγω2,17,233,9,22,125,0.1735107,11.239982,"pick up; gather, pick up; picking out stones for building; gather for oneself",lsj (homograph 2)
λέγω3,12,233,9,22,125,0.18495783,11.15354,"lay ; pick up; gather, pick up; picking out stones for building; gather for oneself",lsj (homographs merged)
λέκτρον,7,172,1,41,64,5.064043,11.418434,"couch, bed; to bed; marriage-bed; the fruit of marriage, a child",lsj
λέχος,46,172,1,41,64,5.0499954,11.402103,"couch, bed; bedstead; bier; marriage-bed",lsj
λέων,56,56,6,46,10,5.6127243,10.119625,lion; lionʼs skin; crab; serpent,lsj
λήγω,18,178,7,76,143,0.18490012,13.022616,"stay, abate; would stay; from; leave off, cease",lsj
λίθος,26,135,16,26,41,4.637121,11.293697,"stone; stones; stonequoit; stone, petrified",lsj
λίμνη,10,78,22,36,8,4.6301804,10.312997,"pool of standing water; marshy lake, mere; artificial pool; basin",lsj
λίνον,6,-1,0,32,15,5.3067503,10.93551,"anything made of flax; cord, fishingline; thread; ligature",lsj
λίπα,8,51,21,71,17,3.6618373,6.744911,richly,lsj
λίς,7,143,0,32,15,5.0754285,10.372242,lion,lsj
λίς2,5,143,0,32,15,4.4227586,10.47701,smooth,lsj (homograph 2)
λίσσομαι,72,235,13,48,12,0.14092636,11.976722,"beg, pray; pray; prays; that",lsj
λαγχάνω,29,-1,3,42,42,0.5086142,13.28816,obtain by lot; obtain as oneʼs portion; had; for my portion,lsj
λαιμός,5,-1,1,72,72,5.362819,11.977968,"throat, gullet; neck",lsj
λαιψηρός,10,130,0,50,2,2.9502835,8.602374,"light, nimble, swift; light-footed, swift; swiftly",lsj
λαμβάνω,126,-1,3,42,42,0.6187442,13.365017,"take; receive; take hold of, grasp, seize; caught",lsj
λαμπρός,12,147,0,50,1,3.4697824,8.785666,"bright, radiant; bright; toga candida; clear, limpid",lsj
λανθάνω,85,231,4,27,21,0.41716027,12.048044,escape notice; escape; notice; donʼt know,lsj
λαοσσόος,6,-1,16,26,103,4.8145037,9.513819,rousing; stirring the nations; to which the people flock,lsj
λαπάρα,7,85,14,29,28,1.4489323,13.686294,the soft part of the body; flank; flanks; side,lsj
λαός,285,-1,23,13,56,5.247203,8.875663,men; foot and horse; foot; a land army,lsj
λαῖλαψ,13,143,26,67,67,4.040913,10.438552,"furious storm, hurricane; whirlwind sweeping upwards",lsj
λαῖτμα,9,143,26,67,67,4.236708,10.530629,depth; gulf,lsj
λείβω,20,212,10,7,4,1.7638103,13.289356,"pour, pour forth; make a libation of; let flow, shed; liquefy",lsj
λείπω,158,142,38,38,74,-0.18032336,13.028281,"leave, quit; is gone; leave behind, leave at home; leave",lsj
λειμών,12,171,11,23,102,5.182129,10.786923,"any moist, grassy place, meadow; flowers; pudenda muliebria; any bright, flowery surface",lsj
λεπτός,20,147,0,50,1,3.4263408,8.849245,"peeled, husked; threshed out; fine, small; light",lsj
λευγαλέος,14,130,0,50,1,3.1959155,8.783236,"in sad; sorry plight, wretched; in ill plight; sore, baneful",lsj
λευκός,59,147,0,50,1,3.4990466,8.791055,"light, bright, clear; glassy; clear, limpid; clear, distinct",lsj
λευκώλενος,38,25,5,15,48,5.83527,8.865437,white-armed,lsj
λεύσσω,12,4,11,52,107,1.4721034,12.212538,"look; gaze upon, see; look, gaze; lives",lsj
λεῖος,8,132,29,14,31,3.206181,8.882225,"smooth; smooth, plain, not embroidered; unsculptured; unembossed",lsj
ληίς,11,-1,5,24,112,5.701103,7.502129,"booty, spoil; booty; cattle, stock",lsj (relaxed match)
λιάζομαι,13,230,13,48,12,0.39557976,12.1807375,"bend, incline; go aside, recoil, shrink; shrank; hast",lsj
λιαρός,8,-1,0,50,1,3.2657986,8.9826765,"warm, lukewarm; warm, soft; gentle, balmy",lsj
λιγυρός,7,130,0,50,1,3.1337745,8.787778,"clear, shrill; which vent themselves in shrill wailings; clear, sweet; shrilly",lsj
λιγύς,26,-1,0,50,1,3.0776358,8.525327,"clear, shrill; clear, sweet; clear-toned; clear-voiced",lsj
λιγύφθογγος,5,-1,12,5,5,2.9170911,11.213082,clear-voiced,lsj
λιλαίομαι,22,235,13,48,12,0.10253079,11.988984,long; desire earnestly; long to be; longing,lsj
λιμήν,33,78,22,36,8,4.5721254,10.317615,"harbour; havens of refuge from; haven, retreat, refuge; a haven of",lsj
λιμός,8,168,10,0,16,1.8813918,10.452391,"Fr.anon; hunger, famine; a hungry wretch",lsj
λιπαρός,23,139,0,50,1,3.3527856,8.949163,"oily, shiny with oil; anointed; shiny; fatty, greasy",lsj
λιτανεύω,6,235,13,48,12,0.13260731,12.015243,"pray, entreat",lsj
λοιγός,22,111,12,5,22,3.1850321,11.1706915,"ruin, havoc; destruction; pa-liegti",lsj
λουτρόν,8,-1,1,41,64,2.95611,12.220584,"bath, bathing-place; bath; washing; bathing-establishment",lsj
λοχάω,10,191,10,7,4,1.5318675,11.514802,"lie in wait for, waylay; lie in wait, ambush; in ambush; occupy with an ambuscade",lsj
λούω,43,213,14,29,28,1.7814908,13.464493,lǎvo; *lovo; wash; wash the body,lsj
λυγρός,59,130,0,50,1,3.336107,8.753307,"baneful, mournful; bane, misery; ruin; in banes",lsj
λωίων,7,79,2,44,49,3.4553995,7.793038,"more desirable, more agreeable, better; my good friend",lsj (relaxed match)
λωτός,8,-1,0,32,15,5.559743,10.906272,"clover, trefoil, Trifolium fragiferum; fellbloom, Lotus corniculatus; fenugreek, Trigonella Foenum-graecum; wild fenugreek, T. gladiata",lsj
λόφος,15,135,16,26,41,4.8194494,11.397959,back of the neck; withers; nape of the neck; the neck,lsj
λόχος,18,170,16,26,41,4.7669554,11.227346,ambush; place for lying in wait; ambuscade; an ambush,lsj
λύκος,10,56,6,46,10,5.6209335,10.147969,wolf; grisly; jackals; a wolf,lsj
λύω,133,152,7,76,53,0.8888538,13.2205515,"luo; re-luo, solvo; se-luo), solūtus; loosen",lsj
λώβη,11,207,16,31,7,3.1697812,11.085908,"outrage, dishonour; outrage; an outrage; ruin",lsj
λᾶας,22,143,1,41,64,4.5811667,10.517693,stone,lsj
μάκαρ,34,32,15,20,114,5.340136,8.361964,"blessed, happy; the blessed ones; gods; blest, fortunate",lsj
μάλιστα,82,69,2,44,49,3.235158,7.312192,"used to form the superlative: ""the king cobra is the most dangerous snake""",agwn
μάντις,17,-1,5,15,76,5.4523253,9.535269,"diviner, seer, prophet; prophet; presager, foreboder; prophetic",lsj
μάρναμαι,54,176,20,30,130,1.82403,12.670106,"fight, do battle; with, against; together with; on his side",lsj
μάρπτω,15,198,14,29,68,1.5956507,14.177,"take hold of; catch by; lay hold of, seize; overtake, catch",lsj
μάρτυρος,8,1,23,13,84,1.2381492,10.108591,a person who attests to the genuineness of a document or signature by adding their own signature,agwn
μάστιξ,22,162,1,8,96,4.111808,11.561045,"whip, scourge; whip; scourge; the lash",lsj
μάχη,134,-1,19,4,78,3.4778812,11.351388,"an energetic attempt to achieve something: ""getting through the crowd was a real struggle""; ""he fought a battle for reco",agwn
μάχομαι,240,136,10,0,16,2.1214576,10.565532,fight; fight with; against; with thy help,lsj
μάψ,8,-1,0,50,2,2.7485638,8.008005,"in vain, without result; without aim or object; vainly, falsely; thoughtlessly, recklessly",lsj
μέγαρον,262,172,11,69,34,5.1369333,11.275701,"large room, hall; the chief room; womenʼs apartment; bedchamber",lsj
μέγας,707,-1,0,50,1,3.2281184,8.21655,"big; full-grown; elder; vast, high",lsj
μέγεθος,8,211,16,31,7,3.7276523,11.717041,"greatness, magnitude; stature; size; loudness",lsj
μέδομαι,15,-1,10,0,16,1.8094002,11.163158,,none
μέδων,24,-1,10,0,16,1.9747236,11.289907,a person who rules or commands,agwn
μέθυ,13,120,6,45,45,3.6277354,12.84297,wine; mádhu; medu; medǔ,lsj
μέλαθρον,7,-1,10,0,16,2.021615,11.36371,"roof-tree, ridgepole; beam; roof; house",lsj
μέλας,171,137,0,50,1,3.3683875,9.126441,"black, dark; dark; pitched over; dark, swarthy",lsj
μέλεος,5,-1,16,26,41,3.5209873,11.569938,"idle, useless; unearned; in vain; unhappy, miserable",lsj
μέλι,7,119,6,45,45,3.742688,12.814238,honey; sweet gum; manna; milip,lsj
μέλινος,14,52,1,8,96,3.6919868,9.542524,ashen,lsj
μέλλω,83,206,4,43,43,-0.35782057,11.522483,to be destined; likely to; belike; doubtless,lsj
μέλος,23,-1,1,41,64,4.994521,11.971348,limb; bodily frame; limb by limb; dismember,lsj
μέλπω,5,-1,10,0,39,-0.052775104,12.130811,celebrate with song and dance; sing; let; sound,lsj
μέλω,60,-1,10,0,16,1.7389339,11.137569,"to be an object of care; thought; care for, take an interest in; am I in",lsj
μέμαα,110,200,10,7,4,1.3687233,11.616417,"an inclination to want things: ""a man of many desires""",agwn
μέμονα,13,206,4,43,43,-0.35642147,11.533188,to be furiously; very eager; would fain; rage,lsj
μένος,179,219,1,8,96,3.888343,11.768659,"might, force; strength, fierceness; spirit; force, might",lsj
μένω,175,-1,17,75,75,1.9701036,12.872183,"stay, wait; stand fast; stay at home, stay where one is; lodge, stay",lsj
μέρμερος,6,-1,1,41,66,4.002872,12.317568,baneful; mischief; warlike deeds; ills,lsj
μέροψ,10,32,15,20,114,5.2936177,8.371762,"dividing the voice; articulate; bee-eater, Merops apiaster",lsj
μέσαυλος,5,0,11,23,44,1.9989685,7.7443967,"the inner court, inside the; the door between the; and the inner part of the house; mesauloe",lsj
μέσος,143,0,11,23,44,2.016812,7.4678473,"middle, in the middle; middle; zenith; mid",lsj
μέτειμι,16,114,38,38,141,1.5887771,10.918263,sum; to be among; interval; will be mine,lsj
μέτρον,14,129,26,28,11,4.0236654,12.291448,"that by which anything is measured; measure, rule; a measure; measure, divisor",lsj
μέτωπον,12,216,1,72,72,4.7660913,12.237735,"the space between the eyes; brow, forehead; front, face; face",lsj
μήδομαι,31,236,4,27,108,0.151969,11.591339,"to be minded, intend; resolve; counsels I should take; plan and do cunningly",lsj
μήστωρ,17,48,23,13,84,3.829125,10.442324,"adviser, counsellor; authors; skilled assistant",lsj
μήτηρ,191,45,15,78,38,5.288135,8.927456,mother; dam; mother-bird; queen,lsj
μίγνυμι,75,-1,37,37,133,1.6431711,12.711361,,none
μίμνω,45,-1,17,75,75,1.9792011,12.800445,"stay, stand fast; tarry; remain; remain, be left",lsj
μίνυνθα,14,58,0,50,2,2.6169991,7.407253,a short time; short-lived,lsj
μαίνομαι,22,-1,37,37,133,1.3619816,12.327783,"rage, be furious; rage with anger; the madman; to be mad",lsj
μαιμάω,6,191,20,56,27,1.7291477,12.15101,"to be very eager, quiver with eagerness; rages; eager for; rushed into, were suddenly changed into",lsj
μακρός,123,146,0,50,1,3.2817738,8.750725,long; ships of war; the longer sides; length-wise,lsj
μαλακός,29,139,0,50,1,3.397045,8.935223,soft; fresh-ploughed; soft grassy; soft-fleeced,lsj
μαντεύομαι,13,236,4,27,108,0.142431,11.512389,"divine, prophesy; draw divinations from; by means of; presage, forebode, surmise",lsj
μαρμαίρω,9,176,20,30,130,1.8768142,12.625073,"flash, sparkle, gleam; darting, quivering; sparkling",lsj
μαστίζω,11,186,14,29,28,1.885946,13.789425,"whip, flog; whipped; stimulate",lsj
μαστός,17,-1,1,72,72,5.4007363,11.9047985,the manʼs breast; the womanʼs; breast; a womanʼs breast,lsj
μαχητής,6,136,10,0,16,2.1469593,10.530552,"fighter, warrior; warrior",lsj
μαψίδιος,8,-1,0,50,2,2.5341406,8.137404,"vain, false; useless, worthless; thoughtlessly, at random; without reason",lsj
μαῖα,8,71,31,34,131,4.345651,7.178977,good mother; foster-mother; mother; midwife,lsj
μείρομαι,6,-1,26,28,11,0.37330636,12.733896,receive as oneʼs portion; oneʼs due; take; as thy due,lsj
μείς,12,19,31,79,79,2.7580802,5.9298587,month; from; the month; the lunar month,lsj
μεγάθυμος,76,-1,24,49,139,3.1088374,8.360153,great-hearted,lsj
μεγαίρω,7,-1,10,0,16,1.8426272,10.620868,regard as too great; grudge; as too great; complain,lsj
μεγακήτης,5,3,27,55,111,4.262624,9.045295,"yawning, with mighty hollows; with mighty maw; capacious; teeming with monsters",lsj
μεγαλήτωρ,63,-1,23,13,84,4.3582196,9.128952,greathearted,lsj
μεδέων,5,-1,23,13,56,2.3253906,11.5716,"guardian, ruler; ruling; ruler; guardian goddess",lsj
μεθάλλομαι,6,-1,35,35,0,0.5583941,14.029055,"leap, rush upon; rush after; leap from; to another",lsj
μεθέπω,6,-1,38,38,141,-0.118233085,13.615206,"pursue, follow after; pursuing; go in search of; drove in search of",lsj
μεθίημι,37,161,7,47,35,0.006968843,13.372011,"set loose, let go; release; let; depart",lsj
μειδάω,15,228,20,66,32,1.1894408,11.942188,smile; laugh aloud; grinning; smáyati,lsj
μειλίχιος,27,-1,0,58,13,2.8375208,9.117198,"gentle, soothing; with gentle words; mild, gracious; of those who invoked him with propitiatory offerings",lsj
μελάνυδρος,5,-1,11,23,126,2.0508165,9.390319,with black water; which looks black,lsj
μελέδημα,5,128,1,41,66,4.168851,12.508996,"care, anxiety; anxieties about; the care; object of care",lsj
μελία,15,162,1,8,96,4.3710837,11.351282,"manna ash, Fraxinus Ornus; ashen spear",lsj
μελίφρων,10,120,6,45,45,3.6177084,12.794442,"sweet to the mind, delicious; whose care is honey",lsj
μελιηδής,21,74,6,45,45,2.4953244,8.7741375,honey-sweet,lsj
μενεαίνω,36,201,10,7,4,1.5080739,11.520474,desire earnestly; eagerly; long for; purpose,lsj
μενεπτόλεμος,10,-1,5,15,76,7.3795457,8.499153,"staunch in battle, steadfast",lsj
μενεχάρμης,7,42,24,49,139,2.5185306,10.181287,,none
μενοεικής,15,73,0,19,55,2.3444963,8.813652,"suited to the desires, satisfying, agreeable, to oneʼs taste; plentiful; great store of",lsj
μενοινάω,23,-1,10,0,16,1.6511488,11.095436,desire eagerly; were eager to see; eager; design,lsj
μερμηρίζω,35,-1,20,30,130,1.2925673,12.597816,"to be anxious; thoughtful, to be in doubt; was debating; debated anxiously",lsj
μεσηγύ,24,-1,21,1,52,1.967617,7.2155485,"in the middle, between; in mid-voyage; between; meanwhile",lsj
μετάφημι,14,218,9,22,26,0.10881887,10.785453,speak among,lsj
μετάφρενον,17,216,1,72,72,4.984123,12.125102,part behind the midriff; broad of the back; back,lsj
μετέπειτα,5,-1,21,77,3,2.9749079,6.675286,"afterwards, thereafter",lsj
μετέρχομαι,17,-1,38,38,141,-0.07279557,13.916553,come; go among; if he came among them; having gone between,lsj
μετακιάθω,6,-1,38,38,141,-0.121585384,13.644866,follow after; chase; visit; go to seek,lsj
μεταλλάω,24,-1,10,7,4,1.6543719,11.081965,"search carefully, inquire diligently; inquire of, question; sought; out",lsj
μεταμώνιος,5,35,2,2,25,3.9575334,8.263967,"vain, idle; vainly-woven; idly; to the winds",lsj
μεταπρέπω,14,142,38,38,141,-0.17313294,13.029598,distinguish oneself; be distinguished among; am distinguished among,lsj
μεταστρέφω,11,197,7,47,35,0.6902646,14.046263,"turn about, turn round; turn oneself about, turn about; turn round; turn about",lsj
μεταυδάω,24,218,10,0,16,0.26811978,10.730902,"speak among; address; accost, address",lsj
μεταφωνέω,6,218,9,22,26,0.12777671,10.776184,speak among; accost,lsj
μετεῖπον,64,218,9,22,26,0.12306449,10.774828,"speak among, address",lsj
μετοίχομαι,5,-1,38,38,141,-0.10784243,13.910491,"go after, go in quest of; rush upon, pursue; go among; through",lsj
μετόπισθε,26,140,21,1,52,1.963226,6.741234,"behind, in the rear; behind; in the second rank; after, afterwards",lsj
μηκάομαι,6,227,20,66,32,1.4452028,12.394552,"bleat; scream, shriek; shrieking",lsj
μηκάς,5,56,6,46,10,5.57427,10.202891,bleating one,lsj
μηκέτι,20,-1,31,34,131,3.8433058,6.6566916,"no more, no longer, no further",lsj
μηνίω,8,136,36,17,37,2.261114,10.588177,"cherish wrath, be wroth against; because of",lsj
μηρία,13,128,21,71,17,4.147274,12.514592,thigh-bones; thigh-bones in their fat; thighs,lsj
μηρός,34,216,1,72,72,5.2391953,12.126014,thigh; his thigh; beside; thigh-bone,lsj
μητίετα,19,-1,10,53,117,1.3349497,11.462959,counsellor; all-wise,lsj
μητίομαι,7,-1,10,53,117,1.1274469,11.5932,"devise, contrive",lsj
