lemma,freq,hdbscan,ward_40,ward_80,ward_150,x,y,gloss,gloss_source
τιμή,36,-1,16,31,7,2.4116106,10.82968,"worship, esteem, honour; honours; due regard; paid to them by",lsj
τιμήεις,7,-1,2,44,49,3.1138449,8.049696,"honoured, esteemed; prized, costly",lsj
τινάσσω,14,186,14,29,28,1.7719691,13.795918,shake; brandish; shook; upset,lsj
τιταίνω,16,95,14,29,33,2.016166,13.198447,stretch; bending; having tuned my; plays,lsj
τιτρώσκω,5,82,6,45,45,2.4154453,12.820578,wound; is wounded; inflict; kill,lsj
τιτύσκομαι,17,-1,13,48,12,0.7421941,12.348515,"make, make ready, prepare; he put; try to hit; aim, shoot",lsj
τλάω,80,206,4,43,43,-0.4137175,11.536766,"suffer, undergo; hold out, endure, be patient, submit; I submitted; bore up under",lsj
τοιγάρ,14,125,31,34,113,3.3724155,6.33641,"therefore, accordingly, well then; for that very reason, therefore",lsj
τοιοῦτος,47,102,21,71,17,3.2406576,6.6934977,"such as this; so good, so noble, so bad; so great a thing; such a wretch",lsj
τοιόσδε,26,102,21,71,17,3.270808,6.6095867,"such as this; such as you see; so great, so bad; such",lsj
τοκεύς,38,34,15,78,38,4.9705205,8.823996,"one who begets, father; begetter; parents",lsj
τολμάω,9,206,4,43,43,-0.37726724,11.569122,"Bodl. Quarterly Record; undertake, take heart; to do; bear",lsj
τολυπεύω,6,72,29,14,9,1.8346521,10.094979,"wind off; into a clew; wind off, achieve, accomplish; work",lsj
τοξάζομαι,5,136,13,48,12,2.1457121,10.58556,shoot with a bow; shoot at,lsj
τοσοῦτος,6,102,21,71,17,3.2417805,6.6992645,"so large, so tall; so great; so many; of the same height",lsj
τοσόσδε,13,102,21,71,17,3.272031,6.6677594,"sufficient; so many only; so few; so very, so much",lsj
τοτέ,5,83,31,34,113,2.9522374,6.1431537,"at times, now and then; at one time.., at another",lsj
τοὔνεκα,23,125,31,34,113,3.3751142,6.261181,"for that reason, therefore; wherefore?",lsj
τοῖχος,18,172,11,69,34,5.1231313,11.215314,wall of a house; enclosure; wall of a temple; walls,lsj
τράπεζα,36,-1,1,8,46,3.6877058,12.401492,"table; dining-table, eating-table; board; a table",lsj
τρέπω,62,142,38,38,74,-0.10894804,13.297283,Studien zum griech. Perf; turn; direct; show,lsj
τρέφω,66,82,15,78,38,2.652877,12.806632,"thicken; congeal; curdle; curdle, congeal",lsj
τρέχω,9,-1,20,66,32,0.45141178,13.867482,run; run and; move quickly; trippingly,lsj
τρέω,16,-1,20,66,32,1.2652081,12.561794,"flee from fear, flee away; fleeing; fear; runaway, coward",lsj
τρήρων,7,-1,17,70,91,2.156529,12.199352,"timorous, shy; trembler",lsj
τρίζω,6,200,35,35,0,1.7078437,11.920367,utter a shrill cry; creaked; crepitates; grinds,lsj
τρίπους,27,151,6,45,45,4.616082,11.88226,"three-footed, of; with three feet; measuring three feet; the side of a square three feet in area",lsj
τρίς,47,83,31,34,113,2.9693468,6.214653,"thrice, three times; thrice; tris; ter",lsj
τρίτατος,12,2,31,79,79,2.6498342,6.2339115,in the third place,lsj
τρίτος,21,2,31,79,79,2.63314,6.1639113,third; the third; with two others; two drachmae and a half,lsj
τρίχα,5,-1,31,34,113,2.7865484,5.813954,in three parts; ways; in the third watch,lsj
τραχύς,11,132,29,14,31,3.1371126,8.959563,jagged; prickly; rugged; rough,lsj
τρεῖς,31,-1,31,79,79,2.608595,5.63178,three; thrice; utterly; by threes,lsj
τρητός,7,132,29,14,31,3.1759045,8.852393,"perforated, with a hole in it; inlaid; holes; mortised",lsj
τρομέω,9,-1,17,70,91,2.0361526,12.251968,"tremble, quake, quiver; fear; quiver; tremble before",lsj
τροφός,15,25,15,78,38,5.641479,8.955352,"feeder, rearer; nurse; that which nourishes; nursling",lsj
τροχός,6,188,12,5,22,5.5676565,11.328006,wheel; wheels; potterʼs wheel; wheel of a stage-machine,lsj
τρυφάλεια,15,-1,1,8,98,4.425672,11.378711,helmet; ‘three’,lsj
τρωπάω,5,-1,17,70,91,2.0244389,12.278779,"turn, change; turn oneself, turn about",lsj
τρόμος,15,215,16,26,41,3.425633,11.792953,"trembling, quaking, quivering; shiverings",lsj
τρόπις,7,21,38,38,74,4.318249,10.926057,shipʼs keel; ship; keels,lsj
τρύχω,7,-1,17,70,91,2.0240467,12.332298,"wear out, waste, consume; to eat; out of house and home; get the better of, cure",lsj
τρώς,9,15,5,24,94,5.7154813,7.879937,Tros; Trojans; Trojan men,lsj
τυγχάνω,33,81,10,0,16,1.2978234,12.817281,happen to be at; she be; mayʼst; has been made,lsj
τυκτός,5,132,0,32,15,3.0959795,8.81771,"finished, wrought out; complete; made by manʼs hand; well-made, well-wrought",lsj
τυρός,6,-1,12,5,22,5.5606513,10.891048,cheese; the cheese-market,lsj
τυτθός,31,58,0,50,2,2.7473125,7.520045,"little, small, young; a little one; a little, a bit; little",lsj
τόθι,5,-1,21,71,17,3.1826422,6.4605093,"there, in that place; where",lsj
τόκος,5,33,15,78,38,2.9684868,12.474969,"childbirth, parturition; the time of parturition; period of gestation; foetal stage",lsj
τόξον,104,158,1,8,96,4.566933,11.888035,"bow; the bow; by guess; bowmanship, archery",lsj
τόφρα,59,124,31,34,113,3.0523438,6.3754015,"up to; during that time, so long; in (the course of) that time, so long; meanwhile",lsj
τύμβος,19,-1,14,29,68,3.0391462,12.817788,"sepulchral mound, cairn, barrow; tomb, grave; grave; tombstone",lsj
τύπτω,40,198,14,29,68,1.6300122,14.149542,"beat, strike, smite; beat; strike; beating",lsj
τώς,5,109,31,34,113,3.4960854,6.4693737,"so, in this wise; as, S.Ichn",lsj
τῆ,5,110,31,34,113,3.5838244,6.4659276,there!,lsj
τῆλε,26,-1,21,1,52,3.0262685,6.4602785,"at a distance, far off; to a distance, afar; far from",lsj
τῆμος,8,124,31,34,113,3.1189892,6.336848,"then, thereupon; to-day",lsj
τῇ,34,125,31,34,113,3.3737676,6.2682967,"here, there",lsj
τῇδε,5,102,31,34,113,3.2366843,6.5424285,here,lsj (relaxed match)
τῷ,111,110,31,34,113,3.5228128,6.4094963,"therefore, in this wise, then; who?; some one",lsj
υἱός,588,45,15,78,38,5.2440853,8.94828,Vasen mit Meister-signaturen; pitṛṣu; son; a son,lsj
φάλαγξ,33,166,11,52,144,4.589158,11.01597,"line of battle, battle-array; the ranks of an army in battle; heavy infantry; in battle-order",lsj
φάλος,7,158,1,8,96,4.6326075,11.791811,horn; boss; ornament,lsj
φάος,37,21,32,65,65,3.9246078,11.00027,light; daylight; day; the light,lsj
φάρμακον,24,126,1,41,66,4.06218,12.446054,"drug; healing remedy, medicine; medicines; a medicine for",lsj
φάσγανον,24,158,1,8,96,4.567775,11.891961,"sword; corn-flag, Gladiolus segetum",lsj
φάσκω,15,206,4,43,43,-0.3235219,11.468152,"say, affirm, assert; saying; would; think, deem, expect",lsj
φάτνη,7,167,11,23,126,4.4261584,10.840086,"manger, crib; manger; haunts; socket of tooth",lsj
φέβομαι,12,114,10,0,16,1.8209093,10.893708,"to be put to flight, flee in terror; flee from; bègti",lsj
φέριστος,6,-1,31,34,131,4.146272,7.4290757,,none
φέρτατος,41,94,2,44,49,3.4871912,7.701503,"bravest, best; the best; least bad; best",lsj
φέρω,357,179,3,42,42,0.2765169,13.12614,fero; beran; bhárati; náśati,lsj
φίλος,617,-1,16,26,41,4.4862194,7.9651227,"beloved, dear; dear; friend; friends, kith and kin",lsj
φίλτατος,26,94,2,44,49,3.4431067,7.671062,oneʼs nearest and dearest,lsj
φίλτερος,6,79,2,44,49,3.5201306,7.7774835,,none
φαέθω,5,5,32,65,65,2.0723953,12.622783,shine; radiant; the sun; days,lsj
φαίδιμος,68,22,24,49,60,5.9286685,8.817136,"shining, radiant, glistening; sleek, glossy; famous, glorious",lsj
φαίνω,145,5,32,65,65,1.9825822,12.573245,"bring to light, cause to appear; make; appear; show by baring",lsj
φαγεῖν,17,82,6,45,45,2.855942,12.919417,"eat, devour; eat of; eat up, devour, squander; bhájati",lsj
φαεινός,83,137,0,50,1,3.3292768,9.160831,"shining, radiant; bright; bright, glossy; bright as the day",lsj
φαρέτρα,13,-1,1,41,64,4.297259,11.672657,quiver; quiver-full of,lsj
φείδομαι,9,229,13,11,19,0.41990083,12.155927,"spare; not destroy; spare, be merciful; use sparingly",lsj
φεύγω,155,183,7,47,35,-0.040792674,13.141502,"flee, take flight; ran; flee; the purpose",lsj
φηγός,8,-1,11,23,102,5.693542,10.88225,"Valonia oak, Quercus Aegilops; the oak; acorn of the same tree; fāgus",lsj
φημί,704,-1,9,22,26,0.006064272,10.956768,"say, affirm, assert; shall we say of; speak; think, deem, suppose",lsj
φθάνω,19,96,7,47,35,1.5104991,13.924993,"come; do first; before; to be beforehand with, overtake, outstrip",lsj
φθέγγομαι,16,-1,9,22,26,0.15400478,11.305071,utter a sound; voice; speak loud and clear; utter a syllable,lsj
φθίω,35,96,17,70,142,2.571266,13.189109,"kṣiṇā´ti, kṣiṇóti; Kṣīyante; ákṣitas; kṣeṣya",lsj
φθινύθω,11,-1,17,70,91,2.0787218,12.276468,"waste; cause; to pine away; waste away, decay, perish",lsj
φθισήνωρ,5,96,17,70,142,2.6313436,13.162295,destroying; killing men,lsj
φθογγή,5,165,12,5,5,2.7310593,11.26194,voice,lsj
φθονέω,6,-1,0,58,13,0.6793244,11.397062,"bear ill-will; malice, grudge, be envious; jealous; envy",lsj
φθόγγος,5,-1,12,5,5,2.9809573,11.568339,"any clear, distinct sound; voice; voice, telling; speech",lsj
φιλέω,71,156,30,61,14,1.9498004,12.135204,"love, regard with affection; sexual love; friends; to be beloved",lsj
φιλήρετμος,7,104,29,14,9,2.4407885,9.543741,fond of the oar,lsj
φιλομμειδής,6,-1,24,49,60,5.821957,9.19809,laughter-loving,lsj
φιλοπόλεμος,10,72,29,14,9,2.4327736,9.692051,"fond of war, warlike",lsj
φιλότης,53,210,16,31,7,3.319613,11.316869,"friendship, love, affection; in, with, from friendship; affection; in affection",lsj
φλόξ,20,21,32,65,65,3.9837022,10.89704,"flame; flames, meteors; fire; heat",lsj
φοβέω,39,-1,20,66,32,1.5515821,12.120019,"put to flight; terrify, alarm; to frighten; by terror",lsj
φοιτάω,18,-1,14,16,18,0.38139227,14.105945,"go to and fro, backwards and forwards; stalk; keep going; on the wing",lsj
φορέω,44,157,14,16,59,2.01693,12.101494,"repeated; habitual; bear to and fro, bear along; conveyed",lsj
φοῖνιξ,8,144,1,8,96,5.093228,10.134757,a document that states some contractual relationship or grants some right,agwn
φράζω,95,236,4,27,108,0.10790536,11.689194,"point out, show; say, tell; show the way to, show where to find; showed",lsj
φράσσω,5,186,14,29,28,1.8577228,13.841446,"fence in, hedge round; secure, fortify; having fenced; fenced",lsj
φρήν,318,217,1,72,72,5.016587,12.248039,midriff; heart; very heart; sincere,lsj
φρίσσω,8,-1,35,35,0,1.6476215,12.406969,"to be rough; uneven on the surface, bristle; bristle up, stand on end; having set up his bristly",lsj
φρονέω,90,150,0,58,13,1.8880666,11.68593,"to be minded; have understanding, be wise, prudent; counsel; to be",lsj
φυή,9,211,16,31,7,3.7539656,11.721088,"growth, stature; fine growth, noble stature; in size; growth",lsj
φυλάσσω,38,4,11,52,107,1.532065,12.200919,"keep watch and ward, keep guard; keep watch; watch; wait",lsj
φυλακή,7,-1,11,52,89,4.2444034,10.97298,watching; guarding; watch and ward; to watch,lsj
φυτεύω,10,-1,10,0,16,1.60714,11.049637,"of the thing planted, plant; plant for oneself; beget, engender; father",lsj
φυτόν,8,60,6,46,146,5.4517107,10.506544,"plant; garden plant; tree; sucker, slip",lsj
φωνέω,159,-1,9,22,26,0.5510566,11.235844,produce a sound; tone; speak loud; clearly,lsj
φωνή,24,168,10,0,16,1.8660792,10.458268,"sound, tone; the sound of the voice; speech, voice, utterance; cry",lsj
φόβος,39,215,16,26,41,3.5007334,11.685444,"panic flight; to flight; panic fear; fear, terror",lsj
φόνος,42,-1,16,26,41,3.8543384,11.452864,"murder, slaughter; killing; murder; slaughter",lsj
φόρμιγξ,19,138,12,5,5,3.0250447,11.726106,lyre; bow,lsj
φόως,16,215,16,26,41,3.5687156,11.570762,"to the light, to the light of day",lsj
φύγαδε,5,90,21,71,17,4.8438663,6.7965617,to flight,lsj
φύζα,7,-1,26,67,67,3.4026518,11.1411495,"headlong flight, rout",lsj
φύλαξ,8,-1,11,52,89,4.7494864,11.0638275,"watcher, guard, sentinel; garrison; guards; of reserve",lsj
φύλλον,20,60,6,46,146,5.4225783,10.613737,leaf; leaves; foliage; voting-papers,lsj
φύλοπις,22,-1,26,67,67,3.527361,11.065785,"battle-cry, din of battle",lsj
φύρω,5,192,35,35,0,1.5811998,12.8851795,mix; dry with; wet; mixing so as to spoil,lsj
φύω,34,76,6,46,146,2.1545582,11.839532,"bring forth, produce, put forth; made; grow; beget, engender",lsj
φώκη,6,56,25,25,20,5.6527686,10.165634,seal; Phoca monachus,lsj
φώς,92,32,10,0,16,5.2771606,8.616054,man; his; mortal,lsj
φᾶρος,27,159,1,41,64,4.49878,12.1552725,"a large piece of cloth, web; a wide cloak; mantle; shroud",lsj
φῆμις,6,-1,24,49,60,5.7245135,10.756804,"speech, talk; place of talk; common opinion; judgement expressed in talk",lsj
φῦλον,16,170,23,13,56,4.9238033,10.819397,"race, tribe; class; swarm; people",lsj
φῦσα,5,-1,25,25,20,5.6577573,10.220508,pair of bellows; smithies; bladder; Gloss,lsj
χάζω,34,230,13,48,12,0.27164423,12.321862,"cause to retire; force to retire from, bereave; deprive of; give way, draw",lsj
χάλκειος,30,53,1,8,96,3.3992202,9.59647,"of copper; bronze, brazen; of brass; yellow fish thistle, Carlina corymbosa",lsj
χάλκεος,66,52,1,8,96,3.6117,9.519113,"of copper; bronze, brazen; bronze; for a shield of brass",lsj
χάρις,23,207,35,35,0,3.0719342,11.527239,"grace; outward grace; fauour, beauty; graces",lsj
χάρμα,8,-1,16,26,41,3.6225224,11.582815,"source of joy, delight; source of malignant joy; joy, delight",lsj
χάρμη,24,136,10,0,16,2.3107991,10.487816,"joy of battle, lust of battle; battle-joys; victories; successes",lsj
χάσκω,8,-1,10,7,4,1.4332339,12.7142315,"yawn, gape; may; yawn; opening the mouth wide",lsj
χέρνιψ,8,-1,25,25,20,6.1315064,9.346997,water for washing the hands; purifications with holy water; the use of holy water; therein,lsj
χέρσος,16,78,22,36,8,4.547627,10.342069,"dry land; by land; barren soils; dry, firm",lsj
χέω,147,209,14,16,18,1.619032,13.201612,"pour; pour out, let flow; snows; gush forth",lsj
χήν,8,-1,6,46,10,5.620912,10.114419,"wild goose, Anser cinereus; tame goose; haṃsás; gans",lsj
χήρα,5,46,15,78,38,5.315594,8.931828,widow; widowed; without sauce; widower,lsj
χαίρω,93,228,20,30,130,1.1251601,12.0145445,"rejoice, be glad; to rejoice; rejoice at, take pleasure in; express oneʼs joy",lsj
χαίτη,16,-1,10,63,63,4.811701,12.068726,"loose, flowing hair; back hair; mane; crest",lsj
χαλεπαίνω,17,-1,10,0,16,1.9546183,10.525145,"to be severe, sore, grievous; to be violent, angry; display; portray anger",lsj
χαλεπός,49,-1,0,50,1,3.312401,8.510226,"difficult; hard to bear, painful, grievous; severity; hardships",lsj
χαλκήρης,25,-1,1,8,96,3.2584188,9.659115,furnished; fitted with bronze; tipped; armed with bronze,lsj
χαλκεύς,6,-1,5,15,118,3.818171,9.623428,coppersmith; worker in metal; goldsmith; worker in iron,lsj
χαλκοβαρής,7,42,1,8,96,2.5649245,9.9744,heavy; loaded with bronze,lsj
χαλκοβατής,6,-1,0,19,55,2.1132987,9.045554,"standing on bronze, with brazen base; with floor of bronze",lsj
χαλκοκορυστής,9,42,10,0,16,2.500366,10.054343,"bronze-armed, equipped with bronze",lsj
χαλκοχίτων,32,42,10,0,16,2.5199645,10.009355,bronze-clad,lsj
χαλκοῦς,21,-1,10,0,16,2.4899275,10.345671,copper coin; money,lsj
χαλκός,193,-1,10,0,16,2.6719463,10.256213,copper; bronze; anything made of metal; the spear of bronze,lsj
χαμάδις,13,89,21,1,52,2.4087079,6.9074235,"to the ground, on the ground",lsj
χαμαί,24,-1,33,33,85,2.5502007,7.085925,on the ground; underground; earth; to earth,lsj
χαμᾶζε,29,89,21,1,52,2.2211044,6.9279203,"to the ground, on the ground; to the ground",lsj
χανδάνω,10,-1,10,7,4,1.4271706,12.737924,"take in, hold, contain; could; contain; could hold",lsj
χαρίεις,19,-1,2,44,49,2.7834573,8.547223,"graceful, beautiful; gracious; acceptable; elegant, accomplished",lsj
χαρίζομαι,33,153,35,35,0,0.6350662,11.9005785,,none
χατέω,5,201,10,7,4,1.6802185,11.64843,"crave, need; want, have need of",lsj
χατίζω,5,201,10,7,4,1.4398441,11.739504,"have need of, crave; in want; in want, needy; lack, be without",lsj
χείρ,611,217,1,72,72,5.1325903,12.215335,"the hand; closed; open, flat; a single hand",lsj
χείρων,16,94,2,44,49,3.4596884,7.6224985,"meaner, inferior; worse than others; knave; worse",lsj
χειμέριος,5,-1,0,50,1,3.4473312,9.584489,"wintry, stormy; wintry; stormy; most wintry",lsj
χειμών,5,13,32,65,65,3.7467892,10.173247,winter; in winter; in winter-time; in the course of the winter,lsj
χερείων,11,94,2,44,49,3.4817913,7.6503263,"meaner, inferior; the worse part; amiss; of meaner rank",lsj
χερμάδιον,16,158,0,58,13,4.810343,11.735346,"large stone, boulder; of the shape; size of a; for arm-exercises",lsj
