lemma,sense_id,n_occ,field_hdbscan,field_label,field_ward_25,gloss,top_context_lemmas
εὔζωνος,0,1,-1,,20,"well-girdled; girt up for exercise, active; well-equipped; well-girded",λείπω χώομαι θυμός γυνή βία ἀέκων ἀπαυράω
ἀποβαίνω,0,1,32,"sit, stay, leap, stand",4,"step off from; alight, disembark from; disembark; dismount",φωνέω
μινυνθάδιος,0,1,-1,,21,short-lived; small,μήτηρ τίκτω τιμή ὀφέλλω Ὀλύμπιος ἐγγυαλίζω Ζεύς ὑψιβρεμέτης
ἀναίσσω,0,1,-1,,4,start up; he rose to speak; gush forth; springing fresh,δέπας ἀμφικύπελλος μήτηρ φίλος χείρ τίθημι
πρότονοι,0,1,-1,,12,"ropes from the masthead to the forepart of a ship, forestays; halyards",ἱστός ἱστοδόκη πελάζω ὑφίημι
Αἰθίοψ,0,1,-1,,25,"Burnt-face; Ethiopian, negro; a fish; Ethiopian",Ζεύς Ὠκεανός ἀμύμων χθιζός βαίνω δαίς1
γουνάζομαι,0,1,-1,,8,"clasp; knees; implore, entreat; implore",
θείνω,0,1,2,"dishonour, bend, alive, awe",6,strike; dashed; slay; slain,ἀνέχω κήδω φίλος ὀφθαλμός εἶδον
χαλκοβατής,0,1,-1,,20,"standing on bronze, with brazen base; with floor of bronze",εἶμι Ζεύς δῶμα
ἀργαλέος,0,1,15,"youth, safe, small, honour",21,"painful, troublous; difficult; troublesome, vexatious; hard",Ὀλύμπιος ἀντιφέρω
ἀδάκρυτος,0,1,15,"youth, safe, small, honour",21,without tears; tearless; so that they weep not; abnormally dry,ὀφείλω ναῦς ἀπήμων ἧμαι αἶσα
μαλακός,0,1,-1,,25,soft; fresh-ploughed; soft grassy; soft-fleeced,ἔπος καθάπτω
πραπίδες,0,1,5,"silver, overgrown, gold, breast",25,"midriff, diaphragm; understanding, mind; heart",ἕκαστος καταδύω λαμπρός φάος ἥλιος κατακείω βαίνω οἶκος δῶμα περικλυτός ἀμφιγυήεις Ἥφαιστος
ἀντιφέρω,0,1,24,"arm, fight, anger, judgement",7,"set against; set oneself against, fight against; to oppose; match oneself with",ἀργαλέος Ὀλύμπιος
χθιζός,0,1,-1,,21,of yesterday; yesterdayʼs; yesterday; yesterday!,Ζεύς Ὠκεανός ἀμύμων Αἰθίοψ βαίνω δαίς1
ὑφίημι,0,1,-1,,2,"let down, lower; lower; put under; put",ἱστός ἱστοδόκη πελάζω πρότονοι
ἀπήμων,0,1,15,"youth, safe, small, honour",21,"unharmed, unhurt; without sorrow; care; doing no harm",ὀφείλω ναῦς ἀδάκρυτος ἧμαι αἶσα
ἑκατηβόλος,0,1,38,"shooting, far, fingered large, feeding",20,far-darting; shooting a hundred; hitting the mark at will,Ἀπόλλων Χρύσης ἱερεύς ἔρχομαι θοός ναῦς Ἀχαιός χαλκοχίτων λύω θυγάτηρ φέρω ἀπερείσιος
ὀφείλω,0,1,13,"wish, owe, willing, urge",8,"owe, have to pay; account for; do I owe?; to be debtor",ναῦς ἀδάκρυτος ἀπήμων ἧμαι αἶσα
ἐξαυδάω,0,1,34,"speak, attempt, ask, make",22,speak out,κεύθω νόος οἶδα ἄμφω
δεσμός,0,1,19,"thigh, knee, nail, sheath",12,"band, bond, anything for tying and fastening; halter; mooring-cable; door-latch",καλέω ἔρχομαι θεά ὑπολύω ἑκατόγχειρος μακρός Ὄλυμπος Βριάρεως θεός ἀνήρ πᾶς Αἰγαίων
ὑπολύω,0,1,25,"luo, shut, look gaze, loosen",7,loosen beneath; below; made; give way under him,καλέω ἔρχομαι θεά δεσμός ἑκατόγχειρος μακρός Ὄλυμπος Βριάρεως θεός ἀνήρ πᾶς Αἰγαίων
κεύθω,0,1,29,"hear, rouse, escape notice, waste",8,"custos; hýdan; cover, hide; covered",ἐξαυδάω νόος οἶδα ἄμφω
Ποσειδεών,0,1,22,"greeks, olympus, men, cronos",18,,πατήρ μέγαρον ἀκούω εὔχομαι φημί κελαινεφής Κρονίων οἶος ἀθάνατος ἀεικής λοιγός ἀμύνω
κύπελλον,0,1,-1,,20,"big-bellied drinking-vessel, beaker, goblet; milk-vessel; fragments of bread left on table",μειδάω παῖς δέχομαι χείρ
συνδέω,0,1,2,"dishonour, bend, alive, awe",7,"bind; tie together; together, side by side; fasten",πατήρ μέγαρον ἀκούω εὔχομαι φημί κελαινεφής Κρονίων οἶος ἀθάνατος ἀεικής λοιγός ἀμύνω
ἐνδέξιος,0,1,-1,,11,"towards the right hand, from left to right; from left to right; propitious; on the right",θεός πᾶς οἰνοχοέω γλυκύς νέκταρ κρατήρ ἀφύσσω
κελαινεφής,0,1,-1,,20,"black with clouds; shrouded in dark clouds, cloud-wrapped; dark-coloured; black, rich",πατήρ μέγαρον ἀκούω εὔχομαι φημί Κρονίων οἶος ἀθάνατος ἀεικής λοιγός ἀμύνω συνδέω
οἰνοχοέω,0,1,-1,,4,,θεός ἐνδέξιος πᾶς γλυκύς νέκταρ κρατήρ ἀφύσσω
νέκταρ,0,1,18,"wine, bowl, sweet, drinking",12,nectar; wine; perfumed unguent,θεός ἐνδέξιος πᾶς οἰνοχοέω γλυκύς κρατήρ ἀφύσσω
στενάχω,0,1,7,"fear, rejoice, tears, cower",6,"groan, sigh, wail; groaning; bewail, lament",βαρύς πρόσφημι πούς ὠκύς Ἀχιλλεύς
ἄσβεστος,0,1,-1,,21,"unquenchable, inextinguishable; not quenched; ceaseless; unslaked lime",ἐνόρνυμι γέλως μάκαρ θεός εἶδον Ἥφαιστος δῶμα ποιπνύω
ἐνόρνυμι,0,1,32,"sit, stay, leap, stand",4,"arouse, stir up in; arise in; among",ἄσβεστος γέλως μάκαρ θεός εἶδον Ἥφαιστος δῶμα ποιπνύω
ἐύς,0,1,-1,,18,"good, brave, noble; good things, good fortune; thy",δύναμαι περιέχω παῖς
περιέχω,0,1,35,"reproach, command, hold, encompasses",8,"encompass, embrace, surround; envelope; encompasses; environment",δύναμαι παῖς ἐύς
Βρισεύς,0,1,36,"peleus, son, nether, world place",18,,νέος βαίνω κῆρυξ ἄγω κόρη δίδωμι υἱός Ἀχαιός
ἑλίκωψ,0,1,-1,,25,,ναῦς θοός Ἀχαιός Χρύσης πέμπω
Θήβη,0,1,17,"troy, phthia, city, pear",14,,οἴχομαι ἱερός πόλις Ἠετίων
Ἠετίων,0,1,22,"greeks, olympus, men, cronos",18,,οἴχομαι Θήβη ἱερός πόλις
Ἀτρεΐων,0,1,36,"peleus, son, nether, world place",18,,χόλος λαμβάνω
ἕκατος,0,1,-1,,18,,μάντις οἶδα ἀγορεύω θεοπροπία
ἐπασσύτερος,0,1,23,"best, better, force, bad",21,"one upon another, one after another; one after another; upon; frequent, repeated",λαός θνήσκω
ποιπνύω,0,1,-1,,6,bustle about; make haste and; labouring,ἄσβεστος ἐνόρνυμι γέλως μάκαρ θεός εἶδον Ἥφαιστος δῶμα
χαλκοχίτων,0,1,21,"mortal, earth, ones, perfect",25,bronze-clad,Ἀπόλλων Χρύσης ἱερεύς ἑκατηβόλος ἔρχομαι θοός ναῦς Ἀχαιός λύω θυγάτηρ φέρω ἀπερείσιος
γέλως,0,1,-1,,10,laughter; ridiculous; joke; laugh,ἄσβεστος ἐνόρνυμι μάκαρ θεός εἶδον Ἥφαιστος δῶμα ποιπνύω
ἑκατόγχειρος,0,1,-1,,20,hundred-handed,καλέω ἔρχομαι θεά ὑπολύω δεσμός μακρός Ὄλυμπος Βριάρεως θεός ἀνήρ πᾶς Αἰγαίων
κομίζω,0,1,-1,,7,"take care of, provide for; receive, treat; attended to; attend, give heed to",Σίντιες ἀνήρ πίπτω
λαμπρός,0,1,0,"early, morn, light, day",16,"bright, radiant; bright; toga candida; clear, limpid",ἕκαστος καταδύω φάος ἥλιος κατακείω βαίνω οἶκος δῶμα περικλυτός ἀμφιγυήεις Ἥφαιστος ποιέω
κλαίω,0,1,34,"speak, attempt, ask, make",8,"cry, wail, lament; crying; crying, howling; well beaten",τέκνον
ὄψ,0,1,-1,,25,voice; word,θυμός δέω δαίς1 ἴσος φόρμιγξ περικαλλής ἔχω Ἀπόλλων Μοῦσα ἀείδω ἀμείβω καλός
διαπέρθω,0,1,-1,,7,"destroy utterly, sack, waste",ἄγω πᾶς
βένθος,0,1,8,"sea, earth, land, salt",15,depth,κλύω πότνια μήτηρ ἧμαι ἅλς1 πατήρ γέρων
ἄτη,0,1,-1,,10,"bewilderment, infatuation; blindness; delusion; the goddess of mischief",Ἀχαιός μιμνήσκω παρέζομαι λαμβάνω γόνυ ἐθέλω Τρώς ἀρήγω πρύμνα ἅλς1 εἴλω κτείνω
ἐπαυρέω,0,1,-1,,7,"partake of, share; enjoys; share; have had enjoyment of",Ἀχαιός μιμνήσκω παρέζομαι λαμβάνω γόνυ ἐθέλω Τρώς ἀρήγω πρύμνα ἅλς1 εἴλω κτείνω
κτείνω,0,1,2,"dishonour, bend, alive, awe",6,"kill, slay; seeks to kill; the slayer, murderer; put to death",Ἀχαιός μιμνήσκω παρέζομαι λαμβάνω γόνυ ἐθέλω Τρώς ἀρήγω πρύμνα ἅλς1 εἴλω πᾶς
εἴλω,0,1,25,"luo, shut, look gaze, loosen",7,shut in; shut out; let them be shut out; ponded,Ἀχαιός μιμνήσκω παρέζομαι λαμβάνω γόνυ ἐθέλω Τρώς ἀρήγω πρύμνα ἅλς1 κτείνω πᾶς
πρύμνα,0,1,8,"sea, earth, land, salt",13,"stern, poop; retire, draw back; the Acropolis; the vessel",Ἀχαιός μιμνήσκω παρέζομαι λαμβάνω γόνυ ἐθέλω Τρώς ἀρήγω ἅλς1 εἴλω κτείνω πᾶς
καταπίπτω,0,1,28,"cut, leave, draw, stream",7,"fall, drop; fell; base, contemptible; accidents",ἥλιος καταδύω Λῆμνος
Μοῦσα,0,1,22,"greeks, olympus, men, cronos",12,"Muse; music, song; strain; liberal arts, accomplishments",θυμός δέω δαίς1 ἴσος φόρμιγξ περικαλλής ἔχω Ἀπόλλων ἀείδω ἀμείβω ὄψ καλός
περικαλλής,0,1,-1,,18,very beautiful,θυμός δέω δαίς1 ἴσος φόρμιγξ ἔχω Ἀπόλλων Μοῦσα ἀείδω ἀμείβω ὄψ καλός
Λῆμνος,0,1,17,"troy, phthia, city, pear",14,Lemnos; from Lemnos; Lemnian,ἥλιος καταδύω καταπίπτω
ἔνειμι,0,1,32,"sit, stay, leap, stand",7,sum; to be in; to be among; is in,ὀλίγος θυμός
μιμνήσκω,0,1,-1,,6,"remind, put in mind; recalled; to memory, made; famous",Ἀχαιός παρέζομαι λαμβάνω γόνυ ἐθέλω Τρώς ἀρήγω πρύμνα ἅλς1 εἴλω κτείνω πᾶς
Σίντιες,0,1,22,"greeks, olympus, men, cronos",14,Sintians,ἀνήρ κομίζω πίπτω
ὑποδείδω,0,1,7,"fear, rejoice, tears, cower",6,"shrink in fear under, cower before; cower beneath; fear",μάκαρ θεός
ὀμίχλη,0,1,0,"early, morn, light, day",16,"mist, fog; cloud-like darkness, gloom; the steam of cookery; miglà",ἀναδύνω πολιός ἅλς1
φόρμιγξ,0,1,-1,,15,lyre; bow,θυμός δέω δαίς1 ἴσος περικαλλής ἔχω Ἀπόλλων Μοῦσα ἀείδω ἀμείβω ὄψ καλός
γαίω,0,1,2,"dishonour, bend, alive, awe",6,"rejoice, exult",Κρονίων καθέζομαι κῦδος
πρόπας,0,1,-1,,21,all; long; together; utterly,ἦμαρ ἥλιος καταδύω δαίνυμι
καταρρέζω,0,1,28,"cut, leave, draw, stream",4,"pat, stroke, caress",καθέζομαι δάκρυ χέω χείρ ἔπος φημί ὀνομάζω
ῥηγμίν,0,1,8,"sea, earth, land, salt",15,"Wiener Sitzb; sea breaking on the beach, surf; broken sea; at the seaʼs edge",βαίνω θάλασσα
Αἰγαίων,0,1,-1,,20,Aegaeon; the Aegaean sea,καλέω ἔρχομαι θεά ὑπολύω δεσμός ἑκατόγχειρος μακρός Ὄλυμπος Βριάρεως θεός ἀνήρ πᾶς
ὀνομάζω,0,1,4,"speak, address, exchange, accost",4,"speak of by name, call; address by name; naming; name, specify",καθέζομαι δάκρυ χέω χείρ καταρρέζω ἔπος φημί
Βριάρεως,0,1,37,"god, deity disguised, equal, hostile deity",20,Aegaeon,καλέω ἔρχομαι θεά ὑπολύω δεσμός ἑκατόγχειρος μακρός Ὄλυμπος θεός ἀνήρ πᾶς Αἰγαίων
στυφελίζω,0,1,25,"luo, shut, look gaze, loosen",7,"strike hard; drives away; thrust; treat roughly, maltreat",ἐθέλω Ὀλύμπιος ἀστεροπητής ἕδος
ὑπισχνέομαι,0,1,35,"reproach, command, hold, encompasses",8,take upon oneself; undertake to do; promise; she makes promises,νημερτής κατανεύω ἀπεῖπον δέος οἶδα ὅσος πᾶς ἄτιμος θεός
ποντοπόρος,0,1,8,"sea, earth, land, salt",13,seafaring,Χρυσηίς ναῦς βαίνω
κάρα,0,1,18,"wine, bowl, sweet, drinking",12,"head; the face; peak, top; edge, brim",ἀμβρόσιος χαίτη ἐπιρρώομαι ἄναξ ἀθάνατος
πορφύρεος,0,1,0,"early, morn, light, day",15,"heaving, surging; gushing; onrushing; lurid",κῦμα στεῖρα μέγας ἰάχω ναῦς εἶμι
ἰάχω,0,1,28,"cut, leave, draw, stream",6,"cry, shout; shriek; ring, resound; roar",κῦμα στεῖρα πορφύρεος μέγας ναῦς εἶμι
θέω,0,1,32,"sit, stay, leap, stand",4,dhávate; run; running; run and,κῦμα διαπράσσω κέλευθος
διαπράσσω,0,1,2,"dishonour, bend, alive, awe",6,pass over; made their way over; may finish; went through,θέω κῦμα κέλευθος
βουλεύω,0,1,6,"ward, divide, resolve, apart separate",5,"take counsel, deliberate; determine; resolve after deliberation; in council",διατμήγω
ἐλελίζω,0,1,28,"cut, leave, draw, stream",4,whirl round; move in coils; spires; cause,μέγας Ὄλυμπος
ἤπειρος,0,1,8,"sea, earth, land, salt",13,"terra firma, land; the sea; land; the mainland of Western Greece",ἱκνέομαι στρατός εὐρύς Ἀχαιός ναῦς μέλας ἐρύω1 ψάμαθος ἕρμα μακρός τανύω
πολύστονος,0,1,-1,,21,"much-sighing, mournful; noisy; causing many sighs, mournful, grievous",ἄναξ Χρύσης πέμπω ἀνήρ Ἀγαμέμνων παῖς ἄγω Φοῖβος ἱερός ἑκατόμβη ῥέζω Δαναοί
ψάμαθος,0,1,8,"sea, earth, land, salt",15,,ἱκνέομαι στρατός εὐρύς Ἀχαιός ναῦς μέλας ἤπειρος ἐρύω1 ἕρμα μακρός τανύω
ἕρμα,0,1,8,"sea, earth, land, salt",13,"prop, support; props; prop; stay",ἱκνέομαι στρατός εὐρύς Ἀχαιός ναῦς μέλας ἤπειρος ἐρύω1 ψάμαθος μακρός τανύω
ἐπιρρώομαι,0,1,28,"cut, leave, draw, stream",4,apply oneʼs; strength to; work lustily at; worked with might and main at,ἀμβρόσιος χαίτη ἄναξ κάρα ἀθάνατος
τανύω,0,1,28,"cut, leave, draw, stream",2,"stretch, strain; string; having strung his; pull",ἱκνέομαι στρατός εὐρύς Ἀχαιός ναῦς μέλας ἤπειρος ἐρύω1 ψάμαθος ἕρμα μακρός
σκίδνημι,0,1,30,"disperse, prepare, mischief, delight",4,"disperse; to be spread; scattered, disperse; began to spread his light",κλισία ναῦς
Πηλεύς,0,1,36,"peleus, son, nether, world place",18,Peleus; son of Peleus; to Peleus’ son,μηνίω ναῦς πάρημαι ὠκύπορος διογενής υἱός πούς ὠκύς Ἀχιλλεύς
διατμήγω,0,1,28,"cut, leave, draw, stream",4,cut in twain; having cut; in twain; distinguish,βουλεύω
ἅλλομαι,0,1,32,"sit, stay, leap, stand",4,"sal; sal-io; spring, leap; leap upon",ἅλς1 βαθύς αἰγλήεις Ὄλυμπος Ζεύς δῶμα
στεῖρα,0,1,0,"early, morn, light, day",15,forepart of a shipʼs keel; stem; cutwater; bandage,κῦμα πορφύρεος μέγας ἰάχω ναῦς εἶμι
βαθύς,0,1,-1,,15,deep; high; within a high fence; the deep,ἅλς1 ἅλλομαι αἰγλήεις Ὄλυμπος Ζεύς δῶμα
αἰγλήεις,0,1,39,"unresting snowed, dazzling, deep, confused",20,"dazzling, radiant",ἅλς1 ἅλλομαι βαθύς Ὄλυμπος Ζεύς δῶμα
μέσος,0,1,-1,,15,"middle, in the middle; middle; zenith; mid",ἄνεμος πρήθω ἱστίον
πρήθω,0,1,28,"cut, leave, draw, stream",2,"burn; blow out, swell out by blowing; spout; spouted",ἄνεμος μέσος ἱστίον
ἄνεμος,0,1,8,"sea, earth, land, salt",13,wind; a gale; the wind; to the winds,πρήθω μέσος ἱστίον
πετάννυμι,0,1,28,"cut, leave, draw, stream",2,fly; spread out; opening his doors; flutter,ἱστός ἵστημι ἱστίον λευκός
σφός,0,1,-1,,18,"their, their own, belonging to them; his; her, his own; her own",θεός πᾶς ἀνίστημι ἕδος πατήρ
λευκός,0,1,-1,,9,"light, bright, clear; glassy; clear, limpid; clear, distinct",ἱστός ἵστημι ἱστίον πετάννυμι
οὖρος,0,1,-1,,13,fair wind; rough breeze; storm; the wind,ἴκμενος ἵημι Ἑκάεργος Ἀπόλλων
ἐπέρχομαι,0,1,2,"dishonour, bend, alive, awe",6,come upon; approach; come suddenly upon; come to for advice,τλάω μένω
ἴκμενος,0,1,-1,,13,a fair; moist,οὖρος ἵημι Ἑκάεργος Ἀπόλλων
ἅπας,0,1,-1,,21,"quite all, the whole; all together; in all things; all",ἀντίος ἵστημι
ἀνάγω,0,1,32,"sit, stay, leap, stand",4,"lead up; lead up to the high sea, carry by sea; conduct, carry to; put",ἠριγένεια φαίνω ῥοδοδάκτυλος ἠώς στρατός εὐρύς Ἀχαιός
θρόνος,0,1,-1,,14,"seat, chair; throne, chair of state; kingʼs estate; dignity",καθέζομαι
πωλέομαι,0,1,4,"speak, address, exchange, accost",4,go up and down; to and fro; come frequently; she goes,ἀγορά κυδιάνειρα πόλεμος
χαίτη,0,1,-1,,10,"loose, flowing hair; back hair; mane; crest",ἀμβρόσιος ἐπιρρώομαι ἄναξ κάρα ἀθάνατος
κυδιάνειρα,0,1,22,"greeks, olympus, men, cronos",20,"bringing men glory; renown; glorified by men, famous for men",ἀγορά πωλέομαι πόλεμος
ὀνείδειος,0,1,23,"best, better, force, bad",25,reproachful; of reproach; dishonourable,λοίγιος ἔργον ἐχθοδοπέω ἐφίημι Ἥρα ἐρέθω ἔπος
δεύτερος,0,1,-1,,21,second; next; comes in second; hereafter,ἔρομαι
ἐμφύω,0,1,11,"know, perceive, better, des",6,implant; planted; grow in; is implanted,Θέτις ἅπτω γόνυ ἔχω
ἀπεῖπον,0,1,-1,,8,"speak out, tell out, declare; to give; full notice; to deliver",νημερτής ὑπισχνέομαι κατανεύω δέος οἶδα ὅσος πᾶς ἄτιμος θεός
ἅπτω,0,1,33,"throw, crown, choose, hurl",4,fasten; bind to; having fastened; join,Θέτις γόνυ ἔχω ἐμφύω
δέος,0,1,26,"strength, death, strife, fear",10,"fear, alarm; fear; fear of; to fear",νημερτής ὑπισχνέομαι κατανεύω ἀπεῖπον οἶδα ὅσος πᾶς ἄτιμος θεός
κράτος,0,1,26,"strength, death, strife, fear",10,"strength, might; bodily strength; strength; all oneʼs might",Τρώς τίθημι Ἀχαιός υἱός τίνω ὀφέλλω τιμή
ἀνθερεών,0,1,19,"thigh, knee, nail, sheath",12,"chin; neck, throat; mouth",δεξιτερός αἱρέω λίσσομαι προσεῖπον Ζεύς Κρονίων ἄναξ
δεξιτερός,0,1,-1,,15,right-hand of two; the right hand,ἀνθερεών αἱρέω λίσσομαι προσεῖπον Ζεύς Κρονίων ἄναξ
σκαιός,0,1,-1,,15,"left, on the left hand; with the left hand; western, westward; West",λαμβάνω γόνυ
πολυδειράς,0,1,39,"unresting snowed, dazzling, deep, confused",20,with many ridges,εὑρίσκω εὐρύοπα Κρονίδης ἧμαι ἄκρος κορυφή Ὄλυμπος
ἀπείρων,0,1,8,"sea, earth, land, salt",14,"without experience, ignorant",Ἀχιλλεύς δακρύω ἑταῖρος ἕζομαι λιάζομαι θίς ἅλς1 πολιός ὁράω πόντος
ἐχθοδοπέω,0,1,24,"arm, fight, anger, judgement",21,"show enmity towards, engage in hostility with",λοίγιος ἔργον ἐφίημι Ἥρα ἐρέθω ὀνείδειος ἔπος
ἐρέθω,0,1,20,"destroy, accept, away, lay",7,"disquiet; raised; increase; explore, search",λοίγιος ἔργον ἐχθοδοπέω ἐφίημι Ἥρα ὀνείδειος ἔπος
κορυφή,0,1,8,"sea, earth, land, salt",15,"head, top; crown, top of the head; top, peak; summit, top",εὑρίσκω εὐρύοπα Κρονίδης ἧμαι ἄκρος πολυδειράς Ὄλυμπος
ἀποστείχω,0,1,35,"reproach, command, hold, encompasses",8,"go away, go home",νοέω Ἥρα
ἀμβρόσιος,0,1,-1,,21,"immortal, divine; belonging to gods; divine; divinely excellent",χαίτη ἐπιρρώομαι ἄναξ κάρα ἀθάνατος
μέλω,0,1,31,"tolerable, worth, fulfil, accused",8,"to be an object of care; thought; care for, take an interest in; am I in",τελέω
ἄκρος,0,1,-1,,15,"at the farthest point; end; topmost, outermost; inmost",εὑρίσκω εὐρύοπα Κρονίδης ἧμαι κορυφή πολυδειράς Ὄλυμπος
τέκμαρ,0,1,-1,,21,"fixed mark; boundary, goal, end; goal; an end",ἀθάνατος μέγας
εὐρύοπα,0,1,22,"greeks, olympus, men, cronos",19,wide-eyed; vox; far-sounding; thundering,εὑρίσκω Κρονίδης ἧμαι ἄκρος κορυφή πολυδειράς Ὄλυμπος
παλινάγρετος,0,1,31,"tolerable, worth, fulfil, accused",21,to be taken back; recalled; revocable; recoverable,ἀπατηλός ἀτελεύτητος κεφαλή κατανεύω
ἀπατηλός,0,1,31,"tolerable, worth, fulfil, accused",21,producing illusion; deceptive,παλινάγρετος ἀτελεύτητος κεφαλή κατανεύω
ἀτελεύτητος,0,1,31,"tolerable, worth, fulfil, accused",21,"not brought to an end; issue, unaccomplished; without an end, interminable; everlasting",παλινάγρετος ἀπατηλός κεφαλή κατανεύω
ἐφετμή,0,1,12,"speech, stature, growth, heart",10,"command, behest; behests; demands, prayers",Θέτις λανθάνω παῖς
κυάνεος,0,1,5,"silver, overgrown, gold, breast",15,,ὀφρύς νεύω Κρονίων
ὀφρύς,0,1,5,"silver, overgrown, gold, breast",6,,κυάνεος νεύω Κρονίων
ἀυτή,0,1,-1,,10,"cry, shout; battle-shout, war-cry; blast; creaking",ποθέω πόλεμος
νεύω,0,1,33,"throw, crown, choose, hurl",4,"incline in any direction; nod, beckon; beckon; nod",κυάνεος ὀφρύς Κρονίων
ποθέω,0,1,-1,,8,"long for, yearn after; miss; regret; will miss",ἀυτή πόλεμος
φθινύθω,0,1,29,"hear, rouse, escape notice, waste",8,"waste; cause; to pine away; waste away, decay, perish",φίλος κῆρ μένω
ῥοδοδάκτυλος,0,1,38,"shooting, far, fingered large, feeding",20,rosy-fingered,ἠριγένεια φαίνω ἠώς ἀνάγω στρατός εὐρύς Ἀχαιός
ἠριγένεια,0,1,0,"early, morn, light, day",16,"early-born, child of morn; morn; morning; a day",φαίνω ῥοδοδάκτυλος ἠώς ἀνάγω στρατός εὐρύς Ἀχαιός
ἀγνοέω,0,1,7,"fear, rejoice, tears, cower",6,not to perceive; recognize; he perceived; knew well,Ἥρα εἶδον συμφράζομαι βουλή ἀργυρόπεζος Θέτις θυγάτηρ ἅλιος γέρων
ἐκτέμνω,0,1,28,"cut, leave, draw, stream",2,cut out; cut; from; out,εὔχομαι οὐλοχύται προβάλλω αὐερύω πρῶτος σφάζω δέρω μηρός κνῖσα καλύπτω δίπτυχος ποιέω
σπλάγχνον,0,1,-1,,12,inward parts; sacrificial feast; any part of the inwards; womb,μῆρα καίω πατέομαι μιστύλλω ὀβελός πείρω ὀπτάω ἐρύω1 πᾶς
ἐπιγνάμπτω,0,1,2,"dishonour, bend, alive, awe",6,"curve; bend; bow, bend to oneʼs purpose",ἀκέων κάθημαι φίλος κῆρ
μῆρα,0,1,-1,,12,,καίω σπλάγχνον πατέομαι μιστύλλω ὀβελός πείρω ὀπτάω ἐρύω1 πᾶς
πεμπώβολον,0,1,-1,,11,five-pronged fork,νέος ἔχω χείρ
λείβω,0,1,33,"throw, crown, choose, hurl",4,"pour, pour forth; make a libation of; let flow, shed; liquefy",αἶθοψ οἶνος
οὐρανίωνες,0,1,22,"greeks, olympus, men, cronos",18,,ὀχθέω δῶμα Ζεύς θεός
κλυτοτέχνης,0,1,-1,,20,famous for his art,Ἥφαιστος ἄρχω ἀγορεύω μήτηρ φίλος ἐπίηρα φέρω λευκώλενος Ἥρα
οἶνος,0,1,18,"wine, bowl, sweet, drinking",9,wine; cups; wines; in vino veritas,αἶθοψ λείβω
αἶθοψ,0,1,18,"wine, bowl, sweet, drinking",19,fiery-looking; flashing; sparkling; fiery,οἶνος λείβω
σχίζα,0,1,8,"sea, earth, land, salt",15,"piece of wood cut off, lath, splinter; wood cleft small; firewood; shaft, dart",καίω γέρων
ὠμοθετέω,0,1,28,"cut, leave, draw, stream",4,place the raw pieces; sacrifice; raw; shoulder,
δίπτυχος,0,1,-1,,11,"double-folded, doubled; a pair of; folding; having doubled",εὔχομαι οὐλοχύται προβάλλω αὐερύω πρῶτος σφάζω δέρω μηρός ἐκτέμνω κνῖσα καλύπτω ποιέω
ἀνεκτός,0,1,31,"tolerable, worth, fulfil, accused",8,"bearable, sufferable, tolerable; that can be endured; tolerable; more tolerable",λοίγιος ἔργον θνητός ἐριδαίνω θεός κολῳός ἐλαύνω
καλύπτω,0,1,28,"cut, leave, draw, stream",2,"oc-culo, celo; cover; to kill; covered, grasped",εὔχομαι οὐλοχύται προβάλλω αὐερύω πρῶτος σφάζω δέρω μηρός ἐκτέμνω κνῖσα δίπτυχος ποιέω
δέρω,0,1,28,"cut, leave, draw, stream",2,"skin, flay; to have oneʼs; flayed off; will make",εὔχομαι οὐλοχύται προβάλλω αὐερύω πρῶτος σφάζω μηρός ἐκτέμνω κνῖσα καλύπτω δίπτυχος ποιέω
μιστύλλω,0,1,28,"cut, leave, draw, stream",2,cut up,μῆρα καίω σπλάγχνον πατέομαι ὀβελός πείρω ὀπτάω ἐρύω1 πᾶς
νημερτής,0,1,23,"best, better, force, bad",21,"unerring, infallible; sure; that will infallibly be put in force; sure truths",ὑπισχνέομαι κατανεύω ἀπεῖπον δέος οἶδα ὅσος πᾶς ἄτιμος θεός
ἐριδαίνω,0,1,-1,,8,"wrangle, quarrel; strive; compete in",λοίγιος ἔργον ἀνεκτός θνητός θεός κολῳός ἐλαύνω
αὐερύω,0,1,28,"cut, leave, draw, stream",2,draw back; backwards; pulled; draw,εὔχομαι οὐλοχύται προβάλλω πρῶτος σφάζω δέρω μηρός ἐκτέμνω κνῖσα καλύπτω δίπτυχος ποιέω
προβάλλω,0,1,28,"cut, leave, draw, stream",2,"throw; lay before, throw to; put forward; present",εὔχομαι οὐλοχύται αὐερύω πρῶτος σφάζω δέρω μηρός ἐκτέμνω κνῖσα καλύπτω δίπτυχος ποιέω
κολῳός,0,1,-1,,12,"brawling, wrangling",λοίγιος ἔργον ἀνεκτός θνητός ἐριδαίνω θεός ἐλαύνω
ἐπικραίνω,0,1,-1,,21,"bring to pass, accomplish; may; fulfil; fulfilled",ἔλδωρ
ἦδος,0,1,-1,,10,"delight, pleasure; delight; vinegar",δαίς1 ἐσθλός χείρων νικάω
ἴπτομαι,0,1,35,"reproach, command, hold, encompasses",8,"press hard, oppress; hurt, harm",τιμάω μέγας λαός Ἀχαιός
νικάω,0,1,11,"know, perceive, better, des",9,"conquer, prevail; conqueror; conquered; won the first prize",δαίς1 ἐσθλός ἦδος χείρων
