lemma,sense_id,n_occ,field_hdbscan,field_label,field_ward_25,gloss,top_context_lemmas
παράφημι,0,1,34,"speak, attempt, ask, make",8,"speak gently to, advise; persuade, appease; speak deceitfully; insincerely",πατήρ μήτηρ νοέω φίλος ἐπίηρα φέρω Ζεύς νεικέω δαίς1 ταράσσω
ταράσσω,0,1,20,"destroy, accept, away, lay",7,"stir, trouble; troubling; mix; to wag",πατήρ μήτηρ παράφημι νοέω φίλος ἐπίηρα φέρω Ζεύς νεικέω δαίς1
χερνίπτομαι,0,1,28,"cut, leave, draw, stream",4,"wash oneʼs hands with holy water; sprinkle with holy water, purify; dedicate thereby; sacrifice",οὐλοχύται ἀναιρέω
εὔδμητος,0,1,39,"unresting snowed, dazzling, deep, confused",20,well-built,θεός ἱερός ἑκατόμβη ἵστημι βωμός
κῆδος,0,1,1,"grief, gift, splendid, thigh bones",1,"care about; matter; anxiety, grief; troubles",ἄναξ Χρύσης πέμπω ἀνήρ Ἀγαμέμνων παῖς ἄγω Φοῖβος ἱερός ἑκατόμβη ῥέζω Δαναοί
πατέομαι,0,1,28,"cut, leave, draw, stream",2,"eat; drink; eat of, partake of; eat, taste food",μῆρα καίω σπλάγχνον μιστύλλω ὀβελός πείρω ὀπτάω ἐρύω1 πᾶς
ἄαπτος,0,1,-1,,21,"not to be touched, resistless, invincible",ἐπιπείθομαι μῦθος χραισμέω ὅσος θεός Ὄλυμπος εἶμι χείρ ἐφίημι
κνέφας,0,1,0,"early, morn, light, day",16,"darkness; evening dusk, twilight; morning twilight; dawn",ἥλιος καταδύω ἔρχομαι κοιμάω πρυμνήσιος ναῦς
ποτός,0,1,18,"wine, bowl, sweet, drinking",18,"drunk, for drinking; that which one drinks, drink; drink; drinking water",πόσις2 ἐδητύς ἔρος ἵημι κοῦρος κρατήρ ἐπιστέφω νωμάω πᾶς ἐπάρχω δέπας
κερτόμιος,0,1,23,"best, better, force, bad",25,"mocking, taunting",Ζεύς Κρονίων προσαυδάω
δολομήτης,0,1,9,"greedy, silver bow, terribly, ruthless",20,,θεός συμφράζομαι βουλή
κρυπτάδιος,0,1,24,"arm, fight, anger, judgement",11,"secret, clandestine",φίλος φρονέω δικάζω
δικάζω,0,1,24,"arm, fight, anger, judgement",7,"Bis Acc; judge, sit in judgement; sit as a juror; give judgement on, decide, determine",φίλος κρυπτάδιος φρονέω
ἐπέλπομαι,0,1,35,"reproach, command, hold, encompasses",8,"have hopes of, hope; expect",Ἥρα πᾶς μῦθος οἶδα
τέρπω,0,1,30,"disperse, prepare, mischief, delight",1,"delight, gladden, cheer; will give; pleasure; give delight",φρήν ἀκούω
μέλπω,0,1,-1,,4,celebrate with song and dance; sing; let; sound,πανημέριος μολπή θεός ἱλάσκομαι καλός ἀείδω παιάν κοῦρος Ἀχαιός Ἑκάεργος
παιάν,0,1,-1,,11,,πανημέριος μολπή θεός ἱλάσκομαι καλός ἀείδω κοῦρος Ἀχαιός μέλπω Ἑκάεργος
χαλεπός,0,1,23,"best, better, force, bad",21,"difficult; hard to bear, painful, grievous; severity; hardships",ἄλοχος
μολπή,0,1,-1,,15,dance; rhythmic movement with song; song; the note,πανημέριος θεός ἱλάσκομαι καλός ἀείδω παιάν κοῦρος Ἀχαιός μέλπω Ἑκάεργος
πανημέριος,0,1,-1,,21,all day long; in a whole dayʼs sail; of the whole day,μολπή θεός ἱλάσκομαι καλός ἀείδω παιάν κοῦρος Ἀχαιός μέλπω Ἑκάεργος
ἐπάρχω,0,1,2,"dishonour, bend, alive, awe",8,"rule over; to be governor, commandant of; rule besides; pour the first drops",πόσις2 ἐδητύς ἔρος ἵημι κοῦρος κρατήρ ἐπιστέφω ποτός νωμάω πᾶς δέπας
νωμάω,0,1,28,"cut, leave, draw, stream",2,"deal out, distribute; pour; the several; direct, guide",πόσις2 ἐδητύς ἔρος ἵημι κοῦρος κρατήρ ἐπιστέφω ποτός πᾶς ἐπάρχω δέπας
ἐπιεικής,0,1,13,"wish, owe, willing, urge",8,"fitting, meet, suitable; meet; a fair; reasonable",ἀκούω θεός πρότερος οἶδα ἄνθρωπος
πρότερος,0,1,-1,,21,"before, in front; fore; in front; former, earlier",ἐπιεικής ἀκούω θεός οἶδα ἄνθρωπος
ὀβελός,0,1,19,"thigh, knee, nail, sheath",12,"spit; pointed square pillar, obelisk; horizontal line",μῆρα καίω σπλάγχνον πατέομαι μιστύλλω πείρω ὀπτάω ἐρύω1 πᾶς
ἐπιστέφω,0,1,28,"cut, leave, draw, stream",2,filled; to be full; covered with; pour,πόσις2 ἐδητύς ἔρος ἵημι κοῦρος κρατήρ ποτός νωμάω πᾶς ἐπάρχω δέπας
διείρομαι,0,1,35,"reproach, command, hold, encompasses",8,,θεός ἐθέλω νοέω ἕκαστος μεταλλάω
ποῖος,0,1,-1,,9,of what kind?; what manner of; what sort; every,αἰνός Κρονίδης μῦθος εἶπον
εὔκηλος,0,1,-1,,21,"free from care, at oneʼs ease; without fear; still, silent; steady, even",φράζω ἐθέλω
παρεῖπον,0,1,20,"destroy, accept, away, lay",7,"talk over, win over; by thy persuasions; give; advice",δείδω φρήν ἀργυρόπεζος Θέτις θυγάτηρ ἅλιος γέρων
ἔρος,0,1,28,"cut, leave, draw, stream",12,"love, desire; Eros",πόσις2 ἐδητύς ἵημι κοῦρος κρατήρ ἐπιστέφω ποτός νωμάω πᾶς ἐπάρχω δέπας
ἐτήτυμος,0,1,31,"tolerable, worth, fulfil, accused",21,"true; the truth; truthful; genuine, real",οἴομαι κατανεύω Ἀχιλλεύς τιμάω ὄλλυμι πολύς ναῦς Ἀχαιός
ἐδητύς,0,1,-1,,12,"meat, food",πόσις2 ἔρος ἵημι κοῦρος κρατήρ ἐπιστέφω ποτός νωμάω πᾶς ἐπάρχω δέπας
πόσις2,0,1,-1,,12,"drinking, drink, beverage; carousal; over their cups; draught",ἐδητύς ἔρος ἵημι κοῦρος κρατήρ ἐπιστέφω ποτός νωμάω πᾶς ἐπάρχω δέπας
δαιμόνιος,0,1,-1,,22,"belonging to a; miraculous, marvellous; good sir; lady",οἴομαι
πράσσω,0,1,24,"arm, fight, anger, judgement",7,"pass through, pass over; experience certain for; tunes, fare; achieve, effect, accomplish",δύναμαι
μέλλω,0,1,13,"wish, owe, willing, urge",8,to be destined; likely to; belike; doubtless,φίλος
πόνος,0,1,26,"strength, death, strife, fear",12,"work; hard work, toil; the toil of war; toil",δαίς1 παύω τεύχω δαίνυμι θυμός δέω ἴσος
ὀπτάω,0,1,28,"cut, leave, draw, stream",2,"roast, broil; roast; broil; fry",μῆρα καίω σπλάγχνον πατέομαι μιστύλλω ὀβελός πείρω ἐρύω1 πᾶς
σφάζω,0,1,28,"cut, leave, draw, stream",2,"slay, slaughter; by cutting the throat; slaughter; cut",εὔχομαι οὐλοχύται προβάλλω αὐερύω πρῶτος δέρω μηρός ἐκτέμνω κνῖσα καλύπτω δίπτυχος ποιέω
ἀταρτηρός,0,1,23,"best, better, force, bad",21,"mischievous, baneful",Πηλείδης ἔπος Ἀτρείδης προσεῖπον
λιάζομαι,0,1,2,"dishonour, bend, alive, awe",6,"bend, incline; go aside, recoil, shrink; shrank; hast",Ἀχιλλεύς δακρύω ἑταῖρος ἕζομαι θίς ἅλς1 πολιός ὁράω ἀπείρων πόντος
λεύσσω,0,1,25,"luo, shut, look gaze, loosen",8,"look; gaze upon, see; look, gaze; lives",πᾶς γέρας ἔρχομαι
Κλυταιμνήστρη,0,1,-1,,20,,προβέβουλα κουρίδιος ἄλοχος χείρων δέμας φυή φρήν ἔργον
προβέβουλα,0,1,34,"speak, attempt, ask, make",8,prefer; make plans,Κλυταιμνήστρη κουρίδιος ἄλοχος χείρων δέμας φυή φρήν ἔργον
κουρίδιος,0,1,-1,,20,"wedded; lawful, wedded wife; wedded wife; lawful marriage",Κλυταιμνήστρη προβέβουλα ἄλοχος χείρων δέμας φυή φρήν ἔργον
δέμας,0,1,12,"speech, stature, growth, heart",10,bodily frame; the living body; in stature; shoot,Κλυταιμνήστρη προβέβουλα κουρίδιος ἄλοχος χείρων φυή φρήν ἔργον
φυή,0,1,12,"speech, stature, growth, heart",10,"growth, stature; fine growth, noble stature; in size; growth",Κλυταιμνήστρη προβέβουλα κουρίδιος ἄλοχος χείρων δέμας φρήν ἔργον
ἑτοιμάζω,0,1,30,"disperse, prepare, mischief, delight",1,"get ready, prepare; to those furnishing; cause to be prepared; prepare for oneself",γέρας οἶος Ἀργεῖος ἀγέραστος εἴκω1
ἀγέραστος,0,1,15,"youth, safe, small, honour",21,"without a gift of honour, unrecompensed",γέρας ἑτοιμάζω οἶος Ἀργεῖος εἴκω1
ποδάρκης,0,1,-1,,19,,ἀμείβω δῖος Ἀχιλλεύς
μαντεύομαι,0,1,-1,,8,"divine, prophesy; draw divinations from; by means of; presage, forebode, surmise",κακός φίλος φρήν
κύδιστος,0,1,9,"greedy, silver bow, terribly, ruthless",22,"most honoured, noblest; greatest; profits it",Ἀτρείδης φιλοκτέανος πᾶς δίδωμι γέρας μεγάθυμος Ἀχαιός
φιλοκτέανος,0,1,9,"greedy, silver bow, terribly, ruthless",22,"loving possessions, greedy of gain, covetous",Ἀτρείδης κύδιστος πᾶς δίδωμι γέρας μεγάθυμος Ἀχαιός
ξυνήιος,0,1,-1,,11,common; common stock,οἶδα κεῖμαι πολύς
κεῖμαι,0,1,-1,,11,"śáyate; cunae; to be laid; lie, lie outstretched",οἶδα ξυνήιος πολύς
ἐπέοικε,0,1,-1,,8,,λαός παλίλλογος ἐπαγείρω
παλίλλογος,0,1,-1,,21,collected again,λαός ἐπέοικε ἐπαγείρω
ἐπαγείρω,0,1,-1,,7,"gather together, collect; assemble",λαός ἐπέοικε παλίλλογος
θεοπροπέω,0,1,-1,,25,prophesy; to be a,Δαναοί ἀγορεύω ἑκηβόλος ἄλγος τεύχω κόρη Χρυσηίς ἀγλαός ἄποινα ἐθέλω δέχομαι πολύς
κρήγυος,0,1,-1,,21,"good, useful; agreeable; a good symptom; honourably",μάντις κακός εἶπον
δακρύω,0,1,7,"fear, rejoice, tears, cower",6,"weep, shed tears; with tears; to flood; to be in tears",Ἀχιλλεύς ἑταῖρος ἕζομαι λιάζομαι θίς ἅλς1 πολιός ὁράω ἀπείρων πόντος
ἀπωθέω,0,1,20,"destroy, accept, away, lay",7,"thrust away, push back; pushed; off; thrust away from oneself",Δαναοί ἀεικής λοιγός πατήρ φίλος δίδωμι ἑλικῶπις κόρη ἀπρίατος ἀνάποινος ἄγω ἱερός
ζάω,0,1,2,"dishonour, bend, alive, awe",21,,εὔχομαι Δαναοί Ἀπόλλων Ζεύς φίλος Κάλχας θεοπροπία ἀναφαίνω χθών δέρκομαι κοῖλος ναῦς
χθών,0,1,8,"sea, earth, land, salt",9,earth; the surface of it; soil; the earth,εὔχομαι Δαναοί Ἀπόλλων Ζεύς φίλος Κάλχας θεοπροπία ἀναφαίνω ζάω δέρκομαι κοῖλος ναῦς
δέρκομαι,0,1,2,"dishonour, bend, alive, awe",6,"see clearly, see; having sight; alive, living; since she lives",εὔχομαι Δαναοί Ἀπόλλων Ζεύς φίλος Κάλχας θεοπροπία ἀναφαίνω ζάω χθών κοῖλος ναῦς
ἐπιφέρω,0,1,20,"destroy, accept, away, lay",7,"bring, put; lay upon; will lay; upon",εὔχομαι Δαναοί Ἀπόλλων Ζεύς φίλος Κάλχας θεοπροπία ἀναφαίνω ζάω χθών δέρκομαι κοῖλος
αὐδάω,0,1,-1,,4,"utter sounds, speak; utter; speak, say; twas said",μάντις ἀμύμων
ἀπολύω,0,1,20,"destroy, accept, away, lay",4,"loose from; from; undo; set free, release, relieve from",θυγάτηρ ἀποδέχομαι ἄποινα
ἀποδέχομαι,0,1,20,"destroy, accept, away, lay",4,"accept; accept as a teacher, follow; admit; admitting into the mind",ἀπολύω θυγάτηρ ἄποινα
ἑλικῶπις,0,1,38,"shooting, far, fingered large, feeding",20,,Δαναοί ἀεικής λοιγός ἀπωθέω πατήρ φίλος δίδωμι κόρη ἀπρίατος ἀνάποινος ἄγω ἱερός
ὄσσομαι,0,1,2,"dishonour, bend, alive, awe",8,"oqṷ-yo; see, look; Fr.anon; see in spirit",Κάλχας πρώτιστος κακός προσεῖπον
ἀπρίατος,0,1,-1,,21,,Δαναοί ἀεικής λοιγός ἀπωθέω πατήρ φίλος δίδωμι ἑλικῶπις κόρη ἀνάποινος ἄγω ἱερός
ἀνάποινος,0,1,-1,,21,without ransom,Δαναοί ἀεικής λοιγός ἀπωθέω πατήρ φίλος δίδωμι ἑλικῶπις κόρη ἀπρίατος ἄγω ἱερός
ἀμφιμέλας,0,1,-1,,20,black all round; darkened on either side; coal-black,μένος μέγας φρήν πίμπλημι
πίμπλημι,0,1,30,"disperse, prepare, mischief, delight",1,fill; fill full of; filled; full,μένος μέγας φρήν ἀμφιμέλας
πῦρ,0,1,0,"early, morn, light, day",9,fire; funeral-fire; burn; sacrificial fire,ὄσσε λαμπετάω εἴκω1
λαμπετάω,0,1,0,"early, morn, light, day",6,shine; shining,ὄσσε πῦρ εἴκω1
πρώτιστος,0,1,-1,,21,"the very first; principal, primal; first of all; now that",Κάλχας κακός ὄσσομαι προσεῖπον
τριπλόος,0,1,-1,,15,"triple, threefold; thrice repeated; compounded of three",Ἀχαιός τετραπλόος ἀποτίνω Ζεύς δίδωμι πόλις Τροία εὐτείχεος ἐξαλαπάζω
τετραπλόος,0,1,-1,,15,fourfold,Ἀχαιός τριπλόος ἀποτίνω Ζεύς δίδωμι πόλις Τροία εὐτείχεος ἐξαλαπάζω
ἀποτίνω,0,1,34,"speak, attempt, ask, make",7,repay; pay for; may atone for; made atonement,Ἀχαιός τριπλόος τετραπλόος Ζεύς δίδωμι πόλις Τροία εὐτείχεος ἐξαλαπάζω
ἠχήεις,0,1,-1,,14,"sounding, ringing, roaring; high, echoing",βοῦς ἐλαύνω ἵππος Φθία ἐριβῶλαξ βωτιάνειρα καρπός1 δηλέομαι πολύς ὄρος σκιόεις θάλασσα
βοῦς,0,1,3,"bull, bird, night, chariot",12,"bullock, bull, ox; cow; cattle; buffalo",ἐλαύνω ἵππος Φθία ἐριβῶλαξ βωτιάνειρα καρπός1 δηλέομαι πολύς ὄρος σκιόεις θάλασσα ἠχήεις
ἵππος,0,1,3,"bull, bird, night, chariot",12,horse; mare; team of chariot-horses; the chariot,βοῦς ἐλαύνω Φθία ἐριβῶλαξ βωτιάνειρα καρπός1 δηλέομαι πολύς ὄρος σκιόεις θάλασσα ἠχήεις
ἐριβῶλαξ,0,1,38,"shooting, far, fingered large, feeding",20,with large clods; very fertile,βοῦς ἐλαύνω ἵππος Φθία βωτιάνειρα καρπός1 δηλέομαι πολύς ὄρος σκιόεις θάλασσα ἠχήεις
βωτιάνειρα,0,1,38,"shooting, far, fingered large, feeding",20,"man-feeding, nurse of heroes",βοῦς ἐλαύνω ἵππος Φθία ἐριβῶλαξ καρπός1 δηλέομαι πολύς ὄρος σκιόεις θάλασσα ἠχήεις
καρπός1,0,1,-1,,9,"fruit; the fruits of the earth, corn; harvest; crops",βοῦς ἐλαύνω ἵππος Φθία ἐριβῶλαξ βωτιάνειρα δηλέομαι πολύς ὄρος σκιόεις θάλασσα ἠχήεις
