lemma,freq,hdbscan,ward_40,ward_80,ward_150,x,y
ἀμείβω,132,218,9,22,26,0.1001682,10.787517
ἀμείνων,45,-1,2,44,49,1.6561453,10.27754
ἀμενηνός,6,77,0,50,1,2.0097694,8.453114
ἀμολγός,5,111,12,5,22,2.856893,11.044102
ἀμφίγυος,9,43,10,0,16,1.7516975,9.876766
ἀμφίπολος,66,-1,15,78,38,5.2588563,9.0837345
ἀμφίς,39,91,21,1,52,1.9357452,7.067106
ἀμφαδόν,7,106,21,10,106,2.3640747,8.136872
ἀμφιάζω,5,205,7,6,83,1.2717601,13.935665
ἀμφιέλισσα,18,205,7,6,83,1.3280388,13.899115
ἀμφιέπω,11,205,7,6,83,1.285373,13.989566
ἀμφιβάλλω,6,205,7,6,83,1.0139704,13.89938
ἀμφιβαίνω,10,205,7,6,83,1.0497425,13.930747
ἀμφιγύεις,11,43,10,0,16,1.7857494,9.840999
ἀμφικαλύπτω,23,205,7,6,83,1.3377502,13.931974
ἀμφικύπελλος,15,-1,1,41,64,1.7992201,9.739488
ἀμφιμάχομαι,8,205,7,6,83,1.3429128,13.98732
ἀμφινέμομαι,10,205,14,16,59,1.3371524,13.984269
ἀμφιπένομαι,8,205,7,6,83,1.3233315,13.992429
ἀμφιφορεύς,8,205,7,6,83,1.3057538,13.954887
ἀμφιχέω,7,205,7,6,83,1.3695006,13.929355
ἀμφοτέρωθεν,17,-1,21,1,52,2.1459053,6.9056783
ἀμφότερος,113,-1,31,79,79,2.218594,6.181005
ἀμύμων,106,-1,2,68,127,4.1564875,8.986152
ἀμύντωρ,5,-1,23,13,84,1.4861372,10.861717
ἀμύνω,93,-1,28,59,120,1.4442928,10.881706
ἀνάγκη,41,168,10,0,16,1.7300559,10.348073
ἀνάγω,13,224,7,47,50,0.14630684,13.6611395
ἀνάπτω,6,134,10,0,16,1.4335421,10.955971
ἀνάρσιος,6,35,2,2,25,3.8483157,8.160305
ἀνάσσω,63,133,10,0,16,1.4461426,10.841961
ἀνέλκω,6,223,7,76,53,0.72228754,13.561416
ἀνέρομαι,11,234,9,22,26,0.16484948,11.123085
ἀνέρχομαι,9,225,7,47,50,-0.010120042,14.03263
ἀνέχω,64,175,7,6,83,0.49106547,13.480166
ἀνήρ,988,32,15,20,114,5.3114142,8.48536
ἀνίημι,34,-1,10,0,16,1.5024223,10.79117
ἀνίστημι,80,-1,7,47,50,0.17404121,13.9846525
ἀναίνομαι,16,-1,4,27,108,0.40128136,11.8847475
ἀναίσσω,22,186,14,29,28,1.7687725,13.826825
ἀναίτιος,5,35,2,2,25,3.3111773,8.031312
ἀναβαίνω,39,221,7,47,36,0.13115135,14.0727
ἀναγιγνώσκω,8,-1,9,9,58,1.5544748,10.461841
ἀναγκαῖος,6,-1,10,0,16,1.7377762,10.365881
ἀναδύνω,7,196,7,76,53,0.6214453,13.729874
ἀναείρω,6,177,7,47,50,0.25830507,13.689128
ἀναιδής,9,73,0,19,55,2.259957,8.756268
ἀναιρέω,15,189,7,76,143,0.3107951,13.102544
ἀνακαίω,5,190,14,16,59,0.8168838,13.5949545
ἀνακλίνω,8,-1,7,47,36,1.4029657,13.323205
ἀναλύω,6,176,17,70,91,1.9402343,12.422011
ἀνανεύω,5,-1,7,6,109,0.0032158787,11.05221
ἀναπάλλω,13,-1,14,29,28,0.90925646,13.890919
ἀναπίμπλημι,8,203,7,76,53,0.6787908,12.89888
ἀναπνέω,14,-1,7,76,53,0.74157614,13.189678
ἀναρπάζω,8,202,7,76,53,0.6211402,13.054009
ἀνατρέχω,8,208,7,76,53,0.45760304,13.74792
ἀναφαίνω,8,5,32,65,65,1.6727074,12.521039
ἀναχάζω,14,230,13,48,12,0.3550406,12.459305
ἀναχωρέω,14,197,7,47,35,0.43966958,13.870979
ἀνδροκτασία,6,111,16,31,7,3.105391,11.041806
ἀνδροφόνος,17,-1,10,7,77,2.9926033,9.710192
ἀνδρόμεος,7,-1,10,7,77,2.995801,9.798299
ἀνεγείρω,6,177,7,47,50,0.2561372,13.825038
ἀνεκτός,6,-1,10,0,62,1.6614591,10.617824
ἀνεμώλιος,6,35,2,2,25,3.9002845,8.251396
ἀνεψιός,5,-1,15,78,38,4.9925685,8.893889
ἀνθεμόεις,5,-1,10,7,4,1.2446258,9.446913
ἀνιάζω,7,-1,13,48,6,1.0497768,11.793578
ἀνιάω,7,-1,13,48,6,0.9534599,11.723901
ἀνορούω,18,164,20,54,87,0.9355554,13.157062
ἀντάω,11,-1,18,18,23,1.1179599,12.658295
ἀντίβιος,9,16,19,4,145,2.4735663,7.755399
ἀντίθεος,56,16,19,4,145,2.5733619,7.8575244
ἀντίον,47,218,21,1,100,0.12943104,10.621924
ἀντίος,84,29,21,1,100,1.9390953,7.443736
ἀντιάζω,10,201,10,7,4,1.5535452,11.472499
ἀντιάω,15,201,10,7,4,1.5440229,11.499648
ἀντιβολέω,23,-1,10,7,4,1.5012896,11.302905
ἀντικρύ,29,83,31,34,113,2.8606167,6.3880343
ἀνύω,5,-1,7,76,53,0.7809804,12.93603
ἀοιδή,20,138,12,5,5,2.857432,11.708588
ἀοιδός,31,138,12,5,5,2.849146,11.706245
ἀολλής,29,77,0,19,54,1.9445982,8.456144
ἀορτήρ,5,-1,10,0,16,1.8190653,10.36001
ἀπάγω,7,-1,7,47,50,0.077420056,13.502247
ἀπάνευθε,46,140,21,1,52,1.9229882,6.7355227
ἀπάτη,5,210,16,31,7,3.233715,11.146288
ἀπέρχομαι,5,178,7,76,143,0.042706948,13.410798
ἀπέχω,17,178,7,76,143,0.10824698,13.108246
ἀπήμων,17,66,2,68,127,1.9851035,8.534123
ἀπήνη,14,-1,10,0,16,1.9123034,10.57824
ἀπαίνυμαι,6,-1,7,76,53,1.1441423,12.8954935
ἀπαγγέλλω,8,-1,9,22,26,0.25102964,11.238331
ἀπαμείβομαι,115,218,9,22,26,0.1047684,10.847563
ἀπαμύνω,6,-1,28,59,120,0.97809774,12.090051
ἀπατάω,6,-1,30,61,14,0.58143437,12.50447
ἀπαυράω,37,-1,10,0,16,1.4589767,10.876099
ἀπείρων2,14,66,29,14,31,1.8299786,8.954859
ἀπειλέω2,22,206,4,27,108,-0.10967203,11.632022
ἀπειλή,6,181,4,27,108,2.7751486,11.101574
ἀπερείσιος,13,128,1,41,66,4.1369843,12.54043
ἀπεχθάνομαι,10,231,4,27,21,0.39459705,11.707297
ἀπεῖπον,12,178,7,76,143,0.009961004,12.954695
ἀπηνής,10,73,0,19,55,2.1545346,8.751295
ἀπιθέω,34,231,4,27,21,0.5014481,11.62847
ἀποίχομαι,11,-1,17,70,142,2.4079778,13.195829
ἀποβαίνω,39,-1,7,47,36,0.15237728,14.14352
ἀποδίδωμι,11,179,3,42,42,0.15079686,12.965569
ἀποκτείνω,20,96,14,29,33,2.4712775,13.170186
ἀποκόπτω,6,-1,7,76,53,0.27120864,13.235032
ἀπολάμπω,6,5,32,65,65,1.8839395,13.010075
ἀπολήγω,12,178,7,76,143,0.040553633,13.019043
ἀπολύω,7,178,7,76,143,0.027338691,13.152144
ἀπομόργνυμι,6,186,20,56,27,1.273819,13.26905
ἀπονέομαι,17,226,10,0,16,-0.14128374,14.09853
ἀπονίζω,7,213,14,29,28,1.6539465,13.634362
ἀπονίναμαι,6,180,34,3,137,0.15141688,12.689352
ἀπονοστέω,6,197,7,47,35,0.29747298,13.805964
ἀπονόσφι,6,-1,21,1,52,1.9067711,6.777757
ἀποπέμπω,18,178,7,76,143,-0.038509086,13.256124
ἀποπαύω,12,178,7,76,143,0.045415655,13.135537
ἀποπλάζω,7,186,14,29,28,1.6545978,13.811083
ἀποπλέω,5,197,7,47,50,0.046595063,13.731454
ἀπορούω,7,164,20,54,87,0.93580353,13.319493
ἀποσεύω,5,-1,7,76,53,0.9327589,13.622447
ἀποστείχω,5,197,7,47,50,0.033258483,13.770918
ἀποστρέφω,6,198,7,47,35,1.2128904,14.187877
ἀποτίνω,25,179,10,53,117,0.20276996,12.958865
ἀποτρέπω,9,142,38,38,74,-0.13511567,13.182081
ἀποφέρω,6,178,7,76,143,0.05274777,13.135197
ἀποφθίνω,15,96,17,70,142,2.4947846,13.25405
ἀπωθέω,21,-1,7,76,143,0.3620968,13.194207
ἀπόλλυμι,61,189,7,76,143,0.28618422,13.046952
ἀπόπροθεν,5,140,21,1,52,1.9576626,6.777754
ἀπόπροθι,6,-1,21,1,52,1.9352586,6.730211
ἀρά,5,181,16,31,7,2.7345638,11.057352
ἀράομαι,35,-1,14,16,18,0.21767333,11.925081
ἀράσσω,9,186,14,29,28,1.8226345,13.631978
ἀράω2,7,133,35,35,0,1.4661175,10.737958
ἀρέσκω,8,-1,13,48,12,0.093816854,11.896737
ἀρή,8,207,16,31,7,2.967981,11.203493
ἀρήγω,18,133,10,0,16,1.4444294,10.817241
ἀρίγνωτος,7,-1,0,32,15,2.5156293,8.299047
ἀρίζηλος,7,77,29,14,124,2.0568917,8.481942
ἀραβέω,10,228,20,66,32,1.4001341,12.076944
ἀραιός,5,137,0,50,1,3.2596383,9.214759
ἀραρίσκω,69,186,14,29,28,1.5868611,13.186721
ἀργής,8,64,10,7,4,3.004567,9.257266
ἀργαλέος,55,130,0,50,1,3.1578853,8.756897
ἀργεννός,6,64,10,7,4,3.0325358,9.254376
ἀργιόδους,11,64,10,7,4,2.9542701,9.251675
ἀργυρόηλος,17,-1,10,7,4,1.6599143,9.422738
ἀργυρόπεζα,11,-1,10,7,4,1.7825288,9.434398
ἀργυρότοξος,13,-1,10,7,4,1.781895,9.369356
ἀργός,7,64,0,50,1,3.0697606,9.210328
ἀργύρεος,38,53,1,8,96,3.365992,9.615559
ἀρείων,16,79,2,44,49,3.3086305,7.782142
ἀρετή,33,210,16,31,7,3.373536,11.316832
ἀρηίφιλος,26,-1,36,17,138,6.599391,8.160681
ἀριπρεπής,9,-1,2,44,49,2.4851124,8.320285
ἀριστερός,24,-1,1,72,72,5.2411346,12.14743
ἀριστεύς,28,54,23,13,56,4.7164288,9.12358
ἀριστεύω,13,-1,23,13,56,2.412593,11.978102
ἀριφραδής,5,106,2,44,49,2.4384193,8.1436825
ἀρκέω,9,174,18,18,23,0.69433767,13.062131
ἀρνέομαι,9,-1,4,27,108,0.22493953,11.647378
ἀρνειός,10,56,6,46,10,5.649709,10.28902
ἀρνός,23,56,6,46,10,5.6270556,10.142149
ἀρτύνω,14,145,14,16,18,1.0640656,12.777635
ἀρτύω,5,145,14,16,18,0.94637877,12.74511
ἀρχή,11,168,10,0,16,1.8260312,10.362586
ἀρχός,27,50,23,13,56,4.6370125,9.242843
ἀρωγός,6,-1,10,0,16,1.5805492,10.697162
ἀσάμινθος,11,-1,11,23,126,4.532014,11.2248
ἀσθμαίνω,6,4,14,29,28,1.8554801,12.512669
ἀσκέω,10,121,28,60,24,1.4223869,12.938329
ἀσκηθής,6,77,0,19,54,2.0325136,8.421744
ἀσκός,8,187,12,5,22,5.624422,11.223034
ἀσπάσιος,21,-1,0,50,2,2.8306937,8.009861
ἀσπίς,96,158,1,8,96,4.55281,11.850622
ἀσπαίρω,12,176,20,30,130,1.8940896,12.590157
ἀσπαστός,7,-1,0,50,2,3.108605,8.286887
ἀσπερχές,6,77,0,19,54,2.024184,8.383259
ἀσπιστής,11,42,10,0,16,2.530134,10.10156
ἀστήρ,13,18,32,65,65,3.8370748,10.32682
ἀστερόεις,11,99,10,7,4,1.306155,9.445561
ἀσφαλής,8,77,0,19,54,2.257555,8.163782
ἀσχαλάω,7,201,10,7,4,1.549315,11.629963
ἀτάλαντος,28,-1,2,68,61,2.48458,11.023697
ἀτάσθαλος,15,-1,2,68,61,2.9361527,10.760983
ἀτέλεστος,6,-1,10,0,62,1.8465781,10.889602
ἀτέμβω,8,231,13,11,19,0.4838726,11.789198
ἀτασθαλία,11,-1,2,68,61,3.4267743,11.068697
ἀτειρής,13,73,0,19,55,2.1408756,8.665866
ἀτερπής,5,73,0,19,55,2.2720296,8.678907
ἀτιμάζω,13,156,30,61,14,1.4835182,12.140277
ἀτιμάω,12,156,30,61,14,1.6083028,12.149043
ἀτιτάλλω,11,95,14,29,33,2.160892,13.1692095
ἀτρέμας,9,-1,0,19,54,2.0693533,7.996647
ἀτραπός,5,-1,12,5,22,4.3540916,10.163892
ἀτρεκής,30,106,0,58,13,2.3796096,8.157511
ἀτρύγετος,15,-1,10,7,4,1.4787325,9.502501
ἀτύζω,11,232,13,48,6,0.73409104,12.161745
ἀυτή,29,103,10,0,148,2.6848505,10.852506
ἀυτμή,13,103,10,0,148,2.80933,10.818083
ἀφίημι,22,161,7,47,35,0.0005759429,13.468641
ἀφίστημι,13,161,7,47,35,0.055901937,13.561969
ἀφαιρέω,20,189,7,76,143,0.24583706,13.114007
ἀφαμαρτάνω,13,180,34,3,137,0.19372377,12.728154
ἀφαυρός,5,94,2,44,49,3.5349271,7.7695775
ἀφικάνω,8,226,7,47,50,-0.16799966,14.127621
ἀφικνέομαι,47,226,7,47,50,-0.14654037,14.11238
ἀφνειός,27,44,15,78,38,4.1112766,8.619191
ἀφραδής,6,107,0,58,13,2.4821596,8.101023
ἀφραδία,11,-1,0,58,13,3.5519373,11.071548
ἀφύσσω,17,212,14,29,28,1.4494871,13.201913
ἀχαιός,6,-1,10,0,16,1.8122269,10.350422
ἀχεύω,92,232,13,48,6,0.82795346,11.861227
ἀχλύς,9,103,10,0,148,3.0721838,10.740108
ἁδινός,10,-1,0,50,2,3.2676587,8.505356
ἁλίσκομαι,16,8,7,76,143,1.2322553,12.206439
ἁλμυρός,8,-1,22,57,57,3.9036353,9.696259
ἁμαρτάνω,24,180,34,3,137,0.19054909,12.686476
ἁμός,7,31,15,20,122,4.673735,7.9179087
ἁνδάνω,26,145,18,18,23,1.0138303,12.630743
ἁπαλός,12,137,0,50,1,3.400574,9.02809
ἁρπάζω,15,223,7,76,53,0.60850954,13.371881
ἄαπτος,14,-1,10,0,16,1.9846587,10.800613
ἄατος,7,66,5,73,73,1.5722344,8.632962
ἄγαλμα,8,168,3,42,42,1.7660575,10.404873
ἄγαμαι,27,235,13,48,12,0.28634158,11.944623
ἄγγελος,33,29,21,1,100,2.0270662,7.577687
ἄγγος,6,112,1,41,66,4.5104957,12.504289
ἄγε,170,70,31,34,131,4.050504,6.812942
ἄγκος,5,112,1,41,66,4.483453,12.480148
ἄγνυμι,26,186,14,29,28,1.8527976,13.890449
ἄγραυλος,9,41,10,0,90,2.6862242,9.898362
ἄγριος,30,-1,2,2,40,3.836871,8.971968
ἄγχι,59,91,21,1,52,1.9488182,7.1297727
ἄγχιστος,6,91,21,1,52,1.9165964,7.131446
ἄγω,292,224,7,47,50,0.1441207,13.631482
ἄελλα,14,103,10,0,148,2.8241796,10.609809
ἄημι,12,-1,10,0,16,1.9973601,10.861218
ἄκοιτις,22,-1,10,0,115,2.0710435,10.18113
ἄκρα,9,-1,29,14,31,4.455566,10.52998
ἄκρατος,5,66,0,19,54,1.7311217,8.61562
ἄκρις,6,-1,29,14,31,4.5342603,10.543761
ἄκριτος,10,66,0,19,54,1.680732,8.585428
ἄκρον,7,0,29,14,31,2.0668871,7.3796363
ἄκρος,49,0,29,14,31,2.2274363,7.662811
ἄκων,21,-1,10,0,16,1.9419475,10.557465
ἄλαλκε,12,8,10,0,16,0.704453,12.727414
ἄλαστος,6,66,0,19,54,1.7955853,8.618122
ἄλγος,85,126,1,41,66,4.0516486,12.302568
ἄλεισον,7,120,6,45,45,3.6280975,12.853775
ἄλειφαρ,6,120,6,45,45,3.4735916,12.946811
ἄλκιμος,48,-1,1,8,96,3.6534324,8.890669
ἄλλοθεν,20,-1,21,1,100,2.2587361,7.090266
ἄλλοτε,43,83,31,34,113,2.9286394,6.229843
ἄλλυδις,12,89,21,1,100,2.2848344,6.9429803
ἄλλως,17,84,21,77,3,2.7338934,7.0105057
ἄλλῃ,13,-1,21,77,3,2.4420881,6.960167
ἄλοχος,101,-1,15,78,38,5.1861815,9.0452795
ἄλσος,9,171,3,21,70,5.006256,10.969848
ἄλφιτον,15,119,6,45,45,3.9977393,12.769024
ἄμαξα,16,186,6,46,10,1.9834566,13.935561
ἄμβροτος,20,66,0,19,54,1.5852966,8.602147
ἄμοτον,9,66,0,19,54,1.6191074,8.581629
ἄμυδις,15,89,21,1,52,2.3469324,6.9416146
ἄμφω,59,-1,31,79,79,2.343413,5.936197
ἄναλκις,17,66,0,19,54,1.9323175,8.822405
ἄναξ,222,-1,23,13,56,5.012583,8.724485
ἄνδιχα,5,-1,21,10,106,2.1957173,7.3524914
ἄνειμι,18,225,7,47,50,-0.066995144,14.079409
ἄνεμος,102,13,32,65,65,3.7536755,10.121469
ἄνευθε,22,140,21,1,52,1.9431484,6.738217
ἄνεω,7,58,2,2,69,2.3799562,7.746246
ἄνθος,11,60,6,46,146,5.3087797,10.618554
ἄνθρωπος,172,32,15,20,114,5.2770886,8.402447
ἄντα,41,91,21,1,52,1.9509698,7.1555386
ἄντην,20,-1,10,0,115,1.9005792,10.247222
ἄντομαι,8,-1,18,18,23,1.3686513,12.865741
ἄντρον,9,172,11,69,34,5.0479927,11.076247
ἄντυξ,13,-1,11,23,126,4.722638,11.186062
ἄνωγα,135,206,4,43,43,-0.21245642,11.46935
ἄξιος,10,-1,2,2,25,3.4074702,7.937316
ἄξων,6,54,12,51,51,2.807881,10.47302
ἄορ,21,103,5,73,73,2.3970895,10.914464
ἄπειμι,18,178,7,76,143,-0.017501537,13.3145075
ἄπειμι2,9,225,7,47,50,-0.022465099,14.077855
ἄπιστος,5,-1,10,0,16,1.6531248,10.405114
ἄποινα,26,-1,3,42,42,3.9456666,12.389535
ἄπρακτος,5,66,0,19,54,1.766778,8.551066
ἄργυρος,12,-1,10,7,140,3.3671079,9.882908
ἄρειος,34,38,2,2,69,4.1324525,9.372091
ἄριστον,6,93,2,2,40,3.296253,7.6394796
ἄριστος,212,93,2,2,40,3.4390476,7.7045026
ἄρνυμαι,5,-1,20,56,27,0.9364281,12.31118
ἄρουρα,40,-1,10,0,16,1.8118223,10.347353
ἄρρηκτος,10,66,0,19,54,1.7804796,8.705843
ἄρσην,10,56,6,46,10,5.390014,9.953362
ἄρχω,124,55,23,13,56,4.6065526,9.197259
ἄσβεστος,13,66,32,65,65,1.7460501,8.6243
ἄσπετος,32,66,0,19,54,1.6113681,8.59087
ἄστρον,5,18,1,41,66,3.880571,10.398838
ἄστυ,128,171,5,24,94,5.043053,10.851213
ἄστυδε,7,90,21,71,17,4.866245,6.8209205
ἄσχετος,5,66,0,19,54,1.612281,8.568707
ἄτερ,12,-1,33,33,123,1.9098388,6.7779765
ἄτη,24,103,5,73,73,2.66528,10.954399
ἄττα,8,70,31,34,131,4.147074,6.9119906
ἄυπνος,5,-1,21,1,52,2.083063,8.210017
ἄφαρ,34,89,21,1,82,2.6051402,6.8138356
ἄφθιτος,9,66,0,19,54,1.6419377,8.604441
ἄφρων,14,-1,2,2,40,3.7597182,8.978754
ἄχθομαι,5,231,4,27,21,0.47857332,11.720435
ἄχθος,6,220,26,28,11,3.9372985,12.033469
ἄχνη,7,103,10,0,148,2.644532,10.888951
ἄχος,60,215,16,26,41,3.671904,11.863108
ἄψ,107,84,21,77,3,2.8097184,6.623875
ἄψορρος,10,-1,25,25,105,2.6917136,6.877027
ἄω3,14,180,5,73,73,0.50464857,12.641064
ἅζομαι,8,-1,13,11,93,0.45356563,12.198341
ἅλιος,21,-1,2,68,127,4.671555,8.476608
ἅλιος2,20,35,2,68,127,3.970201,8.368808
ἅλις,28,-1,33,33,123,3.0278304,7.3993297
ἅλλομαι,28,-1,7,76,53,0.9519902,13.486779
ἅλμη,5,103,10,0,148,2.768415,10.802379
ἅλς,119,78,22,36,8,4.5703654,10.182324
ἅμα,250,83,33,33,123,2.9303427,6.291222
ἅπας,108,-1,10,0,16,1.7835068,10.312983
ἅπτω,36,229,34,3,137,0.1443046,12.486218
ἅρμα,66,112,1,41,66,4.430911,12.477078
ἆ,14,70,31,34,131,4.065003,6.8209553
ἆθλον,31,-1,2,68,61,2.8359725,10.8738985
ἆθλος,33,-1,2,68,61,2.779343,10.821771
ἆρα,76,51,21,71,17,3.63584,6.6924615
ἆσσον,27,-1,21,1,52,1.9316055,6.875133
Ἀΐδης,12,7,5,73,73,6.838716,7.586651
Ἀίδης,12,7,5,73,73,6.7847586,7.5727763
Ἀγέλαος,8,-1,5,15,76,7.416062,8.2059965
Ἀγήνωρ,13,-1,5,15,76,7.5786667,8.26302
Ἀγαμέμνων,183,24,10,0,16,6.470975,8.605491
Ἀγχίσης,12,39,5,15,76,7.222048,8.044836
Ἀθήνη,303,10,10,0,16,6.3444996,8.832954
Ἀθηναῖος,6,15,5,24,94,5.7384677,7.877381
Ἀθῆναι,7,-1,10,0,16,1.9259398,10.545982
Ἀκάμας,10,49,5,15,76,7.3946347,7.881349
Ἀλέξανδρος,43,24,5,15,76,6.6856174,8.438064
Ἀλκίνοος,65,-1,5,15,76,7.518665,8.2940645
Ἀλκιμέδων,6,47,5,15,76,7.3767195,7.9250445
Ἀλφειός,7,78,22,57,57,4.803784,10.084508
Ἀμφίμαχος,6,-1,5,15,76,7.509797,8.247421
Ἀμφίνομος,12,-1,5,15,76,7.5528555,8.271518
Ἀμφιμέδων,6,47,5,15,76,7.4979377,8.056893
Ἀνδρομάχη,5,20,5,15,48,6.707127,8.419179
Ἀντήνωρ,17,-1,5,15,76,7.601464,8.275134
Ἀντίλοχος,61,98,5,15,76,7.486733,8.355711
Ἀντίνοος,48,-1,5,15,76,7.529639,8.257087
Ἀντηνορίδης,7,47,5,15,76,7.567107,7.978603
Ἀντιφάτης,5,98,5,15,76,7.471568,8.389468
Ἀξιός,6,78,22,57,57,4.933901,10.087733
Ἀπόλλων,149,10,10,0,16,6.3224406,8.732978
Ἀρήτη,13,-1,5,15,48,6.299146,8.680217
Ἀρίσβη,5,11,11,23,126,5.9695735,7.2259765
Ἀργειφόντης,25,63,10,63,63,6.331494,8.850606
Ἀργεῖος,218,15,5,24,94,5.7010007,7.8550725
Ἀσιάδης,5,40,5,15,76,7.1354527,7.94575
Ἀσκάλαφος,7,49,5,15,76,7.444825,7.9446926
Ἀστεροπαῖος,9,-1,5,15,76,6.8875246,8.39215
Ἀτρείδης,198,40,5,15,76,6.9675093,7.7533197
Ἀτρεύς,17,7,5,15,76,6.852417,7.604826
Ἀτρυτώνη,5,24,10,0,16,6.673769,8.647693
Ἀφροδίτη,37,10,10,0,16,6.3888464,8.847219
Ἀχαιίς,19,-1,5,24,94,5.744691,7.703913
Ἀχαιικός,7,-1,5,24,94,5.7206125,7.7256994
Ἀχαιός,698,-1,10,0,16,5.5349197,8.5265
Ἀχιλλεύς,381,24,10,0,16,6.6031513,8.532993
Ἄβας,5,-1,10,0,16,5.901486,7.9136076
Ἄδμητος,5,49,5,15,76,7.3177743,7.9226203
Ἄδρηστος,6,7,5,73,73,7.038972,7.682766
Ἄντιφος,8,98,5,15,76,7.5663714,8.317446
Ἄργος,47,-1,5,24,94,6.39472,7.4032865
Ἄρης,161,24,10,0,16,6.472593,8.743555
Ἄρητος,5,7,5,73,73,7.030095,7.726828
Ἄρτεμις,26,27,5,15,48,6.1053,8.874722
Ἄσιος,13,7,5,73,73,6.9945736,7.7160535
ἐάω,150,206,4,43,43,-0.3060729,11.501875
ἐίσκω,13,67,10,0,39,0.9705792,10.832443
ἐαρινός,6,-1,0,50,1,3.4020357,9.485873
ἐγγυαλίζω,13,134,14,29,135,1.2552872,11.085299
ἐγγύθεν,41,29,21,1,100,1.9556842,7.42902
ἐγγύθι,11,-1,21,1,52,1.9867911,6.7978415
ἐγγύς,44,91,21,1,52,1.9260231,7.1816387
ἐγείρω,49,177,7,47,50,0.4415989,13.722074
ἐγκέφαλος,10,-1,12,51,51,4.9504647,12.278659
ἐγχείη,23,158,1,8,96,4.5525913,11.570047
ἐγχρίμπτω,7,85,14,29,68,1.4683207,13.966995
ἐδητύς,29,113,6,45,45,3.3416595,12.407129
ἐδωδή,11,113,12,5,5,3.343883,12.401845
ἐθέλω,272,206,4,43,43,-0.36634725,11.5437565
ἐκβάλλω,11,224,7,76,53,0.30298972,13.411406
ἐκβαίνω,9,221,7,47,36,0.108563416,13.935196
ἐκγίγνομαι,15,33,10,53,88,2.7761068,12.613388
ἐκδύω,5,196,7,76,53,0.8367301,13.719446
ἐκεῖθεν,11,101,21,1,52,2.8915005,6.5429597
ἐκεῖθι,13,101,21,1,52,2.8806973,6.5440483
ἐκεῖσε,18,101,21,1,52,2.986882,6.548823
ἐκπέρθω,16,202,7,76,53,0.5895927,12.998322
ἐκπίπτω,16,224,7,76,53,0.35501412,13.400754
ἐκπεράω,6,223,7,76,53,0.7127061,13.318468
ἐκτέμνω,12,95,14,29,33,2.122106,13.326655
ἐκτελέω,26,76,10,53,88,1.8042653,11.283411
ἐκτός,20,92,21,1,52,1.8686244,7.053259
ἐκφέρω,17,224,7,76,53,0.27591848,13.449691
ἐκφαίνω,9,5,10,53,88,2.3273156,12.566869
ἐκφεύγω,17,-1,7,76,53,0.069438025,13.290524
ἐκχέω,9,209,14,16,18,1.5302081,13.267645
ἐλάτη,6,59,6,46,146,5.3345485,10.578973
ἐλάτινος,5,30,39,39,80,4.233039,10.0579405
ἐλέφας,9,-1,10,7,140,3.345986,9.9230385
ἐλαία,11,59,6,46,146,5.416212,10.549113
ἐλαφρός,14,94,2,44,49,3.4703748,7.705577
ἐλαύνω,166,223,7,76,53,0.7829547,13.502196
ἐλεέω,35,214,30,61,14,0.92917854,11.718119
ἐλεαίρω,24,-1,30,61,14,0.87357575,11.577093
ἐλεγχής,6,93,2,2,40,3.4436452,7.6545196
ἐλεεινός,12,44,0,50,2,4.0470686,8.294186
ἐλελίζω,15,186,14,29,135,1.4665354,13.626843
ἐλύω,9,-1,10,0,16,1.5029523,10.7495
ἐμβάλλω,37,175,18,18,23,0.7661237,13.564592
ἐμβαίνω,8,204,7,47,36,0.46215734,14.047176
ἐμμεμαώς,11,200,10,7,4,1.5161909,11.8169775
ἐμμενής,5,77,0,19,54,2.121137,8.304888
ἐμπάζομαι,11,229,34,3,137,0.262374,12.148724
ἐμπίμπρημι,5,203,7,76,53,0.773607,12.951209
ἐμπίπλημι,19,203,7,76,53,0.75261205,12.841214
ἐμπίπτω,17,174,18,18,23,0.70044786,13.233258
ἐμπνέω,12,175,7,76,53,0.8726579,13.444114
ἐμπρήθω,8,203,7,76,53,0.8070469,12.9611225
ἐμός,312,31,15,20,122,4.69598,7.939329
ἐνέπω,32,134,10,0,16,1.0604014,10.90411
ἐνίημι,18,174,10,0,16,0.80933934,13.318057
ἐνίπτω,23,218,38,38,74,0.12443059,10.799825
ἐνίσσω,5,133,10,0,16,1.3656871,10.637269
ἐναίρω,18,-1,14,29,28,0.7881421,13.414779
ἐναίσιμος,12,35,2,2,25,3.4989512,8.176212
ἐναλίγκιος,18,68,8,74,149,0.83664715,10.573416
ἐναντίβιος,12,16,19,4,145,2.340438,7.713121
ἐναντίον,15,29,21,1,100,1.9434956,7.627136
ἐναντίος,20,29,21,1,100,1.9987001,7.592229
ἐναρίζω,13,-1,14,29,135,1.0145615,13.248305
ἐνδυκέως,18,107,0,58,13,2.4488845,8.076652
ἐνδύω,5,-1,7,76,53,1.1114112,13.751144
ἐνηής,5,73,0,19,55,2.2400444,8.710669
ἐνιαυτός,26,19,31,79,79,3.6286788,10.356176
ἐνιπή,5,103,10,0,148,2.666561,10.87781
ἐννέα,16,116,31,79,79,2.626611,5.6217713
ἐννῆμαρ,9,-1,31,34,113,2.6961472,6.417696
ἐνοπή,8,165,12,5,5,2.7698798,11.302114
ἐντίθημι,14,175,18,18,23,0.91913384,13.554145
ἐντανύω,13,-1,14,29,28,1.0111613,13.2347555
