lemma,freq,hdbscan,ward_40,ward_80,ward_150,x,y
μαιμάω,6,191,20,56,27,1.7291477,12.15101
μακρός,123,146,0,50,1,3.2817738,8.750725
μαλακός,29,139,0,50,1,3.397045,8.935223
μαντεύομαι,13,236,4,27,108,0.142431,11.512389
μαρμαίρω,9,176,20,30,130,1.8768142,12.625073
μαστίζω,11,186,14,29,28,1.885946,13.789425
μαστός,17,-1,1,72,72,5.4007363,11.9047985
μαχητής,6,136,10,0,16,2.1469593,10.530552
μαψίδιος,8,-1,0,50,2,2.5341406,8.137404
μαῖα,8,71,31,34,131,4.345651,7.178977
μείρομαι,6,-1,26,28,11,0.37330636,12.733896
μείς,12,19,31,79,79,2.7580802,5.9298587
μεγάθυμος,76,-1,24,49,139,3.1088374,8.360153
μεγαίρω,7,-1,10,0,16,1.8426272,10.620868
μεγακήτης,5,3,27,55,111,4.262624,9.045295
μεγαλήτωρ,63,-1,23,13,84,4.3582196,9.128952
μεδέων,5,-1,23,13,56,2.3253906,11.5716
μεθάλλομαι,6,-1,35,35,0,0.5583941,14.029055
μεθέπω,6,-1,38,38,141,-0.118233085,13.615206
μεθίημι,37,161,7,47,35,0.006968843,13.372011
μειδάω,15,228,20,66,32,1.1894408,11.942188
μειλίχιος,27,-1,0,58,13,2.8375208,9.117198
μελάνυδρος,5,-1,11,23,126,2.0508165,9.390319
μελέδημα,5,128,1,41,66,4.168851,12.508996
μελία,15,162,1,8,96,4.3710837,11.351282
μελίφρων,10,120,6,45,45,3.6177084,12.794442
μελιηδής,21,74,6,45,45,2.4953244,8.7741375
μενεαίνω,36,201,10,7,4,1.5080739,11.520474
μενεπτόλεμος,10,-1,5,15,76,7.3795457,8.499153
μενεχάρμης,7,42,24,49,139,2.5185306,10.181287
μενοεικής,15,73,0,19,55,2.3444963,8.813652
μενοινάω,23,-1,10,0,16,1.6511488,11.095436
μερμηρίζω,35,-1,20,30,130,1.2925673,12.597816
μεσηγύ,24,-1,21,1,52,1.967617,7.2155485
μετάφημι,14,218,9,22,26,0.10881887,10.785453
μετάφρενον,17,216,1,72,72,4.984123,12.125102
μετέπειτα,5,-1,21,77,3,2.9749079,6.675286
μετέρχομαι,17,-1,38,38,141,-0.07279557,13.916553
μετακιάθω,6,-1,38,38,141,-0.121585384,13.644866
μεταλλάω,24,-1,10,7,4,1.6543719,11.081965
μεταμώνιος,5,35,2,2,25,3.9575334,8.263967
μεταπρέπω,14,142,38,38,141,-0.17313294,13.029598
μεταστρέφω,11,197,7,47,35,0.6902646,14.046263
μεταυδάω,24,218,10,0,16,0.26811978,10.730902
μεταφωνέω,6,218,9,22,26,0.12777671,10.776184
μετεῖπον,64,218,9,22,26,0.12306449,10.774828
μετοίχομαι,5,-1,38,38,141,-0.10784243,13.910491
μετόπισθε,26,140,21,1,52,1.963226,6.741234
μηκάομαι,6,227,20,66,32,1.4452028,12.394552
μηκάς,5,56,6,46,10,5.57427,10.202891
μηκέτι,20,-1,31,34,131,3.8433058,6.6566916
μηνίω,8,136,36,17,37,2.261114,10.588177
μηρία,13,128,21,71,17,4.147274,12.514592
μηρός,34,216,1,72,72,5.2391953,12.126014
μητίετα,19,-1,10,53,117,1.3349497,11.462959
μητίομαι,7,-1,10,53,117,1.1274469,11.5932
μητιάω,11,201,10,53,117,1.3942375,11.595636
μηχανάομαι,9,201,10,7,4,1.5080439,11.576032
μιαίνω,6,-1,37,37,133,1.4982548,12.751497
μιμνήσκω,101,229,34,3,137,0.33718455,12.21795
μινυνθάδιος,7,58,0,50,2,2.566414,7.538704
μινύθω,9,-1,17,70,91,1.9789674,12.247454
μισθός,8,-1,16,31,7,3.3882828,11.60781
μιστύλλω,10,213,14,29,28,1.8943657,13.513965
μνάομαι,23,-1,34,3,137,1.0708984,12.274008
μνηστήρ,197,-1,11,52,89,5.4391527,8.342897
μνηστός,6,-1,15,78,38,5.066558,8.697119
μογέω,32,-1,2,68,61,1.3961647,11.627386
μολπή,9,138,12,5,5,2.9053133,11.653675
μοχλός,8,188,12,5,22,5.522727,11.395155
μοῖρα,97,207,16,31,7,3.2936878,11.278233
μυθέομαι,58,-1,4,27,108,0.20669818,11.318136
μυκάομαι,8,199,35,35,0,1.6706827,12.943834
μυρίος,30,69,31,79,79,3.2471666,7.1971393
μυχός,19,187,11,69,34,5.4419055,11.191466
μυῖα,6,56,6,46,10,5.6291466,10.128605
μω~νυξ,8,127,23,62,30,5.2988634,11.651361
μόγις,5,-1,16,26,41,2.9374857,6.941449
μόθος,5,194,16,26,41,3.8032546,11.484026
μόνος,30,84,21,77,3,2.7554772,7.281291
μόρος,16,194,16,26,41,3.8955173,11.458688
μόρσιμος,5,105,26,28,29,3.4128938,11.01092
μύρω,15,232,13,48,6,0.7433258,11.751726
μᾶλλον,63,69,2,44,49,3.2758274,7.344733
μῆδος,19,128,1,41,66,4.0967855,12.437914
μῆλον,65,56,6,46,10,5.4814754,10.258
μῆλον2,10,56,6,46,10,5.4583077,10.266293
μῆνις,14,207,16,31,7,3.170613,11.283905
μῆρα,6,128,21,71,17,4.062676,12.50262
μῆτις,35,-1,16,31,7,3.3363001,11.238078
μῦθος,287,218,9,22,26,0.14760217,10.702695
μῶλος,7,-1,25,25,105,3.514498,11.280916
μῶνυξ,25,127,23,62,30,5.2802386,11.636189
νέατος,15,66,14,16,59,1.5100787,8.715735
νέκταρ,7,120,6,45,45,3.6433992,12.844552
νέκυς,75,-1,14,29,68,3.0552273,12.798304
νέμεσις,9,207,13,11,19,2.9407418,11.757363
νέμω,41,-1,14,16,59,2.240844,13.033878
νέομαι,80,-1,10,0,16,-0.16133435,14.100491
νέος,100,44,16,26,47,3.9822772,7.647763
νέρθε,5,141,21,1,52,1.8507652,6.633294
νέφος,45,21,32,65,65,4.0126786,10.95532
νήδυμος,12,35,2,2,25,3.7674742,8.1903925
νήιος,7,38,36,17,37,4.1495304,9.361019
νήπιος,66,35,2,2,25,3.958148,8.195097
νήποινος,6,35,26,28,29,3.723985,8.233285
νήχω,8,61,13,48,6,0.34497407,12.531263
νίζω,25,213,14,29,28,1.7870665,13.579783
νίκη,39,136,10,0,16,2.1761029,10.591081
νίσσομαι,8,-1,14,16,59,1.6507778,12.857113
ναίω,76,87,14,16,59,2.2909572,12.6394205
ναίω2,20,87,14,16,59,2.277723,12.622497
ναιετάω,35,87,14,16,59,2.3550696,12.380607
ναυσικλυτός,6,3,27,55,111,4.4653325,9.099201
ναός,14,187,12,5,22,5.5397983,11.179527
ναύτης,12,78,22,36,8,4.7442484,9.820011
ναῦς,948,78,22,36,8,4.6983857,9.963452
νεβρός,10,56,6,46,10,5.6384764,10.11186
νεικέω,41,-1,30,61,14,0.9753777,11.677525
νειός,7,187,12,5,22,5.6597505,11.083555
νεκρός,64,-1,14,29,68,3.0371418,12.812928
νεμεσάω,36,153,13,11,19,0.9325518,11.663517
νεμεσίζομαι,9,153,13,11,19,0.73770016,11.758824
νεμεσητός,6,153,13,11,19,0.9945202,11.520864
νευρά,11,163,1,8,121,4.279722,11.212084
νευρή,10,163,1,8,121,4.3154607,11.228649
νεφέλη,20,21,32,65,65,4.073158,10.7929535
νεφεληγερέτα,35,63,10,63,63,2.0817454,9.504848
νεύω,18,-1,20,54,87,1.4214798,12.733255
νεώτερος,7,94,2,44,49,3.6433551,7.590168
νεῖκος,36,219,16,26,41,3.7084,11.698525
νηέω,8,199,36,17,37,1.6787893,13.24661
νηλής,33,74,0,19,55,2.2843263,8.595178
νημερτής,26,-1,0,58,13,2.4850082,8.087111
νηπύτιος,9,35,2,2,25,3.9189973,7.914473
νικάω,41,-1,19,4,78,2.2856803,11.228957
νιφάς,5,21,32,65,65,3.9851978,10.612043
νιφόεις,5,100,10,7,4,1.2772038,9.448853
νοέω,131,214,9,9,58,0.9166767,11.607983
νομεύς,13,56,12,5,22,5.633018,10.111746
νομός,7,187,12,5,22,5.637848,11.088767
νοστέω,47,197,7,47,35,0.4063747,13.754081
νοσφίζομαι,9,-1,13,11,93,0.78466326,12.319114
νοῦσος,5,207,16,31,7,3.2027748,11.259175
νωλεμές,17,77,0,19,54,2.2179003,8.303819
νωμάω,24,212,14,16,18,1.5757788,13.231161
νόημα,18,169,10,0,16,1.8137285,10.519399
νόθος,11,-1,16,26,103,2.8253727,7.7752776
νόος,99,215,16,26,41,3.7885933,11.61439
νόστιμος,13,105,26,28,29,3.5105736,11.121938
νόστος,58,105,26,28,29,3.427681,11.303011
νόσφι,46,-1,21,1,52,1.8801475,6.728598
νύμφη,37,-1,15,78,38,5.665104,8.979061
νύξ,129,19,31,79,79,3.706343,10.365741
νύσσα,5,4,11,52,107,3.6750762,10.810208
νύσσω,26,186,14,29,28,1.798965,13.836736
νῆσος,62,78,22,36,8,4.5930934,10.175852
νῶροψ,8,144,26,67,67,4.047638,10.113704
νῶτον,28,-1,8,64,129,5.190184,12.186489
ξένιος,16,37,15,78,38,4.5416284,8.529534
ξένος,168,44,15,78,38,4.597966,8.417708
ξένος2,6,44,15,78,38,4.662611,8.41471
ξέω,5,-1,14,29,28,1.3345104,13.58357
ξίφος,61,158,1,8,96,4.555712,11.860938
ξανθός,42,-1,0,50,1,3.840431,8.764554
ξεινήιον,8,37,2,2,69,4.4696326,8.618388
ξενίζω,12,37,15,78,38,4.51463,8.523527
ξεστός,22,131,0,50,1,3.3507702,9.139568
ξυστόν,5,158,1,8,96,5.111894,11.704966
ξύλον,12,112,1,41,66,4.1406956,12.616217
ξύλοχος,6,0,11,23,44,4.875515,11.266588
οἰκέω,7,87,14,16,59,2.257976,12.743589
οἰκίον,20,128,1,41,66,4.2313232,12.484523
οἰκεύς,7,34,15,78,38,4.8982215,8.723031
οἰκτείρω,5,228,20,30,130,1.163702,11.980436
οἰκτρός,7,51,21,71,17,3.6115131,6.727032
οἰμωγή,6,165,12,5,5,2.7647052,11.299229
οἰμώζω,21,228,20,66,32,1.2446084,11.950665
οἰνοχοέω,6,209,14,16,18,1.711363,13.156665
οἰνοχόος,5,-1,14,16,18,4.9308143,9.4383545
οἰωνός,28,56,6,46,10,5.456519,9.931092
οἴγω,14,186,14,29,28,1.8391999,13.844206
οἴκαδε,70,90,21,71,17,4.889965,6.835262
οἴκοθεν,5,-1,21,1,100,2.2197635,7.1189513
οἴκοι,6,91,21,1,52,1.9677906,7.115457
οἴκτιστος,5,93,2,44,49,3.3574736,7.764517
οἴομαι,107,206,4,43,43,-0.2862541,11.486661
οἴχομαι,79,226,7,47,50,-0.018037437,14.029255
οἶδα,268,214,9,9,99,0.81939995,11.236369
οἶκος,133,171,11,69,34,5.129499,10.887828
οἶκόνδε,19,90,21,71,17,4.9775906,6.8745255
οἶνος,122,120,6,45,45,3.5970552,12.807056
οἶνοψ,17,144,26,67,67,4.28793,10.062966
οἶος,151,84,21,77,3,2.7695198,6.999154
οἶτος,11,-1,26,28,29,3.36212,11.46086
οὐδείς,18,109,21,10,101,3.3349988,6.5915914
οὐδός,45,187,12,5,22,5.578834,11.215781
οὐκέτι,69,109,21,10,101,3.4132495,6.561937
οὐλή,7,163,1,8,121,4.0285516,11.025827
οὐλοχύται,7,30,6,46,10,5.098021,10.27725
οὐλόμενος,11,-1,31,34,131,3.0149407,9.8738165
οὐρανόθεν,19,89,21,1,52,2.4951599,6.909023
οὐρανός,84,18,32,65,65,4.0233707,10.297747
οὐτάζω,34,81,1,72,72,1.583409,13.616903
οὐτάω,47,81,1,72,72,1.7980484,13.789044
οὐτιδανός,6,77,0,50,2,2.1662705,8.377002
οὔπως,6,109,31,34,113,3.4293802,6.469751
οὔτι,31,109,21,10,101,3.3878014,6.5220513
οὕνεκα,58,125,31,34,113,3.3206313,6.23371
οὖδας,27,154,1,72,72,4.884781,12.592511
οὖλος2,9,143,1,8,98,4.1390896,10.50618
οὖλος3,8,-1,25,25,105,4.013289,10.178349
οὖρος,23,-1,25,25,105,4.0375957,10.206465
οὖρος2,6,-1,25,25,105,4.000352,10.138722
οὖς,27,-1,1,72,72,4.9474626,12.497759
πάγχυ,24,58,2,44,49,2.6819794,7.5997696
πάλαι,17,44,16,26,47,3.9875803,7.6328397
πάλλω,25,186,14,29,28,1.8289511,13.491504
πάμπαν,36,69,21,77,3,3.1257567,7.0449295
πάμπρωτος,8,69,2,44,49,2.7627277,7.4877667
πάννυχος,5,-1,21,1,52,2.2310417,7.907254
πάντοθεν,9,-1,21,77,3,2.1700494,7.1137924
πάντοσε,29,89,21,77,3,2.5165339,6.825897
πάντῃ,33,84,21,77,3,2.8678467,6.9070997
πάρειμι,45,108,10,0,16,1.6633711,10.563191
πάρημαι,13,-1,35,35,0,0.5907433,14.123605
πάροιθε,26,-1,21,1,52,2.0168936,6.782358
πάρος,95,44,16,26,47,3.919006,7.568237
πάσσαλος,6,0,11,23,44,4.7236295,11.4049225
πάσσω,9,212,14,29,28,1.699904,13.3958845
πάσσων,5,94,2,44,49,3.4227488,7.59918
πάσχω,110,-1,2,68,61,1.3929585,11.389142
πάτηρ,46,62,31,34,131,4.2662354,7.19879
πάτρα,7,78,5,24,112,4.5733705,10.460914
πάτρη,11,78,5,24,112,4.681766,10.4171915
πάτροκλος,11,62,5,15,76,4.285786,7.2108583
πέδιλον,16,151,1,41,64,4.421267,12.291667
πέλαγος,7,78,22,36,8,4.529951,10.332288
πέλεια,9,-1,14,29,33,4.2633834,11.886699
πέλεκυς,18,158,1,8,96,4.761902,11.894549
πέλω,105,76,10,53,88,1.9931695,11.888296
πέμπτος,7,2,31,79,79,2.5865188,6.1255627
πέμπω,81,-1,7,47,50,-0.0011638325,13.365554
πένθος,33,219,16,26,41,3.671097,11.857411
πένομαι,12,114,10,0,16,1.7436393,10.905393
πέντε,7,-1,31,34,113,2.6935985,5.7250533
πέπλος,16,151,1,41,64,4.5646453,12.148411
πέπνυμαι,77,218,33,33,85,0.13438566,10.623524
πέπων,17,-1,31,34,131,4.2171392,7.065446
πέρ,503,-1,21,10,101,3.0733104,6.6674047
πέρθω,21,202,7,76,53,0.7036231,13.038321
πέσσω,7,76,10,0,16,1.6145359,11.244347
πέτομαι,50,85,14,29,33,1.8885894,13.299624
πέτρα,56,-1,14,29,33,4.420918,10.892289
πήγνυμι,35,186,14,29,28,1.8479677,13.768996
πήληξ,10,162,1,8,96,4.466024,11.485419
πήρα,6,162,1,8,96,4.386229,11.463639
πίμπλημι,36,-1,7,76,53,1.5118314,13.170808
πίναξ,5,151,14,12,92,4.6704326,11.73641
πίνω,83,120,6,45,45,3.3828437,12.886879
πίπτω,173,81,20,66,32,1.1912414,13.465531
πίσυνος,7,1,12,5,5,1.1498225,10.167911
πίων,46,-1,11,69,34,4.8825054,8.474178
πα~ς,5,69,21,77,3,3.1692624,7.202685
παίζω,5,-1,14,29,28,1.3319615,12.034436
παιπαλόεις,14,-1,10,7,4,1.28883,9.43953
παλάμη,21,149,11,52,89,4.4259887,11.432911
παλάσσω,16,192,35,35,0,1.5724041,12.9972725
παλίντονος,5,52,1,8,96,3.537902,9.452341
παλαιός,18,44,16,26,47,4.0188875,7.6656804
παλύνω,7,212,14,29,28,1.7128094,13.192635
παμφαίνω,8,5,32,65,65,1.968873,12.758866
παμφανόων,18,201,10,7,4,1.5703913,11.5267105
παναίολος,6,-1,24,49,139,2.7142484,8.611982
πανημέριος,12,58,21,1,52,2.476686,7.620413
παννύχιος,16,58,21,1,52,2.520084,7.6000147
πανσυδίῃ,5,58,21,1,52,2.4644678,7.908589
παντοῖος,27,69,0,50,1,3.2856808,7.223384
παπταίνω,25,95,14,29,28,1.9840927,13.105796
παράκοιτις,15,-1,10,0,115,5.123133,9.167687
παράφημι,6,-1,7,47,36,-0.075293064,11.841177
παρέξ,21,-1,7,47,36,1.597403,7.0845
παρέρχομαι,6,208,7,47,50,0.1396629,13.995819
παρέχω,15,179,3,42,42,0.18743512,12.918768
παρήιον,5,38,35,35,0,4.194907,9.573358
παρίστημι,88,204,14,12,95,0.4725862,14.201173
παραλέγω,7,142,4,27,108,-0.16606697,12.4464445
παραπείθω,7,-1,7,47,36,-0.20114212,11.861606
παρατίθημι,27,190,14,29,28,0.98580956,13.569927
παρειά,19,195,1,72,72,4.9505906,12.203988
παρελαύνω,6,-1,14,29,33,0.46295193,13.824316
παρεῖπον,6,108,9,22,125,0.962227,10.818237
παρθένος,7,-1,15,78,38,5.6858077,8.99754
πατέομαι,15,-1,34,3,137,0.73680913,12.728021
πατήρ,331,45,15,78,38,5.1833277,8.899351
πατρίς,113,-1,5,24,112,5.635668,7.213112
πατρώιος,22,37,2,2,69,4.4406652,8.474504
παχύς,25,137,1,8,96,3.2666063,9.14196
παύω,90,178,7,76,143,0.3029936,13.0489855
παῖς,275,45,15,78,38,5.22052,8.94287
παῦρος,21,94,2,44,49,3.4978375,7.6758976
πείθω,197,-1,4,27,21,0.25681788,11.547799
πείρω,22,212,14,29,28,1.7512385,13.36848
πεδάω,12,-1,14,29,33,0.9509285,13.512011
πεδίον,114,-1,11,23,102,4.7649508,10.516911
πεζός,30,54,23,62,30,4.952456,9.120334
πειράω,69,229,34,3,137,0.29914868,12.179368
πειρητίζω,11,229,34,3,137,0.39826876,12.112504
πελάζω,32,-1,14,29,33,0.868162,13.515677
πελεμίζω,11,186,14,29,135,1.4034343,13.428971
πελώριος,19,35,38,38,141,4.054159,8.176811
πεντήκοντα,24,117,31,79,79,2.6170692,5.62059
περάω,24,202,7,76,53,0.7677938,13.119812
περάω2,6,202,7,76,53,0.66193664,13.207203
περίφρων,52,-1,24,49,60,5.545785,8.981318
περιίστημι,7,204,7,47,36,0.4470307,14.004558
περιβαίνω,6,204,7,47,36,0.34234637,14.029247
περιδείδω,8,-1,13,11,19,0.8847989,11.996899
περικαλλής,51,73,0,19,55,2.2799015,8.745157
περικλυτός,24,3,27,55,111,4.483384,9.02314
περικτίονες,6,32,15,20,114,5.2857547,8.2348
περιμήκης,8,123,29,14,124,2.3158581,9.058569
περιτέλλομαι,5,19,17,70,142,3.4852285,10.299389
περιφραδής,6,107,0,58,13,2.4686692,8.100851
περιχέω,9,205,7,6,83,1.4113082,13.835363
πετάννυμι,22,95,14,29,33,2.004277,13.3024645
πετεινός,10,-1,14,29,33,2.3303287,13.23893
πετρήεις,5,100,10,7,4,1.2891159,9.409125
πεύθομαι,16,231,4,27,21,0.28976983,11.582595
πεῖραρ,18,129,21,71,17,4.081989,12.400613
πεῖσμα,7,129,21,71,17,4.1986184,12.332259
πηγή,6,166,22,57,57,4.5302577,10.694735
πηδάλιον,5,78,22,36,8,4.475126,10.442931
πημαίνω,5,-1,37,37,136,0.983784,12.2393265
πιέζω,6,114,10,0,16,1.7531213,10.83875
πικρός,18,146,0,50,1,3.3497443,8.739841
πινυτός,6,-1,15,78,38,3.77183,8.396286
πιστός2,24,147,8,64,129,3.553911,8.784875
πιφαύσκω,19,-1,13,48,12,0.20317677,11.926135
πλάζω,21,4,13,48,12,1.7323328,11.284084
πλέω,22,208,7,47,50,-0.06917999,13.77629
πλέως,13,69,2,44,49,3.3365803,7.420843
πλήθω,9,23,7,76,53,2.3311036,12.532068
πλήσσω,45,186,14,29,28,1.830167,13.846592
πλατύς,9,123,29,14,31,2.6647463,8.931974
πλείων,36,94,2,44,49,3.4361796,7.532834
πλευρά,5,195,1,72,72,4.9718394,12.281632
πλεῖστος,24,69,31,79,79,3.266994,7.358905
πληγή,9,-1,11,52,89,3.9215984,11.303037
πληθύς,16,170,23,13,56,4.7876215,10.903339
πλησίος,26,29,21,1,100,1.9561918,7.448205
πλοῦτος,7,211,16,31,7,3.6123397,11.722619
πλύνω,5,213,14,29,28,1.854856,13.489114
πνέω,17,13,32,65,65,3.4728425,10.119197
πνοή,22,13,32,65,65,3.4387581,10.25766
ποδήνεμος,10,25,24,49,60,5.7584023,8.992739
ποδαρκής,19,22,24,49,60,5.867697,8.870102
ποδώκης,28,22,24,49,60,5.8444853,8.972118
ποθέω,22,157,16,26,103,2.0368047,12.027107
ποθή,10,207,16,31,7,2.9997191,11.230923
ποθεν,11,-1,21,1,100,2.2729106,7.0248976
ποθι,22,-1,21,1,52,3.2081568,6.4677396
ποιέω,74,190,14,29,28,1.339443,13.552078
ποιήεις,8,100,10,7,4,1.3252275,9.455857
ποιητός,15,131,29,14,124,3.28664,9.17894
ποικίλος,30,147,0,50,1,3.5366585,8.830794
ποικιλομήτης,7,-1,10,0,115,5.8793454,9.18517
ποιμήν,68,57,23,13,56,5.2675257,9.780525
ποινή,11,207,16,31,7,3.0304341,11.292216
ποιπνύω,7,-1,29,14,9,1.922004,12.459321
πολίτης,5,169,10,0,16,1.8207533,10.405375
πολεμήιος,8,38,2,2,69,4.1064353,9.331072
πολεμίζω,58,136,10,0,16,2.1376915,10.584754
πολεμιστής,15,136,10,0,16,2.3071864,10.43244
πολιός,41,131,0,50,1,3.375919,9.184669
πολλάκις,13,83,31,34,113,2.9777405,6.270044
πολυβενθής,5,123,29,14,31,2.4763048,8.96651
πολυβότειρα,8,72,10,0,16,1.7703984,9.683247
πολυδαίδαλος,10,-1,29,14,124,2.4031622,9.206251
πολυκλήις,10,-1,11,52,89,3.4319606,9.737161
πολυμήχανος,21,62,2,2,40,4.2149315,7.264034
πολυπῖδαξ,8,-1,29,14,31,1.9003668,9.608251
πολύδακρυς,6,-1,26,28,29,3.2807288,8.749151
πολύκμητος,6,122,29,14,124,2.2582111,9.20046
πολύμητις,74,22,24,49,60,5.9292364,9.05377
πολύπυρος,6,-1,29,14,31,1.8008089,10.029885
πολύς,822,69,31,79,79,3.2399442,7.260994
πολύτλας,35,22,24,49,60,5.9121633,8.88537
πολύφλοισβος,8,-1,11,23,126,2.189378,9.493906
πολύφρων,9,-1,24,49,60,3.815727,9.015193
πολύχαλκος,5,104,29,14,31,2.2163866,9.298252
πολύχρυσος,5,104,29,14,31,2.2553284,9.266606
πομπή,24,181,16,31,7,3.0125313,11.265157
πομπός,12,-1,16,31,7,3.7159088,10.782234
πονέω,29,157,14,16,59,1.8892864,11.803253
ποντοπόρος,6,-1,22,36,8,4.1004386,10.05062
ποντόπορος,13,-1,22,36,8,2.565752,9.680374
πορφύρεος,28,53,1,8,96,3.3894145,9.580853
πορφύρω,5,145,20,30,130,0.9690312,12.869581
ποτής,9,113,6,45,45,3.3738222,12.479459
ποταμός,110,78,22,57,57,4.6784935,10.230751
ποτιπτύσσω,6,235,13,48,12,0.09218947,12.03981
ποτός,9,120,6,45,45,3.5648873,12.841509
πουλυβότειρα,8,72,10,0,16,1.770276,9.764042
πούς,278,135,16,26,41,4.4502506,11.709829
ποῖος,19,110,31,34,113,3.6155725,6.36636
ποῦ,14,110,31,34,113,3.6123505,6.3650727
πράσσω,14,4,11,52,107,2.0194247,12.310007
πρέσβα,6,-1,25,25,20,6.1418567,9.23927
πρέσβυς,8,-1,2,44,49,3.4655402,7.5699344
πραπίδες,11,149,11,52,107,4.3689995,11.484989
πρηνής,19,-1,0,19,54,2.0361586,7.60374
προέχω,9,23,7,6,83,2.4774432,12.273162
προίημι,59,161,7,47,35,-0.06732491,13.504601
προβάλλω,7,205,7,6,83,1.01393,13.898597
προβλής,6,23,7,6,83,2.4688103,12.334172
προβλώσκω,7,161,7,47,36,-0.09310234,13.771528
προγενής,9,94,2,44,49,3.5369768,7.6487064
προεῖδον,6,214,9,9,58,0.8558949,11.631013
προκαλέω,6,180,30,61,14,-0.09938044,12.143091
προκαλίζομαι,6,180,14,29,135,0.11020993,12.295237
προλείπω,5,161,7,47,36,-0.16723494,13.116123
προπάροιθε,48,-1,21,1,52,1.8881348,6.7878795
προρέω,7,23,22,57,57,2.4453962,12.401006
προσαυδάω,174,108,10,0,16,0.7618301,10.660191
προσβαίνω,9,221,7,47,36,0.21516447,14.061693
προσδέχομαι,12,230,35,35,0,0.43620846,12.278597
προσεῖπον,166,218,9,22,26,0.08645701,10.783109
προσφωνέω,39,218,9,22,26,0.108828984,10.780047
προτέρω,17,-1,21,1,52,2.0861068,6.6662874
προτιόσσομαι,5,235,4,27,108,0.13648222,11.965819
προφέρω,10,179,37,37,136,0.08676051,13.100518
προφαίνω,9,5,7,6,83,2.3350217,12.520473
προφεύγω,5,183,7,47,35,-0.062594205,13.197832
πρυλέες,5,54,23,13,56,4.8364635,9.005241
πρυμνήσιος,11,112,1,41,66,4.384191,12.452106
πρυμνός,26,131,0,50,1,3.4416766,9.247943
πρόδομος,8,172,11,69,34,5.1872973,11.229986
πρόθυρον,23,172,11,69,34,5.0868216,11.205839
πρόκειμαι,14,-1,33,33,85,3.708031,8.676467
πρόμαχος,40,170,7,47,36,4.860612,11.1380625
πρόμος,8,69,2,44,49,2.9690208,7.406979
πρόπας,9,69,2,44,49,2.9065392,7.2325573
πρόσειμι2,7,225,7,47,50,0.014737012,14.071184
πρόσθεν,86,-1,21,1,52,2.2320755,6.785904
πρόσφημι,221,218,9,22,26,0.104111135,10.770196
πρόσω,18,-1,2,44,49,2.096223,6.8250003
πρόσωπον,10,-1,10,0,16,4.489471,12.263789
πρότερος,122,69,2,44,49,2.9370015,7.102948
πρόφρων,29,69,2,44,49,2.908269,7.263973
πρόχοος,8,-1,14,16,18,5.006441,9.477014
πρύμνα,12,167,11,23,126,4.3842053,10.740602
πρώτιστος,19,69,2,44,49,2.9898212,7.1951165
πρᾶξις,6,4,11,52,107,2.5993147,11.961769
πρῶτος,231,69,2,44,49,3.0190442,7.075281
πτερόεις,125,-1,10,7,4,0.9978294,9.767385
πτερόν,9,112,1,41,66,4.4096584,12.584445
πτολίεθρον,31,-1,29,14,9,1.9581962,9.518588
πτολίπορθος,15,72,29,14,9,2.0118012,9.7896385
πτωχεύω,5,114,10,0,16,1.7904239,10.852299
πτωχός,17,44,15,78,38,4.586762,8.625217
πτύξ,7,-1,11,23,126,4.770867,11.178312
πτύσσω,5,186,14,29,28,1.7949452,13.841709
πτώσσω,8,4,11,52,107,1.5289999,12.2650585
πυκάζω,12,193,14,16,59,1.4776602,13.208834
πυκινός,18,139,0,50,1,3.403756,8.853716
πυκνός,87,139,0,50,1,3.397966,8.810075
πυνθάνομαι,60,222,4,27,21,0.61392576,11.30726
πυρά,7,21,32,65,65,3.99965,10.997257
πυρή,23,-1,1,8,121,4.3329215,11.080152
πυρκαιά,9,-1,1,8,121,4.259332,11.034249
πυρός,10,-1,12,5,22,5.3587003,10.857314
πω,118,109,31,34,113,3.395106,6.516448
πωλέομαι,9,180,34,3,86,0.28704798,12.702983
πως,75,109,31,34,113,3.381483,6.5135183
πόα,5,-1,6,46,146,5.434216,10.654434
πόθεν,13,110,31,34,113,3.6185994,6.350823
πόθι,6,-1,21,1,52,3.1926713,6.290996
πόλεμος,275,-1,19,4,78,3.4163957,11.309231
πόλινδε,10,90,21,71,17,4.961211,6.861777
πόλις,220,-1,5,24,94,5.6645555,7.235337
πόνος,55,-1,16,26,41,3.8295648,11.555888
πόντος,119,78,22,36,8,4.598864,10.261311
πόποι,49,71,31,34,131,4.161263,6.96766
πόρος,5,170,16,26,41,4.269951,11.264048
πόρω,59,179,3,42,42,0.33924133,12.921671
πόσις,66,194,16,26,41,4.0053573,11.4447775
πόσις2,27,113,6,45,45,3.3629189,12.412277
πότμος,32,-1,26,28,29,3.421794,11.402011
πότνια,65,25,5,15,48,5.760451,8.958193
πύκα,15,-1,21,10,106,2.2131734,7.301253
πύλη,63,166,11,52,144,4.709685,11.112011
πύματος,16,-1,2,44,49,2.9463787,7.4167604
πύξ,6,-1,0,32,15,2.8386204,8.068246
πύργος,44,-1,11,52,144,4.878212,11.054737
πᾶς,1020,69,21,77,3,3.142702,7.1848183
πῆ,19,110,31,34,113,3.6231122,6.378835
πῆμα,40,220,16,26,41,3.763395,11.887978
πῆχυς,8,158,1,72,72,4.759033,11.953277
πῦρ,160,21,32,65,65,4.0027966,11.000466
